"","ResponseId","PROLIFIC_PID","Condition","1_advice","2_advice","3_advice","4_advice","5_advice","6_advice","7_advice","8_advice","9_advice","10_advice","GroupNum","age","gender","ethnicity","education","0.AdviseeID","0.Estimate","0.Performance","0.Gender","0.Treatment","1.AdviseeID","1.Estimate","1.Performance","1.Gender","1.Treatment","2.AdviseeID","2.Estimate","2.Performance","2.Gender","2.Treatment","3.AdviseeID","3.Estimate","3.Performance","3.Gender","3.Treatment","4.AdviseeID","4.Estimate","4.Performance","4.Gender","4.Treatment","5.AdviseeID","5.Estimate","5.Performance","5.Gender","5.Treatment","6.AdviseeID","6.Estimate","6.Performance","6.Gender","6.Treatment","7.AdviseeID","7.Estimate","7.Performance","7.Gender","7.Treatment","8.AdviseeID","8.Estimate","8.Performance","8.Gender","8.Treatment","9.AdviseeID","9.Estimate","9.Performance","9.Gender","9.Treatment"
"168","R_3ELQpdrsL7C4eEH","58a5d58bb2a7180001f061d4","None",0,0,0,0,0,0,0,0,1,1,210,38,"Male","White or Caucasian","Bachelor’s degree","656cab209b8a5cc866d7c808",1,3,"Female","High","6334d869011b16ac13de3546",5,1,"Male","High","5c1980c24a03080001139d5a",2,1,"Male","Low","5ccf87bfb46c7000010d8428",4,3,"Male","Low","62dc65fdd3bbfeff289f1500",4,3,"Male","High","5e9f3f09ccc75a0c345e4845",1,3,"Female","Low","6454023a00d29eb604027c8f",1,1,"Female","High","5f0c7ea47cf1495f4587f741",2,1,"Female","Low","63cff262503b56190be3eb18",6,10,"Female","Low","64001c3e48013fca28465267",10,10,"Male","Low"
"169","R_2VCLx1XyOQdNp6Y","5c44c4e73be7b70001fd7312","None",0,0,0,0,0,1,0,0,1,1,96,33,"Female","White or Caucasian","Bachelor’s degree","5bb9db4a56161d0001006da1",1,3,"Male","Low","62cbf51439a76e8fccd8a495",0,3,"Female","High","630bbdba33a8711f454d81d9",1,2,"Male","Low","5f931063e3ae1f094b740dff",2,1,"Male","High","6134d8a566bc3dffe880e879",2,1,"Female","High","629e2781136f152f6592f171",8,7,"Male","High","63d7b2bf8c384775818d4be0",7,6,"Male","High","647dde92d730823a9e5c7f0f",3,2,"Female","High","650f0d7f288f6e42c03c4835",6,6,"Female","High","655f91264d8805f0077f8252",4,7,"Female","Low"
"170","R_8Hbd5lXiJiRChO1","600ce0f31a766724ae9ef3d2","E",0,0,1,0,0,0,1,0,0,0,191,28,"Male","White or Caucasian","Some college, but no degree","650781823395fb5b973731f9",2,5,"Female","Low","64ef5620f0a6cf6a9568a4b4",4,5,"Male","High","567dd32b4f0ef30006dbb718",5,7,"Female","High","656b9fe2848e68e0b05440f2",3,5,"Male","Low","60bdbf4e2b3c3ca3cf73ae40",3,3,"Male","Low","5cf3f7364bcc6400019d71fa",2,5,"Female","High","63b63938dbf229f3eb46d4a4",7,7,"Male","Low","55b1add5fdf99b6731f04c5a",5,3,"Female","High","6082249a001f42155fac637d",2,5,"Female","High","652c821a3d99a68b56fe9bcb",5,5,"Male","High"
"171","R_33p33sa6BIAGSn9","65209f1964bd5784a6ab0ab7","None",0,0,0,0,0,0,0,0,0,0,249,45,"Female","White or Caucasian","Some college, but no degree","6562fbd1f6b4756ac64c4dbd",7,2,"Male","Low","652d5fbe9b9bfde1040a8c4d",1,2,"Female","High","6557bcf605279f9c3e10c6cf",2,4,"Female","Low","6567ad4ffa20e5d5b9ce2944",4,4,"Male","Low","648343299ec8050d10aee27d",2,4,"Female","Low","6276d97e209059496d37bf74",4,3,"Female","High","6428cf95700357ed9473c9a8",0,5,"Female","High","650065e0f3202d7bba91e031",3,5,"Male","Low","654cf6acd3de98547781695c",6,4,"Male","Low","652d90890703a9b33b854bb3",3,3,"Male","Low"
"172","R_1GKu6xJssmKX22S","6543aba61e3749d87cbccdbe","E",0,1,0,1,0,1,0,0,0,1,28,23,"Male","White or Caucasian","Bachelor’s degree","60fe3ebe79bcffa30c2aef75",3,4,"Female","High","6106f21752ad2407a4d8b74c",7,7,"Female","Low","6562c873c8002ad2e44b7b33",5,4,"Male","High","5eae0bd65d29984c458e6b50",2,6,"Female","Low","6567644b0a4a14cbeaac5a79",5,1,"Male","High","65304dd0cfbead1c3e3174b1",4,6,"Male","High","638f8a0121203e0ddbf80e02",4,1,"Female","High","6266e63b82fa38e800e33a24",5,4,"Male","Low","64a0240af7461068d2e1e1c0",2,4,"Female","Low","6045a06a5ea7976e20f82c1f",9,7,"Male","Low"
"173","R_2eRoteUAUIsIkRc","5b4cb885af5c4e00013aa33b","None",0,0,0,0,0,0,0,0,0,0,54,34,"Male","White or Caucasian","Bachelor’s degree","639cb369acdac1e599b3d97c",1,5,"Female","High","644f162cac2c2b8aa0583b89",2,2,"Female","High","5f9057735c69b00e72665f84",3,5,"Male","Low","5bf311373a5bf00001401f64",7,2,"Male","High","654a85a683cd2b13e9b8c6ae",8,6,"Male","High","652c821a3d99a68b56fe9bcb",5,5,"Male","High","6547b34100e9c6e1862d9e56",1,2,"Male","Low","656907a16ea276f3fef47618",3,2,"Female","Low","6130948c797e3ff6838513f3",2,6,"Female","High","59757b95395bf80001bf9daa",3,5,"Female","Low"
"174","R_1gzM8ZHpIQNCKpX","644c0e49c7aebcba935aa09d","None",0,1,1,1,0,0,0,0,1,0,19,58,"Female","White or Caucasian","Bachelor’s degree","655eb8b1e492d12a307d94ea",4,2,"Female","High","5f57620f2095071eaf7a8224",6,6,"Male","High","6130948c797e3ff6838513f3",2,6,"Female","High","566a3e0e7da0350012b3ec49",5,6,"Male","High","5c23c03889f035000173d7d7",4,4,"Female","High","5f0c98239c6dab0fadfee6de",5,4,"Male","High","651f8f555a5fde411587c859",3,3,"Male","Low","5ea45eb9abef8a07bcced2bc",4,3,"Female","Low","655f8f9f0e4ff12b601465e7",3,6,"Female","Low","62a74fec726aac54b9e43d75",2,2,"Male","High"
"175","R_1rJNc1UHCHWhgxR","63d3fbf6aca63e00ed85d00a","E",0,0,1,0,1,0,0,0,0,0,178,34,"Female","White or Caucasian","Bachelor’s degree","6411493f08fd400dc0d5eacc",4,0,"Male","High","5fd0ebb69497b30008547502",3,0,"Female","Low","6409c99005586d3591dffca9",4,5,"Male","High","5b26da1934ffd00001b45d8d",3,4,"Male","Low","60e5e4a8f7dedf082efd5af9",2,5,"Female","Low","655011cf71b8b185b7f6cd93",3,3,"Female","High","654108d38225e168af4b1fa0",2,4,"Female","Low","60fe3a34f7f4d5e48ad56af2",1,1,"Female","Low","60928d297fa9f662bf410828",4,3,"Male","Low","63c5c3192e709e19fc67d5dd",0,1,"Male","Low"
"176","R_1QMXVRTOFqsBVbl","564e81fe9b124900107eb109","None",0,0,0,0,1,0,0,1,0,0,102,31,"Male","White or Caucasian","Bachelor’s degree","656e1976418ca63c1a549cb3",3,4,"Female","Low","60fe3ebe79bcffa30c2aef75",3,4,"Female","High","5d79156e0c89aa0001026dc8",1,1,"Male","Low","63e6a210aed5ff20a7f66025",2,4,"Male","High","606f3c95cbb4f981c7a17a9c",4,7,"Male","Low","5a6d3a19e6cc4a0001b6c47a",5,4,"Male","High","656624b0ff00776d2d29d4b5",3,4,"Female","Low","5a9998a14eecca0001dd791e",5,7,"Female","High","6558c5afa08ee83a08287f09",4,1,"Female","High","5a6d3a19e6cc4a0001b6c47a",5,4,"Male","High"
"177","R_3Mu82b7Y0IuPNKg","53a9a1a6fdf99b5cf1a36ee0","E",0,1,0,1,0,1,0,0,0,1,102,30,"Male","Other","Bachelor’s degree","63e6a210aed5ff20a7f66025",2,4,"Male","High","5a6d3a19e6cc4a0001b6c47a",5,4,"Male","High","656e1976418ca63c1a549cb3",3,4,"Female","Low","5a9998a14eecca0001dd791e",5,7,"Female","High","60fe3ebe79bcffa30c2aef75",3,4,"Female","High","606f3c95cbb4f981c7a17a9c",4,7,"Male","Low","656624b0ff00776d2d29d4b5",3,4,"Female","Low","6558c5afa08ee83a08287f09",4,1,"Female","High","5d79156e0c89aa0001026dc8",1,1,"Male","Low","5a6d3a19e6cc4a0001b6c47a",5,4,"Male","High"
"178","R_3fCApXFkOAYL721","5eeaae9d8b89801ce94dc448","None",0,0,1,1,1,0,0,0,0,1,142,32,"Male","White or Caucasian","Bachelor’s degree","5e16bce18dffa0c6f76cda9b",4,2,"Female","Low","63b0953847122ffebd8a5991",2,2,"Female","High","5a9998a14eecca0001dd791e",5,7,"Female","High","654281dc418a3f4f38c24932",6,7,"Male","High","6535874da4c41c6b75cd8645",5,8,"Female","Low","63225b65b2d6e889f7289909",5,2,"Male","Low","6085bb66296b0a411198d8fd",3,0,"Male","Low","645179915e31c1aeb3dc8129",4,2,"Male","High","65417cf270afd2731d6baf38",1,0,"Female","Low","5589c7cefdf99b18bd86cf31",6,8,"Male","Low"
"179","R_Amq2IkmuzDBKZs5","5aec7e89ae13140001fc0cdf","None",1,1,0,0,1,0,0,0,0,1,43,31,"Female","White or Caucasian","Some college, but no degree","64d6c42e2328deb02a2fedb9",4,7,"Female","Low","63bed6e176fba857a47fbaff",8,8,"Female","High","5d83dba73dfcaa0019a3125f",4,6,"Female","Low","612944f9b8a68a69978cf645",7,5,"Male","High","64415cccab771017a37d3d93",7,7,"Male","High","586974bc127d7700018b0e1c",4,6,"Male","High","5d83c1e911cb3a0001570ea4",5,6,"Female","High","5ded9996838b4f45b83bb3f9",3,5,"Female","High","562e4469733ea00005163785",5,6,"Male","High","56f9364e895094000c8f4967",6,8,"Male","High"
"180","R_qJDlaNbBXk3fNlL","6525021661a6306ee204f366","None",0,0,0,0,1,0,0,1,1,1,8,24,"Male","Other","Associates or technical degree","63c32f671ec650018875f3ee",5,5,"Male","High","6439db560a5e06fd3451c47c",3,2,"Male","Low","65683afbf2004647e12d29dc",3,5,"Female","Low","65086108065f757ea3cf2e0c",3,2,"Female","High","6404132ea192589b51692c4a",7,8,"Female","High","6526c3297277ece1f3273549",3,2,"Male","High","5da25f04c8c2de00139ed46b",3,2,"Female","Low","641081a1261eb10752b72497",8,8,"Male","High","5c1655c7ad682500017070d2",4,4,"Male","Low","646ff97937530e7cfc34ae2e",1,4,"Female","Low"
"181","R_3iJCsLHb4OrluKd","5eb17aefc2338227ce362731","E",0,0,0,0,1,0,0,0,0,1,84,37,"Male","White or Caucasian","Bachelor’s degree","5df63faaa98a7a45159a9bba",4,1,"Male","High","5f4966420471864c5533666f",5,4,"Male","Low","656b7ab2b685a43aae816c5e",3,4,"Female","High","6508626da81a2fc20dd4aa54",4,4,"Female","Low","652d6ee4ed1a019d898ce377",2,6,"Male","Low","558ab509fdf99b65685f024e",4,4,"Male","Low","628f700669d5f6e4e33c8d8e",3,3,"Male","Low","638f8a0121203e0ddbf80e02",4,1,"Female","High","61096a016b964e7af149fce3",2,3,"Female","High","6102ced1a983f0479d576146",2,6,"Female","Low"
"182","R_3RdVZxHw7gQHHtY","5bd23f11f8e0680001660e14","E",0,0,1,1,0,0,0,0,0,0,105,26,"Male","White or Caucasian","Bachelor’s degree","5ea340a26c3ed82b0dbd4d9f",4,2,"Female","High","656e0d693b15a086ffcd4148",3,3,"Female","Low","65640c5907bb3c72f8a7609f",6,6,"Female","High","649609322cee8b311a1c3f0f",7,6,"Male","Low","63c5c3192e709e19fc67d5dd",0,1,"Male","Low","65084a7ee95a6be9a789e832",2,4,"Male","Low","640266a614e4080b6cf0deac",3,2,"Male","Low","643edc41faeb4233074d9fce",2,1,"Female","High","5f7e6f9c1212c514f9437e3a",1,3,"Male","High","6562565a6752019f98cf5c76",3,4,"Female","Low"
"183","R_22Vnid3OsY6qSe0","5e6457da6e2ba11d4d2cde13","E",0,0,0,0,0,0,0,0,0,0,29,46,"Male","White or Caucasian","Associates or technical degree","5d0c565f7374b40001cef0f8",2,5,"Female","Low","607c9f94cc974d4ea1dc22c8",1,5,"Male","Low","6516d5862e627be30bea296f",2,4,"Male","High","5dd2f94a238a913096c52317",5,4,"Female","High","62e05742fafd80b3f0c2e20b",2,1,"Male","Low","5f47c8cc5a01ee1f5050804d",4,1,"Female","High","5c1976c90d57c30001b4162c",2,1,"Female","High","63c5c3192e709e19fc67d5dd",0,1,"Male","Low","652d8a4cd08c6435db58fd9b",3,4,"Female","Low","5b26da1934ffd00001b45d8d",3,4,"Male","Low"
"184","R_1KxaFKe8igV14I0","5cfc7489e289a80016b6e29f","E",0,1,1,0,1,1,1,0,0,0,170,28,"Male","White or Caucasian","Bachelor’s degree","5c6c597c42e33400019c72a5",2,3,"Female","Low","6535874da4c41c6b75cd8645",5,8,"Female","Low","6404132ea192589b51692c4a",7,8,"Female","High","5caa9cf483762200161a6986",2,7,"Female","Low","5ed59b175d4222135fddf229",5,8,"Male","High","6564cb5f7d4164d398e8d895",8,8,"Male","Low","65627c72163e4c5a24c985fc",6,7,"Male","Low","643ebf44db98b64228ffb5a1",6,5,"Male","Low","655790bd05279f9c3e10c007",4,3,"Male","High","6554d04c73158a94d70192dd",0,5,"Female","Low"
"185","R_1j7EaVTOlwSzEhm","656cc280a90fb5fecc2b3031","E",0,0,1,0,0,1,0,0,0,1,140,49,"Male","Black or African American","Bachelor’s degree","62b6611f74e3b822f99b90f0",4,5,"Male","High","55b6e53bfdf99b438f10e3bb",2,3,"Male","High","653efdb0f60588dbb6c205cf",5,0,"Male","High","5bf349126f97050001e6a6e6",2,0,"Female","Low","5ee3c01c7247c006e9a3f4fd",2,3,"Female","Low","6569e9a278a24d3828aff150",4,5,"Male","Low","6446f3b2df3f3274b549bec6",2,2,"Female","Low","645ff03216381bea1acfcc03",3,5,"Female","Low","64badb09518eb5b219132eea",2,2,"Male","High","62b146e365eca239ef0dbbfb",6,5,"Female","High"
"186","R_2qlqLtnit61AP2V","63d418203e592f93591ada74","E",0,1,1,0,0,0,0,0,0,0,152,32,"Female","White or Caucasian","Associates or technical degree","5d9be88c195db300128d652a",6,3,"Female","High","5fb9121bc62f406e59c95c81",6,6,"Male","Low","581291fd072c230001933d38",3,6,"Female","High","6522d763603c15fb4b068a2a",5,5,"Female","Low","614e1a28a1851394f80ede61",6,3,"Male","High","5e46aa20caec81000b7d4f93",3,4,"Male","Low","652940613511888d1ad5c864",2,1,"Female","Low","62d61912c1eab298bdc2c642",2,1,"Male","Low","6431cb72bc4aed9f79967c7d",3,4,"Female","High","654e5bcb8cb6aeb8ca9b33a0",8,5,"Male","High"
"187","R_30da7Rd6AejyE02","56caf7b564c068000c4d798a","E",1,1,1,0,1,1,1,1,1,1,103,42,"Female","White or Caucasian","Associates or technical degree","63ecff07b619306f41db42fa",3,5,"Male","Low","6516f5e83d2a0a005a56d55a",4,5,"Female","Low","6567ad4ffa20e5d5b9ce2944",4,4,"Male","Low","63e52076fc677ee3ccce9a4d",5,4,"Female","High","6111a1893c0daa13e23ab15a",8,9,"Male","Low","650b0eb2e8c0266da78521fb",8,8,"Female","High","6109b95a3954ea5afdd7add9",7,9,"Female","High","58a202ac66e4640001c52bfd",4,8,"Male","Low","5c804f4092ad770015846011",5,5,"Female","Low","652c821a3d99a68b56fe9bcb",5,5,"Male","High"
"188","R_22G5Cg1MMLMFZln","63ed708002b97d16026b392e","E",0,0,0,1,0,1,0,0,0,0,96,37,"Male","White or Caucasian","Some college, but no degree","6134d8a566bc3dffe880e879",2,1,"Female","High","5bb9db4a56161d0001006da1",1,3,"Male","Low","63d7b2bf8c384775818d4be0",7,6,"Male","High","655f91264d8805f0077f8252",4,7,"Female","Low","62cbf51439a76e8fccd8a495",0,3,"Female","High","629e2781136f152f6592f171",8,7,"Male","High","630bbdba33a8711f454d81d9",1,2,"Male","Low","5f931063e3ae1f094b740dff",2,1,"Male","High","647dde92d730823a9e5c7f0f",3,2,"Female","High","650f0d7f288f6e42c03c4835",6,6,"Female","High"
"189","R_3DiKTQr2mQzsKK7","569cffa09e8363000c3087cd","None",0,1,1,0,1,0,1,1,0,1,46,29,"Male","White or Caucasian","Bachelor’s degree","5fb33154a2f41ea504c25dcf",2,3,"Male","Low","649609322cee8b311a1c3f0f",7,6,"Male","Low","62c2f70f10a2a5cf48c9ab2f",7,7,"Male","High","5de84ccaeddfc97c4eed1f5d",4,5,"Male","High","656c8a2eba4ac7120453cdaa",5,7,"Female","High","5a9262251eda410001360b2c",4,3,"Female","High","60ff5fb6cbf1bb7de9bf2801",6,8,"Female","Low","6517d7cba42b62b2aef0c44a",5,8,"Male","Low","636148a83d7a7c349bb08436",1,5,"Female","Low","5ce330b9c536f50001104f78",2,6,"Female","Low"
"190","R_DnQO6Z0wGtXdpF7","5ca88c7900dbf0000127c5d5","None",1,0,1,0,1,0,0,0,0,1,76,38,"Male","White or Caucasian","Some college, but no degree","5b6482e9f5bc0a00019fd571",7,9,"Male","Low","572041d6fd3a5200093c1295",1,1,"Female","Low","653681c1d399b35dd1f194ab",6,9,"Female","Low","609449f609ad18c98dba5787",2,5,"Female","Low","610e261185e9ea713c044534",9,7,"Male","Low","5c78b032419dcc0014119082",5,1,"Male","High","65640c5907bb3c72f8a7609f",6,6,"Female","High","5dded5423c870ae417c1a468",2,6,"Male","High","60469275f75cd607f61fb973",0,5,"Male","High","656c8a2eba4ac7120453cdaa",5,7,"Female","High"
"191","R_V41pafj8SkgUkRr","651f06100e2e65e3d03ba613","E",0,1,1,0,0,0,1,1,0,1,175,52,"Female","White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","656cdaba68b29fde6f423183",1,3,"Female","Low","642f3188cc01a6b87e28a081",4,6,"Male","High","656895a927e7b2f8ccd33dbb",4,7,"Female","High","62dc65fdd3bbfeff289f1500",4,3,"Male","High","64413c375a0ded04a4e99a3f",5,4,"Male","Low","60d50ceb7c563c73f91d9ec5",4,4,"Female","High","6102ced1a983f0479d576146",2,6,"Female","Low","5fbd42937610c10b8f1059d4",5,6,"Female","High","6400dcf7361c4d3315b027b4",9,6,"Male","Low","6400e1da013c92ee33537ed8",5,7,"Male","High"
"192","R_2vdZoox5xYICJa9","5e6ec2818808e6486e268039","None",1,0,1,1,0,0,0,1,0,0,175,28,"Female","White or Caucasian","Bachelor’s degree","5fbd42937610c10b8f1059d4",5,6,"Female","High","62dc65fdd3bbfeff289f1500",4,3,"Male","High","656895a927e7b2f8ccd33dbb",4,7,"Female","High","6400e1da013c92ee33537ed8",5,7,"Male","High","642f3188cc01a6b87e28a081",4,6,"Male","High","6102ced1a983f0479d576146",2,6,"Female","Low","656cdaba68b29fde6f423183",1,3,"Female","Low","6400dcf7361c4d3315b027b4",9,6,"Male","Low","60d50ceb7c563c73f91d9ec5",4,4,"Female","High","64413c375a0ded04a4e99a3f",5,4,"Male","Low"
"193","R_2U5wWAiSy9fs3BA","5f30510aa2052d49e527ff5c","E",0,1,0,0,1,0,0,0,0,0,62,26,"Male","Other","Some college, but no degree","64da2707c3e6642220490de0",2,1,"Male","High","5f117601aeef1d5095578b01",4,7,"Female","Low","6454023a00d29eb604027c8f",1,1,"Female","High","6394e32126ebbdc7b10c6748",2,2,"Male","Low","612547f89bad5437aaecfa66",7,7,"Male","High","6334d869011b16ac13de3546",5,1,"Male","High","5d9373b0e04970001ab482da",1,2,"Female","Low","615dd0b0a024ba4f4b4f7c24",6,4,"Female","High","64509bfcd8d8b7e61f801e95",3,1,"Female","Low","5f202731ebb8a92abf3b7268",3,4,"Male","Low"
"194","R_29hoyXrTPH8HRTT","60e9e639ca992b3ffc3dee53","E",0,0,0,0,0,0,0,0,0,0,45,34,"Male","Other","Bachelor’s degree","61509f6eb3a929e50f33ede1",3,5,"Male","High","63bc74f63269af3a7bfcec7c",3,3,"Female","Low","6564a15b2940ef1f1daa20dd",3,6,"Male","Low","61283769a39dd638c256540c",4,3,"Male","Low","5a8f13595292b80001235e09",4,4,"Male","Low","63b82398bbe6a599972413ad",4,6,"Female","Low","6485009845ccd180b889dcb9",3,4,"Female","Low","655a8779b6b320720bad2814",5,3,"Female","High","6428cf95700357ed9473c9a8",0,5,"Female","High","641434b7048c32a4a0961e9a",4,3,"Male","High"
"195","R_24LSfugPYIx8XMO","63d165bb3190f492951fa6ad","None",1,1,1,0,0,1,1,0,0,1,82,34,"Male","White or Caucasian","Bachelor’s degree","572041d6fd3a5200093c1295",1,1,"Female","Low","6555f62f633506d42cf023e6",7,3,"Male","Low","65628f277bcd810f66b36764",4,3,"Female","High","5fa62963d5f64b209953d321",5,6,"Female","Low","5fa62963d5f64b209953d321",5,6,"Female","Low","5ff3dd153986cc9fd8a6ba4f",3,3,"Male","Low","6501bb247a918443bb34fc33",2,3,"Female","Low","5f57620f2095071eaf7a8224",6,6,"Male","High","654e55aaa6d9987cb675cb2c",5,6,"Male","Low","63c5c3192e709e19fc67d5dd",0,1,"Male","Low"
"196","R_22EAiAVXpPawenv","5e38d8e9dc4a340fe4a9dd4e","E",0,0,0,0,0,1,1,0,0,0,117,26,"Male","White or Caucasian","Some college, but no degree","63225b65b2d6e889f7289909",5,2,"Male","Low","63c5c3192e709e19fc67d5dd",0,1,"Male","Low","656b6e1fe07ae01094b87cda",5,3,"Female","Low","6558c5afa08ee83a08287f09",4,1,"Female","High","5c1980c24a03080001139d5a",2,1,"Male","Low","610a81561cb8c17ebce209b3",5,8,"Male","Low","6535874da4c41c6b75cd8645",5,8,"Female","Low","5ccf87bfb46c7000010d8428",4,3,"Male","Low","65344ec64854d12a1baf93d6",1,2,"Female","High","5d82be0cf45ead000150f026",2,1,"Female","High"
"197","R_2asiuVXJtvX7fFs","6174172f47b271984e0a31c6","E",1,1,0,0,0,0,0,0,1,1,98,52,"Female","White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","654b9e50dc38506c10831a0b",7,6,"Male","High","646d3710dea5554a4b83d2a2",10,7,"Male","High","65329f9f32a6d18b78fea874",6,5,"Male","Low","655e0bb280cc9051e9e53b34",7,5,"Female","High","636148a83d7a7c349bb08436",1,5,"Female","Low","5d83c1e911cb3a0001570ea4",5,6,"Female","High","655b6d4f57ae1636c0b4f647",8,7,"Female","High","609449f609ad18c98dba5787",2,5,"Female","Low","5ee1be444c9d75206ce5aa92",5,5,"Male","Low","6550db1f1f5362bee121a572",6,5,"Male","Low"
"198","R_1M5JLpe0H3oJlcs","5f5ce7f940a2614f6cb6e747","None",0,0,0,1,1,0,0,1,1,0,237,37,"Female","White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","5f4d3551f958ee9c51b2d54a",0,2,"Female","High","6518cf249463264599a7918d",2,3,"Female","Low","60fb534aa3d839c152fa8f36",3,4,"Male","Low","6528a168c7ede92daf23b08a",4,2,"Female","High","6508626da81a2fc20dd4aa54",4,4,"Female","Low","63f477547d2302b4346299f4",2,3,"Male","Low","6394e32126ebbdc7b10c6748",2,2,"Male","Low","643ebf44db98b64228ffb5a1",6,5,"Male","Low","5fa07feab55a2a0cb4811aec",3,5,"Female","Low","6564cc28c3224c4a8984d793",7,2,"Male","Low"
"199","R_33ja7NNGV5BAyeJ","5e4f1b00508a16000b0978ff","E",1,0,0,0,0,0,0,1,0,0,9,33,"Female","White or Caucasian","Bachelor’s degree","5bc9f8b677740000016a08b5",9,8,"Female","High","63fb4b7f05faed13656528f0",1,7,"Male","Low","650072ae8de93bfe76ee318d",4,2,"Male","High","65620162ac816ef126ac0ecb",6,3,"Male","High","6518cf249463264599a7918d",2,3,"Female","Low","5f4d3551f958ee9c51b2d54a",0,2,"Female","High","63d176dbaef5e7827cd86954",4,5,"Female","Low","655f5dd0eb19818ca157ad77",8,8,"Male","High","5e09ffd8fa3d102a583771c1",3,7,"Female","High","6400e3697879c55c323f34d0",5,5,"Male","High"
"200","R_1mkFI8yQbkqg0W1","65508db3cad84554a8683b72","None",0,0,0,0,0,0,0,0,0,0,156,24,"Male","Asian","Bachelor’s degree","656b6e1fe07ae01094b87cda",5,3,"Female","Low","65304dd0cfbead1c3e3174b1",4,6,"Male","High","656c29aa6d8a2bdfd346239b",4,2,"Female","High","655790bd05279f9c3e10c007",4,3,"Male","High","633f4f203450d46b01e3d16b",5,2,"Male","High","5f4966420471864c5533666f",5,4,"Male","Low","645179915e31c1aeb3dc8129",4,2,"Male","High","5c3c4726e8da5300012422c1",6,6,"Female","Low","654a9be87e185971ccfbe5df",1,2,"Female","High","5ef4d8b87faaa00c0dea0c4e",5,4,"Female","High"
"201","R_DNOKOQbgi9QWw93","655f97aac0cbcc585c715022","E",0,0,1,0,1,1,0,0,0,0,145,69,"Female","Other","Some college, but no degree","64d5323f567c88a7df95b47a",3,4,"Male","High","5d1283351716480017019be7",5,6,"Female","Low","654b9e50dc38506c10831a0b",7,6,"Male","High","655e2fc2216f481406e1fcb2",2,4,"Female","Low","56f9364e895094000c8f4967",6,8,"Male","High","63bed6e176fba857a47fbaff",8,8,"Female","High","5f202731ebb8a92abf3b7268",3,4,"Male","Low","612039d9400fae9545b3c5a8",5,5,"Male","High","5b9efb73d1ff7a00013bfe84",2,5,"Female","High","653555db179dc4e859ef43fb",3,4,"Female","Low"
"202","R_1exDhJKzLCQWOyu","5a233c5d7413810001521d8f","E",0,0,0,1,0,0,0,1,0,0,74,33,"Male","White or Caucasian","Bachelor’s degree","62b146e365eca239ef0dbbfb",6,5,"Female","High","63da9470c3ccb842dd565745",5,5,"Male","High","652c821a3d99a68b56fe9bcb",5,5,"Male","High","612547f89bad5437aaecfa66",7,7,"Male","High","656374c13999ef1271a18b02",5,5,"Female","High","5feb8ceb559f43c870488b51",6,5,"Male","High","64f4ffad72a823ca4a654585",4,5,"Female","Low","6553a1d1ca63d5c0ea71a758",5,7,"Female","High","5995be89f9db7d0001895993",1,5,"Female","Low","5ecaf0fa5c1f7f6599d959ff",4,5,"Male","Low"
"203","R_PBQOMQF8e4Xrw0F","616829d7504e0346ff2b51df","None",0,0,0,0,0,0,0,0,1,0,121,26,"Female","White or Caucasian","Associates or technical degree","644e80f65a5c0e0d2f9a433b",5,3,"Male","High","6428cf95700357ed9473c9a8",0,5,"Female","High","643ebf44db98b64228ffb5a1",6,5,"Male","Low","5f0a1eda5ca59d0e64a83bb9",3,5,"Female","High","65649e26fc062fd174f780eb",5,5,"Female","High","64da2707c3e6642220490de0",2,1,"Male","High","63d41c2627381fc53af61e58",3,1,"Female","High","65382bd75cef4070421e08e3",6,5,"Male","Low","652c821a3d99a68b56fe9bcb",5,5,"Male","High","5cb2e89bc29be80001b13ed6",3,3,"Female","Low"
"204","R_UfNtrx8AHqvgiSR","5d14c08b63f5660018e9c499","None",0,1,1,0,0,1,1,0,0,0,149,49,"Male","White or Caucasian","High school diploma or GED","653e815427effbcf60fd50e5",3,1,"Male","High","5fb33154a2f41ea504c25dcf",2,3,"Male","Low","5623f6afed6e5a000bc7f219",2,2,"Male","Low","5c58fdd6fa9e940001080c18",4,3,"Female","High","5fd18d125e1f92195b1717bc",2,3,"Male","Low","6134d8a566bc3dffe880e879",2,1,"Female","High","5bcbd66377740000016a64b0",3,2,"Female","High","6159d4026fd4e22c9f1179c1",2,3,"Female","Low","5d83c1e911cb3a0001570ea4",5,6,"Female","High","562e4469733ea00005163785",5,6,"Male","High"
"205","R_2RNSr6OiJWM5Lq9","6543acd64f1fd45a0bfa264f","None",0,0,1,1,1,0,0,1,0,0,25,34,"Male","White or Caucasian","Some college, but no degree","656c9c1da68a2c317817ce01",4,4,"Female","Low","65352d870dfbcccbe48634fe",3,2,"Female","High","6404132ea192589b51692c4a",7,8,"Female","High","64014e60aa3da4437a518c64",2,6,"Male","Low","5589c7cefdf99b18bd86cf31",6,8,"Male","Low","558ab509fdf99b65685f024e",4,4,"Male","Low","6111a61a1f00387413cc1321",2,4,"Female","Low","5ebb4e079797f9127c0f03ab",6,6,"Female","Low","6328caf907eb4c31a55028cf",3,2,"Male","High","6525a87886c97615b6991402",4,4,"Male","High"
