"","Target","Advice","Condition","GiverID","GiverGender","intChoice","Treatment","Score","ExpectedBonus"
"1610","5dc47ddd034b45342d3b2e3a",0,"E","6629920559f588974e54c73c","Female",0,"Low",5,0.2
"1611","5dc47ddd034b45342d3b2e3a",1,"None","65b3d92ec18ba703e17977b5","Male",0,"Low",5,0
"1612","5dc47ddd034b45342d3b2e3a",0,"None","663fde3e73659900df145c7a","Female",0,"Low",5,0.2
"1613","5dc47ddd034b45342d3b2e3a",0,"E","5ca54993e706a40016359096","Male",0,"Low",5,0.2
"1614","5dc47ddd034b45342d3b2e3a",0,"E","661117e7d679b78be42048d7","Female",0,"Low",5,0.2
"1615","5dc47ddd034b45342d3b2e3a",0,"None","66293ae63c9cc1e48e88d67c","Female",0,"Low",5,0.2
"1616","5dc47ddd034b45342d3b2e3a",0,"None","65655de83d1d53cd53c50078","Female",0,"Low",5,0.2
"1617","5dc47ddd034b45342d3b2e3a",0,"E","5c32e9588573070001641744","Male",0,"Low",5,0.2
"1618","5dc47ddd034b45342d3b2e3a",0,"E","651d7361e8db78894f7b95cd","Male",0,"Low",5,0.2
"1619","5dc47ddd034b45342d3b2e3a",1,"E","6609874e7da5894684b9518a","Female",0,"Low",5,0
"1620","5dc47ddd034b45342d3b2e3a",0,"E","6646dff1f5a20c5a4a784572","Female",0,"Low",5,0.2
"1621","5dc47ddd034b45342d3b2e3a",1,"None","662b9fe71356584e49abbfce","Male",0,"Low",5,0
"1622","5dc47ddd034b45342d3b2e3a",0,"E","60d5c363dd49bcb80e528806","Female",0,"Low",5,0.2
"1623","5dc47ddd034b45342d3b2e3a",1,"E","663526abe976f2000dc79467","Male",0,"Low",5,0
"1624","5dc47ddd034b45342d3b2e3a",0,"E","647f723d5685c627c1827a53","Female",0,"Low",5,0.2
"1625","5dc47ddd034b45342d3b2e3a",0,"E","663fb18fe5319431ffed06b0","Female",0,"Low",5,0.2
"1626","5dc47ddd034b45342d3b2e3a",0,"None","5d093f05c79e5a0016796b18","Male",0,"Low",5,0.2
"1627","5dc47ddd034b45342d3b2e3a",0,"None","63fa78f21e485a372c6528fa","Male",0,"Low",5,0.2
"1628","5dc47ddd034b45342d3b2e3a",0,"E","66277673bef725be86e38ffe","Female",0,"Low",5,0.2
"1629","5dc592c6aa431440aa755d5b",0,"None","636baffe0648f44e258655a2","Male",1,"High",5,0.2
"1630","5dc592c6aa431440aa755d5b",0,"E","6632dfe97b497b79ca14e2b1","Female",1,"High",5,0.2
"1631","5dc592c6aa431440aa755d5b",0,"E","5bea20805b7ff700013c88f3","Male",1,"High",5,0.2
"1632","5dc592c6aa431440aa755d5b",0,"E","66463af0a254385417766539","Female",1,"High",5,0.2
"1633","5dc592c6aa431440aa755d5b",1,"None","6073765ad2cf968269c6775f","Male",1,"High",5,0
"1634","5dc592c6aa431440aa755d5b",1,"E","663e596f45fc46faba11e37d","Male",1,"High",5,0
"1635","5dc592c6aa431440aa755d5b",1,"None","66304e1cd2744501b2b2da4a","Male",1,"High",5,0
"1636","5dc592c6aa431440aa755d5b",1,"None","5bdbabb5712eb800010cbc9a","Female",1,"High",5,0
"1637","5dc592c6aa431440aa755d5b",0,"E","6088df65082079cf2fdaa75a","Male",1,"High",5,0.2
"1638","5dc592c6aa431440aa755d5b",1,"E","6631ac0d496a0b2457488118","Female",1,"High",5,0
"1639","5dc592c6aa431440aa755d5b",0,"None","65327a954fb10f7a6e444ae6","Female",1,"High",5,0.2
"1640","5dc592c6aa431440aa755d5b",1,"None","663ce4e0481cec08d00ab105","Male",1,"High",5,0
"1641","5dc592c6aa431440aa755d5b",1,"None","5ec738ce3c7fd317a72dcfe6","Male",1,"High",5,0
"1642","5dc592c6aa431440aa755d5b",0,"E","664273bd6b2b677499d5d52c","Male",1,"High",5,0.2
"1643","5dc592c6aa431440aa755d5b",1,"None","660354f104ba1b0a9c15ff1e","Female",1,"High",5,0
"1644","5dc592c6aa431440aa755d5b",0,"E","5f6659d736892322b853d16e","Male",1,"High",5,0.2
"1645","5dc592c6aa431440aa755d5b",0,"E","66102810a75b88690a6a4316","Male",1,"High",5,0.2
"1646","5dc592c6aa431440aa755d5b",0,"None","66240f705ac353a0bb928773","Female",1,"High",5,0.2
"1647","5dc592c6aa431440aa755d5b",0,"E","662a96733dfda240305aa06d","Male",1,"High",5,0.2
"1648","5dc592c6aa431440aa755d5b",1,"None","663f6cbf9167b22485df2fe1","Female",1,"High",5,0
"1649","5dc592c6aa431440aa755d5b",0,"E","6642293c32d10651e2fb5184","Female",1,"High",5,0.2
"1650","5dc592c6aa431440aa755d5b",0,"E","63f8e18b5176d042dd67f01c","Male",1,"High",5,0.2
"1651","5dc592c6aa431440aa755d5b",0,"None","663e26ccdbc470527165388b","Female",1,"High",5,0.2
"1652","5dc592c6aa431440aa755d5b",0,"None","6643ba992714cc13d29bc1e5","Female",1,"High",5,0.2
"1653","5dc592c6aa431440aa755d5b",0,"None","5ec189f03d870d5ba617fcc4","Female",1,"High",5,0.2
"1654","5dc592c6aa431440aa755d5b",0,"None","63239f94b13228f09348c943","Male",1,"High",5,0.2
"1655","5dc592c6aa431440aa755d5b",0,"None","66362c599c58570d437989ca","Male",1,"High",5,0.2
"1656","5dc592c6aa431440aa755d5b",0,"E","6431fa7dd113eda38603cabc","Male",1,"High",5,0.2
"1657","5dc592c6aa431440aa755d5b",1,"None","6633923675b4c462354e3101","Female",1,"High",5,0
"1658","5dc592c6aa431440aa755d5b",0,"None","66266b2132fdc1414ff343f7","Female",1,"High",5,0.2
"1659","5dc592c6aa431440aa755d5b",0,"None","66343bc1b0606dd38f25a311","Female",1,"High",5,0.2
"1660","5dc592c6aa431440aa755d5b",0,"None","65c3fb2cb3ed095bcf39ae5a","Female",1,"High",5,0.2
"1661","5dc592c6aa431440aa755d5b",1,"None","66415b059a13afd1208cbce4","Female",1,"High",5,0
"1662","5dc592c6aa431440aa755d5b",0,"E","66316fe098d7652bfabc67b2","Male",1,"High",5,0.2
"1663","5dc592c6aa431440aa755d5b",0,"None","5d23fdc64d4283001b291f54","Male",1,"High",5,0.2
"1664","5dc592c6aa431440aa755d5b",0,"E","6061fff2c21e787791b1d052","Female",1,"High",5,0.2
"1665","5dc592c6aa431440aa755d5b",1,"None","638a645e5884e00e5cd1bfa7","Female",1,"High",5,0
"1666","5dc592c6aa431440aa755d5b",0,"None","65dfbfcbf70fbc2abebd92b9","Female",1,"High",5,0.2
"1667","5dc592c6aa431440aa755d5b",1,"None","663e40b2cde275f481d5c58b","Female",1,"High",5,0
"1668","5dc592c6aa431440aa755d5b",0,"E","608cc945d87a9e15dcf958a5","Male",1,"High",5,0.2
"1669","5dc592c6aa431440aa755d5b",0,"None","65cd505d9ba7450b9be3d6f7","Female",1,"High",5,0.2
"1670","5dc592c6aa431440aa755d5b",0,"E","66277673bef725be86e38ffe","Female",1,"High",5,0.2
"1671","5dc592c6aa431440aa755d5b",0,"E","663ae47e103073abf50ca020","Female",1,"High",5,0.2
"1672","5dc592c6aa431440aa755d5b",0,"None","5cc8039e3ef93000171c96b8","Male",1,"High",5,0.2
"1673","5dc592c6aa431440aa755d5b",0,"None","65a6be61ac970b4442c15790","Female",1,"High",5,0.2
"1674","5dc592c6aa431440aa755d5b",1,"None","5ff75ae6306c943f48f341a6","Female",1,"High",5,0
"1675","5dc592c6aa431440aa755d5b",0,"None","6615408c4d7b590a0c2c5679","Male",1,"High",5,0.2
"1676","5dc592c6aa431440aa755d5b",0,"E","65a3d56d9a411183fafbbf93","Female",1,"High",5,0.2
"1677","5dc592c6aa431440aa755d5b",1,"None","6498cab408cf806c2e819ef7","Female",1,"High",5,0
"1678","5dc592c6aa431440aa755d5b",0,"E","6268a3f5379f921275a284f1","Female",1,"High",5,0.2
"1679","5dc592c6aa431440aa755d5b",0,"None","5d7cefc73f9ae70018b400f1","Male",1,"High",5,0.2
"1680","5dc592c6aa431440aa755d5b",0,"E","5ea7514665002511e3b2da95","Male",1,"High",5,0.2
"1681","5dc592c6aa431440aa755d5b",0,"E","66464516e981d84abaedd8b8","Female",1,"High",5,0.2
"1682","5dc592c6aa431440aa755d5b",0,"None","662aa5b5788dd10a3a8a8a67","Female",1,"High",5,0.2
"1683","5dd31d3216d10c341d2d2c7e",0,"E","5aeb33dc329e250001c1f9c3","Female",0,"Low",7,0.2
"1684","5dd31d3216d10c341d2d2c7e",1,"None","6638bde2d67a5105adb43510","Female",0,"Low",7,0.4
"1685","5dd31d3216d10c341d2d2c7e",1,"None","65c110cf2ace1dacd58ce071","Female",0,"Low",7,0.4
"1686","5dd31d3216d10c341d2d2c7e",1,"None","6601a1251731342a7891c4f1","Male",0,"Low",7,0.4
"1687","5dd31d3216d10c341d2d2c7e",1,"None","6631149a03a3ef85c0338990","Other",0,"Low",7,0.4
"1688","5dd31d3216d10c341d2d2c7e",1,"E","60887a654f55f863e95ca944","Female",0,"Low",7,0.4
"1689","5dd31d3216d10c341d2d2c7e",0,"None","5b046fa4f5cda100015c9645","Male",0,"Low",7,0.2
"1690","5dd31d3216d10c341d2d2c7e",1,"None","5f9556e826384e3aaa4f0f01","Male",0,"Low",7,0.4
"1691","5dd31d3216d10c341d2d2c7e",1,"E","65f0f44f1cae5992a2cc2c8b","Male",0,"Low",7,0.4
"1692","5dd31d3216d10c341d2d2c7e",1,"None","66303e673635423378ae6ac3","Female",0,"Low",7,0.4
"1693","5dd31d3216d10c341d2d2c7e",1,"None","5cc8039e3ef93000171c96b8","Male",0,"Low",7,0.4
"1694","5dd31d3216d10c341d2d2c7e",1,"E","5e58888641c3660a306c9c3f","Female",0,"Low",7,0.4
"1695","5dd31d3216d10c341d2d2c7e",1,"None","66315abc2a4f766029ad73c9","Female",0,"Low",7,0.4
"1696","5dd31d3216d10c341d2d2c7e",1,"None","627fcb5e4e39675ff8d66061","Male",0,"Low",7,0.4
"1697","5dd31d3216d10c341d2d2c7e",0,"None","664631fc8b6374dea500be09","Female",0,"Low",7,0.2
"1698","5dd31d3216d10c341d2d2c7e",0,"E","663634ec4d9243650a85cb12","Male",0,"Low",7,0.2
"1699","5dd31d3216d10c341d2d2c7e",1,"None","6632ec78e5a87ca88c795158","Male",0,"Low",7,0.4
"1700","5dd31d3216d10c341d2d2c7e",1,"None","664600659955d0c027c5dc06","Female",0,"Low",7,0.4
"1701","5dd31d3216d10c341d2d2c7e",0,"E","65f24955e6ae4b70b05dd02c","Male",0,"Low",7,0.2
"1702","5dd31d3216d10c341d2d2c7e",1,"None","660f2fbd807c8d51f0673ec5","Male",0,"Low",7,0.4
"1703","5dd31d3216d10c341d2d2c7e",1,"None","663bea630d3b45b260478da3","Male",0,"Low",7,0.4
"1704","5dd31d3216d10c341d2d2c7e",1,"None","65f32ed406eb77f36d71db53","Female",0,"Low",7,0.4
"1705","5dd31d3216d10c341d2d2c7e",1,"E","5bd7971b0aac450001f951aa","Female",0,"Low",7,0.4
"1706","5dd31d3216d10c341d2d2c7e",1,"None","663280033a30e30383a6a5e9","Male",0,"Low",7,0.4
"1707","5dd31d3216d10c341d2d2c7e",0,"E","5e48cc0fe4317f3670ce90dd","Female",0,"Low",7,0.2
"1708","5dd31d3216d10c341d2d2c7e",1,"E","659d38892b9174e962bbdb4c","Female",0,"Low",7,0.4
"1709","5dd31d3216d10c341d2d2c7e",0,"E","6643ad7ce9a4f6bd109525bc","Female",0,"Low",7,0.2
"1710","5dd31d3216d10c341d2d2c7e",1,"E","6636f07a53507c7f1fd12d21","Female",0,"Low",7,0.4
"1711","5dd31d3216d10c341d2d2c7e",1,"None","574821d57fd0ec0006b6270c","Female",0,"Low",7,0.4
"1712","5dd31d3216d10c341d2d2c7e",0,"None","65778c02cde55736bb830eca","Female",0,"Low",7,0.2
"1713","5dd31d3216d10c341d2d2c7e",1,"E","610008383c0a128712403745","Female",0,"Low",7,0.4
"1714","5dd31d3216d10c341d2d2c7e",1,"None","66293a3bac9b03d00e8a57e0","Female",0,"Low",7,0.4
"1715","5dd31d3216d10c341d2d2c7e",1,"E","66313a1d5b7e48589182d3c9","Male",0,"Low",7,0.4
"1716","5dd31d3216d10c341d2d2c7e",1,"None","6637b096d7435d947e0826ca","Female",0,"Low",7,0.4
"1717","5dd31d3216d10c341d2d2c7e",1,"None","662939026740389d07b16f23","Male",0,"Low",7,0.4
"1718","5dd31d3216d10c341d2d2c7e",1,"E","5bc7f99921cddc0001a2d115","Female",0,"Low",7,0.4
"1719","5dd31d3216d10c341d2d2c7e",1,"E","5d30eee5e7ca2e001bd4091b","Female",0,"Low",7,0.4
"1720","5dd31d3216d10c341d2d2c7e",1,"None","663804e471e1f24ecc0c756f","Male",0,"Low",7,0.4
"1721","5dd31d3216d10c341d2d2c7e",1,"None","5e67fe18d9ea830a49772a67","Female",0,"Low",7,0.4
"1722","5dd31d3216d10c341d2d2c7e",1,"None","663133691df4d202fc38a997","Male",0,"Low",7,0.4
"1723","5dd31d3216d10c341d2d2c7e",1,"E","663a347fa07faac20c7d0732","Female",0,"Low",7,0.4
"1724","5dd31d3216d10c341d2d2c7e",1,"None","61006ac5b3bd67e87ef4a9fc","Female",0,"Low",7,0.4
"1725","5dd31d3216d10c341d2d2c7e",1,"None","65fa0f069778c757ccaa9d58","Male",0,"Low",7,0.4
"1726","5dd6e8e3e426bd67d5b1c7e0",1,"None","663e26ccdbc470527165388b","Female",1,"High",7,0.4
"1727","5dd6e8e3e426bd67d5b1c7e0",1,"E","565bbc1ec121fe0012fc3782","Female",1,"High",7,0.4
"1728","5dd6e8e3e426bd67d5b1c7e0",1,"E","663d22e0c70d47cce2f8288f","Female",1,"High",7,0.4
"1729","5dd6e8e3e426bd67d5b1c7e0",0,"E","63bbcc34e88bb71a8739e9e4","Male",1,"High",7,0.2
"1730","5dd6e8e3e426bd67d5b1c7e0",1,"E","652825dde1285b06774a0ccf","Male",1,"High",7,0.4
"1731","5dd6e8e3e426bd67d5b1c7e0",1,"None","66362c599c58570d437989ca","Male",1,"High",7,0.4
"1732","5dd6e8e3e426bd67d5b1c7e0",1,"None","6644d9c42275eb9ded2fcef1","Female",1,"High",7,0.4
"1733","5dd6e8e3e426bd67d5b1c7e0",1,"E","6633dba8862600852c44971e","Male",1,"High",7,0.4
"1734","5dd6e8e3e426bd67d5b1c7e0",1,"E","5fb156d6e16ee65ed2558d7c","Male",1,"High",7,0.4
"1735","5dd6e8e3e426bd67d5b1c7e0",0,"None","66326c4f8144757b6bc16e34","Female",1,"High",7,0.2
"1736","5dd6e8e3e426bd67d5b1c7e0",0,"None","6613fe735b988448dd595b6d","Male",1,"High",7,0.2
"1737","5dd6e8e3e426bd67d5b1c7e0",1,"None","64a817b8fc791ab9252ad87e","Female",1,"High",7,0.4
"1738","5dd6e8e3e426bd67d5b1c7e0",1,"None","65f3fed8b5fa898f0238394d","Male",1,"High",7,0.4
"1739","5dd6e8e3e426bd67d5b1c7e0",1,"E","6641af97ce9ca0d0d9bf2c92","Male",1,"High",7,0.4
"1740","5dd6e8e3e426bd67d5b1c7e0",1,"E","628f827eeb876ed2617881e7","Male",1,"High",7,0.4
"1741","5dd6e8e3e426bd67d5b1c7e0",1,"E","66201d0846aea327b3a3facb","Female",1,"High",7,0.4
"1742","5dd6e8e3e426bd67d5b1c7e0",1,"None","664615ec84202492eea10ff1","Female",1,"High",7,0.4
"1743","5dd6e8e3e426bd67d5b1c7e0",1,"None","6637b096d7435d947e0826ca","Female",1,"High",7,0.4
"1744","5dd6e8e3e426bd67d5b1c7e0",0,"E","5e2bc60977d2c7208b30a554","Male",1,"High",7,0.2
"1745","5dd6e8e3e426bd67d5b1c7e0",1,"None","65c110cf2ace1dacd58ce071","Female",1,"High",7,0.4
"1746","5dd6e8e3e426bd67d5b1c7e0",1,"E","652c2417b4b8e1888eac80f1","Female",1,"High",7,0.4
"1747","5dd6e8e3e426bd67d5b1c7e0",1,"E","6631185d17f78b1877ba88cb","Female",1,"High",7,0.4
"1748","5dd6e8e3e426bd67d5b1c7e0",1,"None","663bed1750f26c425d62f57e","Male",1,"High",7,0.4
"1749","5dd6e8e3e426bd67d5b1c7e0",1,"None","655f9580ccb3840f6a221366","Female",1,"High",7,0.4
"1750","5dd6e8e3e426bd67d5b1c7e0",0,"E","65f2b68657e213cc7cb1ca54","Male",1,"High",7,0.2
"1751","5dd6e8e3e426bd67d5b1c7e0",1,"None","629082739390703f993b12bd","Male",1,"High",7,0.4
"1752","5dd6e8e3e426bd67d5b1c7e0",0,"E","664608745a10029c9f406dc3","Male",1,"High",7,0.2
"1753","5dd6e8e3e426bd67d5b1c7e0",1,"E","65cbddd004c5b6b8a1e6e7eb","Female",1,"High",7,0.4
"1754","5dd6e8e3e426bd67d5b1c7e0",1,"None","61006ac5b3bd67e87ef4a9fc","Female",1,"High",7,0.4
"1755","5dd6e8e3e426bd67d5b1c7e0",1,"E","58269803c297cc0001f2d9f9","Female",1,"High",7,0.4
"1756","5dd6e8e3e426bd67d5b1c7e0",1,"None","66303e673635423378ae6ac3","Female",1,"High",7,0.4
"1757","5dd6e8e3e426bd67d5b1c7e0",1,"None","66294820094a5ca5b9083534","Male",1,"High",7,0.4
"1758","5dd6e8e3e426bd67d5b1c7e0",1,"None","6557311b0fd795ca70b212cc","Male",1,"High",7,0.4
"1759","5dd6e8e3e426bd67d5b1c7e0",1,"E","6633b252f18033398ce9a02c","Female",1,"High",7,0.4
"1760","5dd6e8e3e426bd67d5b1c7e0",1,"E","63addea191535251fd367308","Male",1,"High",7,0.4
"1761","5dd6e8e3e426bd67d5b1c7e0",1,"None","6632ced359cdfc2dc02d07d5","Male",1,"High",7,0.4
"1762","5dd6e8e3e426bd67d5b1c7e0",1,"None","66076c8c9148c021601ece5d","Male",1,"High",7,0.4
"1763","5dd6e8e3e426bd67d5b1c7e0",1,"None","5f13b237c08bc13e4ef2e760","Female",1,"High",7,0.4
"1764","5dd6e8e3e426bd67d5b1c7e0",1,"E","6632e71b65934c5810fb2eff","Female",1,"High",7,0.4
"1765","5dd6e8e3e426bd67d5b1c7e0",0,"None","65db5f34c360dbd90636be79","Female",1,"High",7,0.2
"1766","5dd6e8e3e426bd67d5b1c7e0",1,"E","6636383570dd554cfbafac72","Female",1,"High",7,0.4
"1767","5dd6e8e3e426bd67d5b1c7e0",1,"E","66293918170f505705d48a65","Male",1,"High",7,0.4
"1768","5dd6e8e3e426bd67d5b1c7e0",1,"E","66351d227535db797d4d630b","Female",1,"High",7,0.4
"1769","5deadb731aaabf212ed16016",1,"E","66147bc0ec49d5cef747dcd2","Female",0,"Low",7,0.4
"1770","5deadb731aaabf212ed16016",1,"None","5b78542ef642ed0001517ca0","Female",0,"Low",7,0.4
"1771","5deadb731aaabf212ed16016",1,"E","663a6ac9449bf916cab3791d","Female",0,"Low",7,0.4
"1772","5deadb731aaabf212ed16016",1,"None","6630da66ecc00f81e26c343e","Female",0,"Low",7,0.4
"1773","5deadb731aaabf212ed16016",1,"E","653159b776e14d9172042058","Male",0,"Low",7,0.4
"1774","5deadb731aaabf212ed16016",0,"E","5bea20805b7ff700013c88f3","Male",0,"Low",7,0.2
"1775","5deadb731aaabf212ed16016",1,"E","66102810a75b88690a6a4316","Male",0,"Low",7,0.4
"1776","5deadb731aaabf212ed16016",0,"E","60d1129ad29dbe85a59b9c4a","Male",0,"Low",7,0.2
"1777","5deadb731aaabf212ed16016",1,"E","662464906fcffd4b73ca8eeb","Female",0,"Low",7,0.4
"1778","5deadb731aaabf212ed16016",1,"None","60bd88b8fc436774352f53b9","Female",0,"Low",7,0.4
"1779","5deadb731aaabf212ed16016",1,"E","5fadd05e7543de1ee549773d","Female",0,"Low",7,0.4
"1780","5deadb731aaabf212ed16016",1,"E","5e58888641c3660a306c9c3f","Female",0,"Low",7,0.4
"1781","5deadb731aaabf212ed16016",0,"E","663a96f1628a39878a9f67b2","Female",0,"Low",7,0.2
"1782","5deadb731aaabf212ed16016",1,"None","5b64848c59a7b80001a62be0","Other",0,"Low",7,0.4
"1783","5deadb731aaabf212ed16016",1,"E","5a2ddcfde1a26800016bbe2c","Female",0,"Low",7,0.4
"1784","5deadb731aaabf212ed16016",0,"E","5de197e923a5111f4fda41de","Male",0,"Low",7,0.2
"1785","5deadb731aaabf212ed16016",1,"None","65e7dfbd3d66de772d03958f","Male",0,"Low",7,0.4
"1786","5deadb731aaabf212ed16016",1,"E","61037401e19af28ef3beb85b","Female",0,"Low",7,0.4
"1787","5deadb731aaabf212ed16016",1,"E","63d7c8b24017a56bcc3affe2","Female",0,"Low",7,0.4
"1788","5deadb731aaabf212ed16016",1,"None","66343bc1b0606dd38f25a311","Female",0,"Low",7,0.4
"1789","5deadb731aaabf212ed16016",1,"None","662a7bad22f9c62510da0348","Male",0,"Low",7,0.4
"1790","5deadb731aaabf212ed16016",1,"None","663155927c57cad7446ba8bb","Female",0,"Low",7,0.4
"1791","5deadb731aaabf212ed16016",1,"None","63435b0e693985ffea7d8767","Male",0,"Low",7,0.4
"1792","5deadb731aaabf212ed16016",1,"None","66156152af10f815896db0de","Male",0,"Low",7,0.4
"1793","5deadb731aaabf212ed16016",1,"None","65c110cf2ace1dacd58ce071","Female",0,"Low",7,0.4
"1794","5deadb731aaabf212ed16016",1,"None","66220420547cfc19fc27fb55","Female",0,"Low",7,0.4
"1795","5deadb731aaabf212ed16016",1,"None","6112bf5bd0c80ee5f2d67bbe","Female",0,"Low",7,0.4
"1796","5deadb731aaabf212ed16016",0,"None","661c00717f3c9c81c132d2b0","Male",0,"Low",7,0.2
"1797","5deadb731aaabf212ed16016",1,"E","5d54293959f4b10001686583","Female",0,"Low",7,0.4
"1798","5deadb731aaabf212ed16016",0,"None","60270b1e704fd249e21b0ae2","Male",0,"Low",7,0.2
"1799","5deadb731aaabf212ed16016",1,"None","63be6aae1b65a42e794770ee","Male",0,"Low",7,0.4
"1800","5deadb731aaabf212ed16016",1,"E","5ba8735b38803d000126eda3","Female",0,"Low",7,0.4
"1801","5deadb731aaabf212ed16016",0,"E","65d52f9d73f681d2d35ebbfc","Female",0,"Low",7,0.2
"1802","5deadb731aaabf212ed16016",1,"None","5dedec3919398a49e1133b0d","Female",0,"Low",7,0.4
"1803","5deadb731aaabf212ed16016",0,"None","65327a954fb10f7a6e444ae6","Female",0,"Low",7,0.2
"1804","5deadb731aaabf212ed16016",1,"E","662c299e6db88649ff13ccae","Female",0,"Low",7,0.4
"1805","5deadb731aaabf212ed16016",1,"None","6631e17ed8d571e1ac67db5d","Male",0,"Low",7,0.4
"1806","5deadb731aaabf212ed16016",1,"None","663289d2ea60c60d5f0b83b3","Female",0,"Low",7,0.4
"1807","5deadb731aaabf212ed16016",1,"E","653feb348f4df4e625de5909","Female",0,"Low",7,0.4
"1808","5deadb731aaabf212ed16016",1,"E","663a347fa07faac20c7d0732","Female",0,"Low",7,0.4
"1809","5deadb731aaabf212ed16016",1,"E","65cf731bd2a5f24937b01f30","Male",0,"Low",7,0.4
"1810","5deadb731aaabf212ed16016",1,"None","6643ba417ef3ff7c9d9aa7da","Female",0,"Low",7,0.4
"1811","5deadb731aaabf212ed16016",1,"None","662954f2cb1bde784c9a4ad4","Male",0,"Low",7,0.4
"1812","5deadb731aaabf212ed16016",1,"E","5e71037dea647c000ac49f12","Male",0,"Low",7,0.4
"1813","5deadb731aaabf212ed16016",1,"None","66338ea47f6b47399eb188ca","Female",0,"Low",7,0.4
"1814","5deadb731aaabf212ed16016",1,"None","5ec738ce3c7fd317a72dcfe6","Male",0,"Low",7,0.4
"1815","5deadb731aaabf212ed16016",1,"None","5ba286e8821f7600011d09f2","Female",0,"Low",7,0.4
"1816","5deadb731aaabf212ed16016",1,"None","5d093f05c79e5a0016796b18","Male",0,"Low",7,0.4
"1817","5deadb731aaabf212ed16016",0,"E","5ebb51e14fa5d7123c03615c","Male",0,"Low",7,0.2
"1818","5deadb731aaabf212ed16016",1,"E","63f8e18b5176d042dd67f01c","Male",0,"Low",7,0.4
"1819","5deadb731aaabf212ed16016",1,"None","6634448bcfec693463ba71e4","Female",0,"Low",7,0.4
"1820","5deadb731aaabf212ed16016",1,"None","6100b94f1750b9db274684c7","Female",0,"Low",7,0.4
"1821","5deadb731aaabf212ed16016",0,"E","5e27107888daaf016b0daada","Female",0,"Low",7,0.2
"1822","5e4db97c679288216771f059",0,"None","5d37c0d61b03b5000151950b","Female",0,"High",4,0.2
"1823","5e4db97c679288216771f059",0,"E","65cbf8c525b3403076c1dfb2","Male",0,"High",4,0.2
"1824","5e4db97c679288216771f059",0,"None","66304e1cd2744501b2b2da4a","Male",0,"High",4,0.2
"1825","5e4db97c679288216771f059",0,"None","65d165d2c4c930283d4b394f","Female",0,"High",4,0.2
"1826","5e4db97c679288216771f059",0,"None","663280033a30e30383a6a5e9","Male",0,"High",4,0.2
"1827","5e4db97c679288216771f059",0,"E","65748c3df086414ca27768b6","Male",0,"High",4,0.2
"1828","5e4db97c679288216771f059",0,"E","5e4b545c940c970632fdb1e5","Male",0,"High",4,0.2
"1829","5e4db97c679288216771f059",0,"E","662939c49821886e0246c494","Female",0,"High",4,0.2
"1830","5e4db97c679288216771f059",0,"None","66220420547cfc19fc27fb55","Female",0,"High",4,0.2
"1831","5e4db97c679288216771f059",0,"None","5fd8f6060b671a3395afde6c","Female",0,"High",4,0.2
"1832","5e4db97c679288216771f059",0,"E","663f29f21d1ff680422424b1","Male",0,"High",4,0.2
"1833","5e4db97c679288216771f059",0,"E","5c27f83289f035000174a168","Male",0,"High",4,0.2
"1834","5e4db97c679288216771f059",0,"E","663ff3e539df6ec6f060f875","Female",0,"High",4,0.2
"1835","5e4db97c679288216771f059",0,"None","664502f636c5bc96a3e056cd","Female",0,"High",4,0.2
"1836","5e4db97c679288216771f059",0,"None","6634d31866ba70fc2d2f3132","Female",0,"High",4,0.2
"1837","5e4db97c679288216771f059",0,"None","663bed1750f26c425d62f57e","Male",0,"High",4,0.2
"1838","5e4db97c679288216771f059",0,"E","5de30dd39a9da5342d09f2e8","Female",0,"High",4,0.2
"1839","5e4db97c679288216771f059",0,"None","663e7d8a388c73d856a38e59","Female",0,"High",4,0.2
"1840","5e4db97c679288216771f059",0,"None","661eef4f4a742426a5baddaf","Female",0,"High",4,0.2
"1841","5e4db97c679288216771f059",0,"E","5f6659d736892322b853d16e","Male",0,"High",4,0.2
"1842","5e4db97c679288216771f059",0,"None","660354f104ba1b0a9c15ff1e","Female",0,"High",4,0.2
"1843","5e4db97c679288216771f059",0,"E","6629397c0beb4fefc505e3fc","Male",0,"High",4,0.2
"1844","5e4db97c679288216771f059",0,"E","5bc7f99921cddc0001a2d115","Female",0,"High",4,0.2
"1845","5e4db97c679288216771f059",0,"None","66218c8e08ca3c586108ec70","Male",0,"High",4,0.2
"1846","5e4db97c679288216771f059",0,"None","66313318eeb7e92f9d7d3b34","Female",0,"High",4,0.2
"1847","5e4db97c679288216771f059",0,"None","6643f4b1e70df88c267ceb30","Male",0,"High",4,0.2
"1848","5e4db97c679288216771f059",0,"E","5e6940a5960d3606dda9c2b7","Female",0,"High",4,0.2
"1849","5e4db97c679288216771f059",0,"None","660df7e191cd165726f20b11","Female",0,"High",4,0.2
"1850","5e4db97c679288216771f059",0,"E","662ee93d2b8c4a2443c1934a","Male",0,"High",4,0.2
"1851","5e4db97c679288216771f059",0,"E","663eed38de9f3609c772b7f9","Female",0,"High",4,0.2
"1852","5e4db97c679288216771f059",0,"E","5ee6f91291a7f3467cd37704","Male",0,"High",4,0.2
"1853","5e4db97c679288216771f059",0,"None","6584d87dfcbd1dc12f74be98","Female",0,"High",4,0.2
"1854","5e4db97c679288216771f059",0,"E","62e027478bb6dca099c2e207","Male",0,"High",4,0.2
"1855","5e4db97c679288216771f059",0,"None","6633a82642e41735012ac0dc","Female",0,"High",4,0.2
