"","Target","Advice","Performance","Guess","Gender","Treatment","Condition","GiverID","ExpectedBonus"
"1840","6554d04c73158a94d70192dd",0,5,0,"Female","Low","E","5cfc7489e289a80016b6e29f",0.3
"1841","62b6611f74e3b822f99b90f0",0,5,4,"Male","High","E","656cc280a90fb5fecc2b3031",0.3
"1842","55b6e53bfdf99b438f10e3bb",0,3,2,"Male","High","E","656cc280a90fb5fecc2b3031",0.3
"1843","653efdb0f60588dbb6c205cf",1,0,5,"Male","High","E","656cc280a90fb5fecc2b3031",0
"1844","5bf349126f97050001e6a6e6",0,0,2,"Female","Low","E","656cc280a90fb5fecc2b3031",0.015
"1845","5ee3c01c7247c006e9a3f4fd",0,3,2,"Female","Low","E","656cc280a90fb5fecc2b3031",0.3
"1846","6569e9a278a24d3828aff150",1,5,4,"Male","Low","E","656cc280a90fb5fecc2b3031",0.15
"1847","6446f3b2df3f3274b549bec6",0,2,2,"Female","Low","E","656cc280a90fb5fecc2b3031",0.165
"1848","645ff03216381bea1acfcc03",0,5,3,"Female","Low","E","656cc280a90fb5fecc2b3031",0.3
"1849","64badb09518eb5b219132eea",0,2,2,"Male","High","E","656cc280a90fb5fecc2b3031",0.165
"1850","62b146e365eca239ef0dbbfb",1,5,6,"Female","High","E","656cc280a90fb5fecc2b3031",0.15
"1851","5d9be88c195db300128d652a",0,3,6,"Female","High","E","63d418203e592f93591ada74",0.3
"1852","5fb9121bc62f406e59c95c81",1,6,6,"Male","Low","E","63d418203e592f93591ada74",0.25
"1853","581291fd072c230001933d38",1,6,3,"Female","High","E","63d418203e592f93591ada74",0.25
"1854","6522d763603c15fb4b068a2a",0,5,5,"Female","Low","E","63d418203e592f93591ada74",0.3
"1855","614e1a28a1851394f80ede61",0,3,6,"Male","High","E","63d418203e592f93591ada74",0.3
"1856","5e46aa20caec81000b7d4f93",0,4,3,"Male","Low","E","63d418203e592f93591ada74",0.3
"1857","652940613511888d1ad5c864",0,1,2,"Female","Low","E","63d418203e592f93591ada74",0.12
"1858","62d61912c1eab298bdc2c642",0,1,2,"Male","Low","E","63d418203e592f93591ada74",0.12
"1859","6431cb72bc4aed9f79967c7d",0,4,3,"Female","High","E","63d418203e592f93591ada74",0.3
"1860","654e5bcb8cb6aeb8ca9b33a0",0,5,8,"Male","High","E","63d418203e592f93591ada74",0.3
"1861","63ecff07b619306f41db42fa",1,5,3,"Male","Low","E","56caf7b564c068000c4d798a",0.15
"1862","6516f5e83d2a0a005a56d55a",1,5,4,"Female","Low","E","56caf7b564c068000c4d798a",0.15
"1863","6567ad4ffa20e5d5b9ce2944",1,4,4,"Male","Low","E","56caf7b564c068000c4d798a",0
"1864","63e52076fc677ee3ccce9a4d",0,4,5,"Female","High","E","56caf7b564c068000c4d798a",0.3
"1865","6111a1893c0daa13e23ab15a",1,9,8,"Male","Low","E","56caf7b564c068000c4d798a",0.475
"1866","650b0eb2e8c0266da78521fb",1,8,8,"Female","High","E","56caf7b564c068000c4d798a",0.35
"1867","6109b95a3954ea5afdd7add9",1,9,7,"Female","High","E","56caf7b564c068000c4d798a",0.475
"1868","58a202ac66e4640001c52bfd",1,8,4,"Male","Low","E","56caf7b564c068000c4d798a",0.35
"1869","5c804f4092ad770015846011",1,5,5,"Female","Low","E","56caf7b564c068000c4d798a",0.15
"1870","652c821a3d99a68b56fe9bcb",1,5,5,"Male","High","E","56caf7b564c068000c4d798a",0.15
"1871","6134d8a566bc3dffe880e879",0,1,2,"Female","High","E","63ed708002b97d16026b392e",0.12
"1872","5bb9db4a56161d0001006da1",0,3,1,"Male","Low","E","63ed708002b97d16026b392e",0.3
"1873","63d7b2bf8c384775818d4be0",0,6,7,"Male","High","E","63ed708002b97d16026b392e",0.3
"1874","655f91264d8805f0077f8252",1,7,4,"Female","Low","E","63ed708002b97d16026b392e",0.3
"1875","62cbf51439a76e8fccd8a495",0,3,0,"Female","High","E","63ed708002b97d16026b392e",0.3
"1876","629e2781136f152f6592f171",1,7,8,"Male","High","E","63ed708002b97d16026b392e",0.3
"1877","630bbdba33a8711f454d81d9",0,2,1,"Male","Low","E","63ed708002b97d16026b392e",0.165
"1878","5f931063e3ae1f094b740dff",0,1,2,"Male","High","E","63ed708002b97d16026b392e",0.12
"1879","647dde92d730823a9e5c7f0f",0,2,3,"Female","High","E","63ed708002b97d16026b392e",0.165
"1880","650f0d7f288f6e42c03c4835",0,6,6,"Female","High","E","63ed708002b97d16026b392e",0.3
"1881","5fb33154a2f41ea504c25dcf",0,3,2,"Male","Low","None","569cffa09e8363000c3087cd",0.3
"1882","649609322cee8b311a1c3f0f",1,6,7,"Male","Low","None","569cffa09e8363000c3087cd",0.25
"1883","62c2f70f10a2a5cf48c9ab2f",1,7,7,"Male","High","None","569cffa09e8363000c3087cd",0.3
"1884","5de84ccaeddfc97c4eed1f5d",0,5,4,"Male","High","None","569cffa09e8363000c3087cd",0.3
"1885","656c8a2eba4ac7120453cdaa",1,7,5,"Female","High","None","569cffa09e8363000c3087cd",0.3
"1886","5a9262251eda410001360b2c",0,3,4,"Female","High","None","569cffa09e8363000c3087cd",0.3
"1887","60ff5fb6cbf1bb7de9bf2801",1,8,6,"Female","Low","None","569cffa09e8363000c3087cd",0.35
"1888","6517d7cba42b62b2aef0c44a",1,8,5,"Male","Low","None","569cffa09e8363000c3087cd",0.35
"1889","636148a83d7a7c349bb08436",0,5,1,"Female","Low","None","569cffa09e8363000c3087cd",0.3
"1890","5ce330b9c536f50001104f78",1,6,2,"Female","Low","None","569cffa09e8363000c3087cd",0.25
"1891","5b6482e9f5bc0a00019fd571",1,9,7,"Male","Low","None","5ca88c7900dbf0000127c5d5",0.475
"1892","572041d6fd3a5200093c1295",0,1,1,"Female","Low","None","5ca88c7900dbf0000127c5d5",0.12
"1893","653681c1d399b35dd1f194ab",1,9,6,"Female","Low","None","5ca88c7900dbf0000127c5d5",0.475
"1894","609449f609ad18c98dba5787",0,5,2,"Female","Low","None","5ca88c7900dbf0000127c5d5",0.3
"1895","610e261185e9ea713c044534",1,7,9,"Male","Low","None","5ca88c7900dbf0000127c5d5",0.3
"1896","5c78b032419dcc0014119082",0,1,5,"Male","High","None","5ca88c7900dbf0000127c5d5",0.12
"1897","65640c5907bb3c72f8a7609f",0,6,6,"Female","High","None","5ca88c7900dbf0000127c5d5",0.3
"1898","5dded5423c870ae417c1a468",0,6,2,"Male","High","None","5ca88c7900dbf0000127c5d5",0.3
"1899","60469275f75cd607f61fb973",0,5,0,"Male","High","None","5ca88c7900dbf0000127c5d5",0.3
"1900","656c8a2eba4ac7120453cdaa",1,7,5,"Female","High","None","5ca88c7900dbf0000127c5d5",0.3
"1901","656cdaba68b29fde6f423183",0,3,1,"Female","Low","E","651f06100e2e65e3d03ba613",0.3
"1902","642f3188cc01a6b87e28a081",1,6,4,"Male","High","E","651f06100e2e65e3d03ba613",0.25
"1903","656895a927e7b2f8ccd33dbb",1,7,4,"Female","High","E","651f06100e2e65e3d03ba613",0.3
"1904","62dc65fdd3bbfeff289f1500",0,3,4,"Male","High","E","651f06100e2e65e3d03ba613",0.3
"1905","64413c375a0ded04a4e99a3f",0,4,5,"Male","Low","E","651f06100e2e65e3d03ba613",0.3
"1906","60d50ceb7c563c73f91d9ec5",0,4,4,"Female","High","E","651f06100e2e65e3d03ba613",0.3
"1907","6102ced1a983f0479d576146",1,6,2,"Female","Low","E","651f06100e2e65e3d03ba613",0.25
"1908","5fbd42937610c10b8f1059d4",1,6,5,"Female","High","E","651f06100e2e65e3d03ba613",0.25
"1909","6400dcf7361c4d3315b027b4",0,6,9,"Male","Low","E","651f06100e2e65e3d03ba613",0.3
"1910","6400e1da013c92ee33537ed8",1,7,5,"Male","High","E","651f06100e2e65e3d03ba613",0.3
"1911","5fbd42937610c10b8f1059d4",1,6,5,"Female","High","None","5e6ec2818808e6486e268039",0.25
"1912","62dc65fdd3bbfeff289f1500",0,3,4,"Male","High","None","5e6ec2818808e6486e268039",0.3
"1913","656895a927e7b2f8ccd33dbb",1,7,4,"Female","High","None","5e6ec2818808e6486e268039",0.3
"1914","6400e1da013c92ee33537ed8",1,7,5,"Male","High","None","5e6ec2818808e6486e268039",0.3
"1915","642f3188cc01a6b87e28a081",0,6,4,"Male","High","None","5e6ec2818808e6486e268039",0.3
"1916","6102ced1a983f0479d576146",0,6,2,"Female","Low","None","5e6ec2818808e6486e268039",0.3
"1917","656cdaba68b29fde6f423183",0,3,1,"Female","Low","None","5e6ec2818808e6486e268039",0.3
"1918","6400dcf7361c4d3315b027b4",1,6,9,"Male","Low","None","5e6ec2818808e6486e268039",0.25
"1919","60d50ceb7c563c73f91d9ec5",0,4,4,"Female","High","None","5e6ec2818808e6486e268039",0.3
"1920","64413c375a0ded04a4e99a3f",0,4,5,"Male","Low","None","5e6ec2818808e6486e268039",0.3
"1921","64da2707c3e6642220490de0",0,1,2,"Male","High","E","5f30510aa2052d49e527ff5c",0.12
"1922","5f117601aeef1d5095578b01",1,7,4,"Female","Low","E","5f30510aa2052d49e527ff5c",0.3
"1923","6454023a00d29eb604027c8f",0,1,1,"Female","High","E","5f30510aa2052d49e527ff5c",0.12
"1924","6394e32126ebbdc7b10c6748",0,2,2,"Male","Low","E","5f30510aa2052d49e527ff5c",0.165
"1925","612547f89bad5437aaecfa66",1,7,7,"Male","High","E","5f30510aa2052d49e527ff5c",0.3
"1926","6334d869011b16ac13de3546",0,1,5,"Male","High","E","5f30510aa2052d49e527ff5c",0.12
"1927","5d9373b0e04970001ab482da",0,2,1,"Female","Low","E","5f30510aa2052d49e527ff5c",0.165
"1928","615dd0b0a024ba4f4b4f7c24",0,4,6,"Female","High","E","5f30510aa2052d49e527ff5c",0.3
"1929","64509bfcd8d8b7e61f801e95",0,1,3,"Female","Low","E","5f30510aa2052d49e527ff5c",0.12
"1930","5f202731ebb8a92abf3b7268",0,4,3,"Male","Low","E","5f30510aa2052d49e527ff5c",0.3
"1931","61509f6eb3a929e50f33ede1",0,5,3,"Male","High","E","60e9e639ca992b3ffc3dee53",0.3
"1932","63bc74f63269af3a7bfcec7c",0,3,3,"Female","Low","E","60e9e639ca992b3ffc3dee53",0.3
"1933","6564a15b2940ef1f1daa20dd",0,6,3,"Male","Low","E","60e9e639ca992b3ffc3dee53",0.3
"1934","61283769a39dd638c256540c",0,3,4,"Male","Low","E","60e9e639ca992b3ffc3dee53",0.3
"1935","5a8f13595292b80001235e09",0,4,4,"Male","Low","E","60e9e639ca992b3ffc3dee53",0.3
"1936","63b82398bbe6a599972413ad",0,6,4,"Female","Low","E","60e9e639ca992b3ffc3dee53",0.3
"1937","6485009845ccd180b889dcb9",0,4,3,"Female","Low","E","60e9e639ca992b3ffc3dee53",0.3
"1938","655a8779b6b320720bad2814",0,3,5,"Female","High","E","60e9e639ca992b3ffc3dee53",0.3
"1939","6428cf95700357ed9473c9a8",0,5,0,"Female","High","E","60e9e639ca992b3ffc3dee53",0.3
"1940","641434b7048c32a4a0961e9a",0,3,4,"Male","High","E","60e9e639ca992b3ffc3dee53",0.3
"1941","572041d6fd3a5200093c1295",1,1,1,"Female","Low","None","63d165bb3190f492951fa6ad",0
"1942","6555f62f633506d42cf023e6",1,3,7,"Male","Low","None","63d165bb3190f492951fa6ad",0
"1943","65628f277bcd810f66b36764",1,3,4,"Female","High","None","63d165bb3190f492951fa6ad",0
"1944","5fa62963d5f64b209953d321",0,6,5,"Female","Low","None","63d165bb3190f492951fa6ad",0.3
"1945","5fa62963d5f64b209953d321",0,6,5,"Female","Low","None","63d165bb3190f492951fa6ad",0.3
"1946","5ff3dd153986cc9fd8a6ba4f",1,3,3,"Male","Low","None","63d165bb3190f492951fa6ad",0
"1947","6501bb247a918443bb34fc33",1,3,2,"Female","Low","None","63d165bb3190f492951fa6ad",0
"1948","5f57620f2095071eaf7a8224",0,6,6,"Male","High","None","63d165bb3190f492951fa6ad",0.3
"1949","654e55aaa6d9987cb675cb2c",0,6,5,"Male","Low","None","63d165bb3190f492951fa6ad",0.3
"1950","63c5c3192e709e19fc67d5dd",1,1,0,"Male","Low","None","63d165bb3190f492951fa6ad",0
"1951","63225b65b2d6e889f7289909",0,2,5,"Male","Low","E","5e38d8e9dc4a340fe4a9dd4e",0.165
"1952","63c5c3192e709e19fc67d5dd",0,1,0,"Male","Low","E","5e38d8e9dc4a340fe4a9dd4e",0.12
"1953","656b6e1fe07ae01094b87cda",0,3,5,"Female","Low","E","5e38d8e9dc4a340fe4a9dd4e",0.3
"1954","6558c5afa08ee83a08287f09",0,1,4,"Female","High","E","5e38d8e9dc4a340fe4a9dd4e",0.12
"1955","5c1980c24a03080001139d5a",0,1,2,"Male","Low","E","5e38d8e9dc4a340fe4a9dd4e",0.12
"1956","610a81561cb8c17ebce209b3",1,8,5,"Male","Low","E","5e38d8e9dc4a340fe4a9dd4e",0.35
"1957","6535874da4c41c6b75cd8645",1,8,5,"Female","Low","E","5e38d8e9dc4a340fe4a9dd4e",0.35
"1958","5ccf87bfb46c7000010d8428",0,3,4,"Male","Low","E","5e38d8e9dc4a340fe4a9dd4e",0.3
"1959","65344ec64854d12a1baf93d6",0,2,1,"Female","High","E","5e38d8e9dc4a340fe4a9dd4e",0.165
"1960","5d82be0cf45ead000150f026",0,1,2,"Female","High","E","5e38d8e9dc4a340fe4a9dd4e",0.12
"1961","654b9e50dc38506c10831a0b",1,6,7,"Male","High","E","6174172f47b271984e0a31c6",0.25
"1962","646d3710dea5554a4b83d2a2",1,7,10,"Male","High","E","6174172f47b271984e0a31c6",0.3
"1963","65329f9f32a6d18b78fea874",0,5,6,"Male","Low","E","6174172f47b271984e0a31c6",0.3
"1964","655e0bb280cc9051e9e53b34",0,5,7,"Female","High","E","6174172f47b271984e0a31c6",0.3
"1965","636148a83d7a7c349bb08436",0,5,1,"Female","Low","E","6174172f47b271984e0a31c6",0.3
"1966","5d83c1e911cb3a0001570ea4",0,6,5,"Female","High","E","6174172f47b271984e0a31c6",0.3
"1967","655b6d4f57ae1636c0b4f647",0,7,8,"Female","High","E","6174172f47b271984e0a31c6",0.3
"1968","609449f609ad18c98dba5787",0,5,2,"Female","Low","E","6174172f47b271984e0a31c6",0.3
"1969","5ee1be444c9d75206ce5aa92",1,5,5,"Male","Low","E","6174172f47b271984e0a31c6",0.15
"1970","6550db1f1f5362bee121a572",1,5,6,"Male","Low","E","6174172f47b271984e0a31c6",0.15
"1971","5f4d3551f958ee9c51b2d54a",0,2,0,"Female","High","None","5f5ce7f940a2614f6cb6e747",0.165
"1972","6518cf249463264599a7918d",0,3,2,"Female","Low","None","5f5ce7f940a2614f6cb6e747",0.3
"1973","60fb534aa3d839c152fa8f36",0,4,3,"Male","Low","None","5f5ce7f940a2614f6cb6e747",0.3
"1974","6528a168c7ede92daf23b08a",1,2,4,"Female","High","None","5f5ce7f940a2614f6cb6e747",0
"1975","6508626da81a2fc20dd4aa54",1,4,4,"Female","Low","None","5f5ce7f940a2614f6cb6e747",0
"1976","63f477547d2302b4346299f4",0,3,2,"Male","Low","None","5f5ce7f940a2614f6cb6e747",0.3
"1977","6394e32126ebbdc7b10c6748",0,2,2,"Male","Low","None","5f5ce7f940a2614f6cb6e747",0.165
"1978","643ebf44db98b64228ffb5a1",1,5,6,"Male","Low","None","5f5ce7f940a2614f6cb6e747",0.15
"1979","5fa07feab55a2a0cb4811aec",1,5,3,"Female","Low","None","5f5ce7f940a2614f6cb6e747",0.15
"1980","6564cc28c3224c4a8984d793",0,2,7,"Male","Low","None","5f5ce7f940a2614f6cb6e747",0.165
"1981","5bc9f8b677740000016a08b5",1,8,9,"Female","High","E","5e4f1b00508a16000b0978ff",0.35
"1982","63fb4b7f05faed13656528f0",0,7,1,"Male","Low","E","5e4f1b00508a16000b0978ff",0.3
"1983","650072ae8de93bfe76ee318d",0,2,4,"Male","High","E","5e4f1b00508a16000b0978ff",0.165
"1984","65620162ac816ef126ac0ecb",0,3,6,"Male","High","E","5e4f1b00508a16000b0978ff",0.3
"1985","6518cf249463264599a7918d",0,3,2,"Female","Low","E","5e4f1b00508a16000b0978ff",0.3
"1986","5f4d3551f958ee9c51b2d54a",0,2,0,"Female","High","E","5e4f1b00508a16000b0978ff",0.165
"1987","63d176dbaef5e7827cd86954",0,5,4,"Female","Low","E","5e4f1b00508a16000b0978ff",0.3
"1988","655f5dd0eb19818ca157ad77",1,8,8,"Male","High","E","5e4f1b00508a16000b0978ff",0.35
"1989","5e09ffd8fa3d102a583771c1",0,7,3,"Female","High","E","5e4f1b00508a16000b0978ff",0.3
"1990","6400e3697879c55c323f34d0",0,5,5,"Male","High","E","5e4f1b00508a16000b0978ff",0.3
"1991","656b6e1fe07ae01094b87cda",0,3,5,"Female","Low","None","65508db3cad84554a8683b72",0.3
"1992","65304dd0cfbead1c3e3174b1",0,6,4,"Male","High","None","65508db3cad84554a8683b72",0.3
"1993","656c29aa6d8a2bdfd346239b",0,2,4,"Female","High","None","65508db3cad84554a8683b72",0.165
"1994","655790bd05279f9c3e10c007",0,3,4,"Male","High","None","65508db3cad84554a8683b72",0.3
"1995","633f4f203450d46b01e3d16b",0,2,5,"Male","High","None","65508db3cad84554a8683b72",0.165
"1996","5f4966420471864c5533666f",0,4,5,"Male","Low","None","65508db3cad84554a8683b72",0.3
"1997","645179915e31c1aeb3dc8129",0,2,4,"Male","High","None","65508db3cad84554a8683b72",0.165
"1998","5c3c4726e8da5300012422c1",0,6,6,"Female","Low","None","65508db3cad84554a8683b72",0.3
"1999","654a9be87e185971ccfbe5df",0,2,1,"Female","High","None","65508db3cad84554a8683b72",0.165
"2000","5ef4d8b87faaa00c0dea0c4e",0,4,5,"Female","High","None","65508db3cad84554a8683b72",0.3
"2001","64d5323f567c88a7df95b47a",0,4,3,"Male","High","E","655f97aac0cbcc585c715022",0.3
"2002","5d1283351716480017019be7",0,6,5,"Female","Low","E","655f97aac0cbcc585c715022",0.3
"2003","654b9e50dc38506c10831a0b",1,6,7,"Male","High","E","655f97aac0cbcc585c715022",0.25
"2004","655e2fc2216f481406e1fcb2",0,4,2,"Female","Low","E","655f97aac0cbcc585c715022",0.3
"2005","56f9364e895094000c8f4967",1,8,6,"Male","High","E","655f97aac0cbcc585c715022",0.35
"2006","63bed6e176fba857a47fbaff",1,8,8,"Female","High","E","655f97aac0cbcc585c715022",0.35
"2007","5f202731ebb8a92abf3b7268",0,4,3,"Male","Low","E","655f97aac0cbcc585c715022",0.3
"2008","612039d9400fae9545b3c5a8",0,5,5,"Male","High","E","655f97aac0cbcc585c715022",0.3
"2009","5b9efb73d1ff7a00013bfe84",0,5,2,"Female","High","E","655f97aac0cbcc585c715022",0.3
"2010","653555db179dc4e859ef43fb",0,4,3,"Female","Low","E","655f97aac0cbcc585c715022",0.3
"2011","62b146e365eca239ef0dbbfb",0,5,6,"Female","High","E","5a233c5d7413810001521d8f",0.3
"2012","63da9470c3ccb842dd565745",0,5,5,"Male","High","E","5a233c5d7413810001521d8f",0.3
"2013","652c821a3d99a68b56fe9bcb",0,5,5,"Male","High","E","5a233c5d7413810001521d8f",0.3
"2014","612547f89bad5437aaecfa66",1,7,7,"Male","High","E","5a233c5d7413810001521d8f",0.3
"2015","656374c13999ef1271a18b02",0,5,5,"Female","High","E","5a233c5d7413810001521d8f",0.3
"2016","5feb8ceb559f43c870488b51",0,5,6,"Male","High","E","5a233c5d7413810001521d8f",0.3
"2017","64f4ffad72a823ca4a654585",0,5,4,"Female","Low","E","5a233c5d7413810001521d8f",0.3
"2018","6553a1d1ca63d5c0ea71a758",1,7,5,"Female","High","E","5a233c5d7413810001521d8f",0.3
"2019","5995be89f9db7d0001895993",0,5,1,"Female","Low","E","5a233c5d7413810001521d8f",0.3
"2020","5ecaf0fa5c1f7f6599d959ff",0,5,4,"Male","Low","E","5a233c5d7413810001521d8f",0.3
"2021","644e80f65a5c0e0d2f9a433b",0,3,5,"Male","High","None","616829d7504e0346ff2b51df",0.3
"2022","6428cf95700357ed9473c9a8",0,5,0,"Female","High","None","616829d7504e0346ff2b51df",0.3
"2023","643ebf44db98b64228ffb5a1",0,5,6,"Male","Low","None","616829d7504e0346ff2b51df",0.3
"2024","5f0a1eda5ca59d0e64a83bb9",0,5,3,"Female","High","None","616829d7504e0346ff2b51df",0.3
"2025","65649e26fc062fd174f780eb",0,5,5,"Female","High","None","616829d7504e0346ff2b51df",0.3
"2026","64da2707c3e6642220490de0",0,1,2,"Male","High","None","616829d7504e0346ff2b51df",0.12
"2027","63d41c2627381fc53af61e58",0,1,3,"Female","High","None","616829d7504e0346ff2b51df",0.12
"2028","65382bd75cef4070421e08e3",0,5,6,"Male","Low","None","616829d7504e0346ff2b51df",0.3
"2029","652c821a3d99a68b56fe9bcb",1,5,5,"Male","High","None","616829d7504e0346ff2b51df",0.15
"2030","5cb2e89bc29be80001b13ed6",0,3,3,"Female","Low","None","616829d7504e0346ff2b51df",0.3
"2031","653e815427effbcf60fd50e5",0,1,3,"Male","High","None","5d14c08b63f5660018e9c499",0.12
"2032","5fb33154a2f41ea504c25dcf",1,3,2,"Male","Low","None","5d14c08b63f5660018e9c499",0
"2033","5623f6afed6e5a000bc7f219",1,2,2,"Male","Low","None","5d14c08b63f5660018e9c499",0
"2034","5c58fdd6fa9e940001080c18",0,3,4,"Female","High","None","5d14c08b63f5660018e9c499",0.3
"2035","5fd18d125e1f92195b1717bc",0,3,2,"Male","Low","None","5d14c08b63f5660018e9c499",0.3
"2036","6134d8a566bc3dffe880e879",1,1,2,"Female","High","None","5d14c08b63f5660018e9c499",0
"2037","5bcbd66377740000016a64b0",1,2,3,"Female","High","None","5d14c08b63f5660018e9c499",0
"2038","6159d4026fd4e22c9f1179c1",0,3,2,"Female","Low","None","5d14c08b63f5660018e9c499",0.3
"2039","5d83c1e911cb3a0001570ea4",0,6,5,"Female","High","None","5d14c08b63f5660018e9c499",0.3
"2040","562e4469733ea00005163785",0,6,5,"Male","High","None","5d14c08b63f5660018e9c499",0.3
"2041","656c9c1da68a2c317817ce01",0,4,4,"Female","Low","None","6543acd64f1fd45a0bfa264f",0.3
"2042","65352d870dfbcccbe48634fe",0,2,3,"Female","High","None","6543acd64f1fd45a0bfa264f",0.165
"2043","6404132ea192589b51692c4a",1,8,7,"Female","High","None","6543acd64f1fd45a0bfa264f",0.35
"2044","64014e60aa3da4437a518c64",1,6,2,"Male","Low","None","6543acd64f1fd45a0bfa264f",0.25
"2045","5589c7cefdf99b18bd86cf31",1,8,6,"Male","Low","None","6543acd64f1fd45a0bfa264f",0.35
"2046","558ab509fdf99b65685f024e",0,4,4,"Male","Low","None","6543acd64f1fd45a0bfa264f",0.3
"2047","6111a61a1f00387413cc1321",0,4,2,"Female","Low","None","6543acd64f1fd45a0bfa264f",0.3
"2048","5ebb4e079797f9127c0f03ab",1,6,6,"Female","Low","None","6543acd64f1fd45a0bfa264f",0.25
"2049","6328caf907eb4c31a55028cf",0,2,3,"Male","High","None","6543acd64f1fd45a0bfa264f",0.165
"2050","6525a87886c97615b6991402",0,4,4,"Male","High","None","6543acd64f1fd45a0bfa264f",0.3
"2051","651c4484ba17050f6b716614",0,3,2,"Male","High","E","5b2489070ec82d0001d1dbb2",0.3
"2052","65300429e91bd34ec87a1b30",1,5,6,"Female","High","E","5b2489070ec82d0001d1dbb2",0.15
"2053","6112c911a83cc494df38b468",0,5,2,"Female","Low","E","5b2489070ec82d0001d1dbb2",0.3
"2054","607c9f94cc974d4ea1dc22c8",0,5,1,"Male","Low","E","5b2489070ec82d0001d1dbb2",0.3
"2055","5fc3d41149c0c8728f07b95b",1,9,9,"Male","High","E","5b2489070ec82d0001d1dbb2",0.475
"2056","654c7305aba05b86538b72be",0,5,5,"Male","Low","E","5b2489070ec82d0001d1dbb2",0.3
"2057","60bd4bfc88b646e72d772977",1,9,6,"Female","Low","E","5b2489070ec82d0001d1dbb2",0.475
"2058","6276d97e209059496d37bf74",0,3,4,"Female","High","E","5b2489070ec82d0001d1dbb2",0.3
"2059","607cbf385d3202721e3f719f",0,5,4,"Female","High","E","5b2489070ec82d0001d1dbb2",0.3
"2060","6562f994412013dde08ac03e",0,5,5,"Male","High","E","5b2489070ec82d0001d1dbb2",0.3
"2061","63dac3039dddeaa909a790fb",0,5,3,"Female","Low","None","655e6197c977aeaeaaf4a808",0.3
"2062","5f0c98239c6dab0fadfee6de",0,4,5,"Male","High","None","655e6197c977aeaeaaf4a808",0.3
"2063","647f32146ae0a0e10b634f67",1,7,8,"Male","High","None","655e6197c977aeaeaaf4a808",0.3
"2064","62da9d7b354d04d65a778e2d",0,3,0,"Female","High","None","655e6197c977aeaeaaf4a808",0.3
"2065","611bf5c145247a98f2eb23e1",1,7,6,"Female","High","None","655e6197c977aeaeaaf4a808",0.3
"2066","647e0f22b1d466181ae694c4",1,7,5,"Female","Low","None","655e6197c977aeaeaaf4a808",0.3
"2067","6554ef5e92c434ef5e724664",0,5,4,"Male","Low","None","655e6197c977aeaeaaf4a808",0.3
"2068","61632b52ab37a7fde834300f",0,3,6,"Male","High","None","655e6197c977aeaeaaf4a808",0.3
"2069","647be991db1ffbd6bbcc5bc6",1,7,3,"Male","High","None","655e6197c977aeaeaaf4a808",0.3
"2070","651c1abbc73b6eea8fa97193",0,4,3,"Female","Low","None","655e6197c977aeaeaaf4a808",0.3
"2071","6566186fecc0d80c44af6787",0,3,5,"Female","Low","None","5e816bdc285d3884d00d6dcb",0.3
"2072","644e80f65a5c0e0d2f9a433b",0,3,5,"Male","High","None","5e816bdc285d3884d00d6dcb",0.3
"2073","607e3f2b4e935b3bd8c828b8",0,5,4,"Male","High","None","5e816bdc285d3884d00d6dcb",0.3
"2074","5e7cf03fea45cb369b402703",1,6,3,"Female","High","None","5e816bdc285d3884d00d6dcb",0.25
"2075","65382bd75cef4070421e08e3",0,5,6,"Male","Low","None","5e816bdc285d3884d00d6dcb",0.3
"2076","652d6ee4ed1a019d898ce377",1,6,2,"Male","Low","None","5e816bdc285d3884d00d6dcb",0.25
"2077","5fc035f6c039c1402117124b",1,6,4,"Male","Low","None","5e816bdc285d3884d00d6dcb",0.25
"2078","6112c911a83cc494df38b468",0,5,2,"Female","Low","None","5e816bdc285d3884d00d6dcb",0.3
"2079","611422d77a092e25de5b1bca",0,5,5,"Female","High","None","5e816bdc285d3884d00d6dcb",0.3
"2080","63936bad01efa1e55f6e149d",1,6,2,"Female","High","None","5e816bdc285d3884d00d6dcb",0.25
"2081","60d2cf988de167c9da56eeb0",0,6,4,"Male","Low","None","6543af41fa050ffdafe97939",0.3
"2082","655f914a12d38751dfa90257",0,6,6,"Female","High","None","6543af41fa050ffdafe97939",0.3
"2083","60d2cf988de167c9da56eeb0",0,6,4,"Male","Low","None","6543af41fa050ffdafe97939",0.3
"2084","5fac037f8861fb0f18c0b24d",0,5,7,"Male","High","None","6543af41fa050ffdafe97939",0.3
"2085","5fa62963d5f64b209953d321",0,6,5,"Female","Low","None","6543af41fa050ffdafe97939",0.3
"2086","5d31266f466cc90019de4e43",0,4,5,"Female","High","None","6543af41fa050ffdafe97939",0.3
"2087","650d9240b7f9fcecaf1f9656",0,6,4,"Female","Low","None","6543af41fa050ffdafe97939",0.3
"2088","62dd47968d609bcb40a8f5ee",0,5,5,"Female","Low","None","6543af41fa050ffdafe97939",0.3
"2089","5fc5ab0e7bad151445fc8594",0,4,3,"Male","High","None","6543af41fa050ffdafe97939",0.3
"2090","63ea4471a837335f74ef0f68",0,6,6,"Male","High","None","6543af41fa050ffdafe97939",0.3
"2091","64415cccab771017a37d3d93",1,7,7,"Male","High","None","641a604be613385009dd72db",0.3
"2092","652bfbba1a8bef9e38513d5c",0,4,1,"Female","Low","None","641a604be613385009dd72db",0.3
"2093","602c42fcd6ab3e5033c45951",0,4,2,"Female","High","None","641a604be613385009dd72db",0.3
