StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,QID2,QID3,QID21_First Click,QID21_Last Click,QID21_Page Submit,QID21_Click Count,QID10,QID11,QID12,QID13,QID14,QID15,QID16,QID17,QID18,QID19,Guess,Age,Gender,Ethnicity,Education,Comments,PROLIFIC_PID,Condition
2023-12-04 10:29:59,2023-12-04 10:37:48,IP Address,66.141.95.66,100,469,True,2023-12-04 10:37:49,R_3GD1cuvsmyXlJ0m,,,,,38.544,-91.0155,anonymous,EN,I agree to participate.,6567492900b32685a1ca02ae,9.877,292.866,300.123,9,36 feet,x = -2,x8,13,2.06,42,6,63°,3,,2,44,Female,White or Caucasian,High school diploma or GED,"This was fun, even though I know I got most wrong, thanks. ",6567492900b32685a1ca02ae,Low
2023-12-04 10:31:40,2023-12-04 10:38:23,IP Address,75.181.37.186,100,402,True,2023-12-04 10:38:23,R_28GHYIQtkwuTVjd,,,,,35.2107,-80.9719,anonymous,EN,I agree to participate.,6553a027c17b97e04110e168,28.897,296.807,300.045,9,36 feet,x - 2 = y,x15,13,5.05,-22,12,117°,-6,,4,55,Female,Black or African American,Bachelor’s degree,,6553a027c17b97e04110e168,High
2023-12-04 10:31:01,2023-12-04 10:38:35,IP Address,174.101.134.55,100,454,True,2023-12-04 10:38:36,R_2XcBEWEiatLVOiM,,,,,39.1497,-84.426,anonymous,EN,I agree to participate.,6111a1893c0daa13e23ab15a,31.196,291.988,300.048,15,113 feet,x - 2 = y,x15,13,2.06,-34,6,63°,3,4x2 + 32x + 48,8,34,Male,Black or African American,Bachelor’s degree,,6111a1893c0daa13e23ab15a,Low
2023-12-04 10:32:08,2023-12-04 10:38:43,IP Address,99.106.82.76,100,395,True,2023-12-04 10:38:43,R_r0v4HqTTUpClMzL,,,,,41.389,-81.5257,anonymous,EN,I agree to participate.,655f8b959477c803eb906622,57.901,282.957,300.017,15,113 feet,x - 2 = y,x15,11,2.060154,-34,6,63°,-3,4x2 + 32x + 48,5,20,Female,White or Caucasian,"Some college, but no degree",,655f8b959477c803eb906622,Low
2023-12-04 10:33:11,2023-12-04 10:38:52,IP Address,174.196.135.149,100,341,True,2023-12-04 10:38:53,R_3eyLFVL10TBh5Lr,,,,,38.8155,-77.1205,anonymous,EN,I agree to participate.,5e7cf03fea45cb369b402703,25.88,297.871,300.113,15,108 feet,y = -2,x15,13,5.05,-34,6,63°,6,4x2 + 32x + 48,3,31,Female,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",,5e7cf03fea45cb369b402703,High
2023-12-04 10:32:58,2023-12-04 10:38:55,IP Address,71.87.76.201,100,356,True,2023-12-04 10:38:56,R_1QbC3EK4uM6sL77,,,,,45.8249,-88.066,anonymous,EN,I agree to participate.,5feb8ceb559f43c870488b51,13.87,271.325,300.008,11,54 feet,x = -2,x15,11,5.05,-34,6,63°,-3,4x2 + 16x + 48,6,31,Male,White or Caucasian,Associates or technical degree,,5feb8ceb559f43c870488b51,High
2023-12-04 10:33:02,2023-12-04 10:38:57,IP Address,76.82.44.213,100,354,True,2023-12-04 10:38:57,R_1NfFvgQSSXL0izD,,,,,34.3768,-118.5208,anonymous,EN,I agree to participate.,63a0d718bbed03d92665039e,6.703,212.744,300.191,7,36 feet,y = -2,x15,15,,,6,117°,,4x2 + 16x + 48,5,55,Female,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",,63a0d718bbed03d92665039e,Low
2023-12-04 10:33:17,2023-12-04 10:39:01,IP Address,107.4.58.211,100,343,True,2023-12-04 10:39:01,R_2QlBS9WEN0vRqcx,,,,,42.2789,-85.6904,anonymous,EN,I agree to participate.,5e8533ea660027000945d9bf,33.643,299.859,300.113,22,113 feet,x = -2,x8,13,2.06,-34,6,63°,3,4x2 + 32x + 48,6,33,Male,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",,5e8533ea660027000945d9bf,Low
2023-12-04 10:29:48,2023-12-04 10:39:04,IP Address,71.81.253.129,100,555,True,2023-12-04 10:39:05,R_1K1fUQGRLveHPYV,,,,,35.6865,-81.3664,anonymous,EN,I agree to participate.,63e4491f920c1457c5e63649,38.278,299.143,300.015,8,108 feet,x = -2,x15,13,2.06,-34,6,63°,,,6,42,Male,White or Caucasian,Associates or technical degree,,63e4491f920c1457c5e63649,Low
2023-12-04 10:29:03,2023-12-04 10:39:14,IP Address,184.174.171.4,100,611,True,2023-12-04 10:39:15,R_OczG6HUp2GR31zb,,,,,35.0766,-85.3114,anonymous,EN,I agree to participate.,62c6ff08253faea76eb548ed,26.096,283.063,300.191,10,54 feet,x = -2y,x15,13,2.06,-22,6,63°,-3,,5,29,Male,White or Caucasian,Bachelor’s degree,,62c6ff08253faea76eb548ed,High
2023-12-04 10:33:33,2023-12-04 10:39:15,IP Address,24.101.224.11,100,341,True,2023-12-04 10:39:16,R_1jwDY0flhMSRmSC,,,,,40.1031,-79.595,anonymous,EN,I agree to participate.,5a0c63e15d06850001affd96,6.123,254.704,300.059,17,36 feet,x - 2 = y,x15,13,2.07,-22,12,63°,-6,4x2 + 16x + 16,4,39,Male,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",,5a0c63e15d06850001affd96,Low
2023-12-04 10:28:02,2023-12-04 10:39:20,IP Address,98.153.62.8,100,677,True,2023-12-04 10:39:21,R_pi8gYQYfTPxaEOB,,,,,34.0515,-118.2707,anonymous,EN,I agree to participate.,6563003ce4f5a268a959df06,2.503,285.759,300.108,28,113 feet,,x15,13,2.06,-34,6,117°,,,8,36,Female,White or Caucasian,Bachelor’s degree,,6563003ce4f5a268a959df06,High
2023-12-04 10:33:22,2023-12-04 10:39:32,IP Address,24.250.209.251,100,370,True,2023-12-04 10:39:33,R_sZippeejolWHsAN,,,,,29.1657,-82.1273,anonymous,EN,I agree to participate.,63c18301a31679d3e3e39101,19.027,242.861,300.02,13,54 feet,x = -2,x15,13,2.07,14,6,63°,3,4x2 + 16x + 48,2,54,Female,White or Caucasian,"Some college, but no degree",,63c18301a31679d3e3e39101,High
2023-12-04 10:39:51,2023-12-04 10:39:52,IP Address,172.58.122.14,100,0,True,2023-12-04 10:39:52,R_tLnUHD6ZD73IdgZ,,,,,42.4248,-83.1951,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,5f1c72e25a26d503c77bfdc9,
2023-12-04 10:33:49,2023-12-04 10:39:53,IP Address,146.12.130.183,100,363,True,2023-12-04 10:39:54,R_WqUXPYheiYb9s6R,,,,,32.9838,-86.7132,anonymous,EN,I agree to participate.,6287d1278f5285de4c237d50,8.185,298.089,300.018,14,36 feet,x = -2,x25,13,2.06,-34,8,117°,-3,2x2 + 7x + 24,3,33,Male,White or Caucasian,High school diploma or GED,Thank you!,6287d1278f5285de4c237d50,Low
2023-12-04 10:33:48,2023-12-04 10:39:56,IP Address,99.5.66.117,100,368,True,2023-12-04 10:39:57,R_2uxE7aNofLwwR7U,,,,,30.161,-81.7311,anonymous,EN,I agree to participate.,62da9d7b354d04d65a778e2d,5.773,21.949,300.013,11,113 feet,x = -2y,x25,13,5.05,14,8,297°,3,4x2 + 16x + 48,0,37,Female,White or Caucasian,Bachelor’s degree,,62da9d7b354d04d65a778e2d,High
2023-12-04 10:33:45,2023-12-04 10:40:09,IP Address,174.242.35.251,100,384,True,2023-12-04 10:40:10,R_1drXkBqzfrLZhSJ,,,,,40.4339,-79.9996,anonymous,EN,I agree to participate.,6045a06a5ea7976e20f82c1f,44.599,285.835,301.334,18,113 feet,x = -2,x15,11,2.06,-34,6,63°,-6,4x2 + 16x + 16,9,27,Male,White or Caucasian,Bachelor’s degree,,6045a06a5ea7976e20f82c1f,Low
2023-12-04 10:33:48,2023-12-04 10:40:14,IP Address,184.17.89.150,100,385,True,2023-12-04 10:40:15,R_1oFOwDqsBYkLKwH,,,,,41.0537,-85.2513,anonymous,EN,I agree to participate.,63936bad01efa1e55f6e149d,10.217,169.594,300.154,12,113 feet,x - 2 = y,2x5,13,2.06,-34,6,63°,-3,4x2 + 16x + 48,2,58,Female,White or Caucasian,Associates or technical degree,,63936bad01efa1e55f6e149d,High
2023-12-04 10:34:15,2023-12-04 10:40:16,IP Address,172.249.160.119,100,361,True,2023-12-04 10:40:17,R_3dZjENKfd2jS8PA,,,,,34.1027,-118.2231,anonymous,EN,I agree to participate.,6020eae0f967d472b06f87fe,6.316,211.996,329.538,10,36 feet,y = -2,x15,13,5.05,-34,6,63°,-6,4x2 + 32x + 48,8,32,Female,Asian,Bachelor’s degree,,6020eae0f967d472b06f87fe,High
2023-12-04 10:33:58,2023-12-04 10:40:28,IP Address,104.14.94.41,100,390,True,2023-12-04 10:40:29,R_2XdN4hqD5TlnFhq,,,,,40.9794,-81.5357,anonymous,EN,I agree to participate.,62cbf51439a76e8fccd8a495,18.518,296.061,300.024,72,36 feet,x = -2,x15,9,5.05,14,10,63°,-3,2x2 + 7x + 24,0,59,Female,White or Caucasian,"Some college, but no degree",very hard and I had to guess at so much of it. It has been so long for me since Algebra and Geometry.,62cbf51439a76e8fccd8a495,High
2023-12-04 10:34:38,2023-12-04 10:40:29,IP Address,72.222.151.229,100,350,True,2023-12-04 10:40:29,R_2WIjbA0eW12bN3h,,,,,33.4053,-111.7227,anonymous,EN,I agree to participate.,6111d3aa2e12fb09c474a445,8.811,176.793,300.03,10,36 feet,x = -2,x25,11,2.06,-34,8,63°,-3,4x2 + 16x + 48,3,37,Female,Asian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",,6111d3aa2e12fb09c474a445,Low
2023-12-04 10:33:49,2023-12-04 10:40:30,IP Address,208.194.217.18,100,401,True,2023-12-04 10:40:31,R_VKDeMdquLBo1JxT,,,,,40.7637,-73.7695,anonymous,EN,I agree to participate.,5f4966420471864c5533666f,28.993,267.884,300.182,9,113 feet,y = -2,x8,13,5.05,-34,6,117°,,,5,26,Male,White or Caucasian,Bachelor’s degree,none,5f4966420471864c5533666f,Low
2023-12-04 10:34:50,2023-12-04 10:40:32,IP Address,24.112.119.134,100,341,True,2023-12-04 10:40:32,R_0leF7YZuzDkJuCt,,,,,31.2127,-82.3503,anonymous,EN,I agree to participate.,60d9e874269237cc2a228006,25.34,269.243,300.142,12,108 feet,x = -2,x25,13,2.06,42,6,117°,6,4x2 + 16x + 48,2,28,Female,White or Caucasian,"Some college, but no degree",,60d9e874269237cc2a228006,High
2023-12-04 10:33:41,2023-12-04 10:40:32,IP Address,67.167.68.72,100,411,True,2023-12-04 10:40:33,R_wS3HmCUiPxuPxgR,,,,,41.5144,-88.0608,anonymous,EN,I agree to participate.,62c5cdfe50000fce3e390be0,38.113,284.435,300.012,36,54 feet,x = -2y,x15,9,2.06,-22,10,63°,-3,4x2 + 32x + 48,3,20,Other,White or Caucasian,"Some college, but no degree",,62c5cdfe50000fce3e390be0,High
2023-12-04 10:34:25,2023-12-04 10:40:33,IP Address,68.212.10.49,100,367,True,2023-12-04 10:40:34,R_2VvGHRQEOA7tRhZ,,,,,32.5607,-84.8573,anonymous,EN,I agree to participate.,6400e3697879c55c323f34d0,8.217,252.059,303.537,12,36 feet,x = -2,x15,13,5.05,-22,6,63°,-6,4x2 + 16x + 48,5,30,Male,White or Caucasian,Bachelor’s degree,,6400e3697879c55c323f34d0,High
2023-12-04 10:33:36,2023-12-04 10:40:37,IP Address,73.112.48.90,100,421,True,2023-12-04 10:40:38,R_1CjaoiFTtyr107M,,,,,40.2993,-73.9891,anonymous,EN,I agree to participate.,5783027f913c71000197300d,10.652,219.875,300.031,26,54 feet,x = -2y,x8,13,5.05,-22,10,297°,-6,4x2 + 16x + 16,3,45,Female,White or Caucasian,Associates or technical degree,,5783027f913c71000197300d,High
2023-12-04 10:34:26,2023-12-04 10:40:42,IP Address,164.153.59.123,100,375,True,2023-12-04 10:40:42,R_a4t7t7BYsMbHk7D,,,,,34.224,-82.1625,anonymous,EN,I agree to participate.,608437f0b139060610c9f0c1,27.368,281.759,300.021,83,113 feet,x = -2,x15,13,2.07,-22,12,117°,3,2x2 + 7x + 24,4,71,Female,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",,608437f0b139060610c9f0c1,High
2023-12-04 10:40:56,2023-12-04 10:40:56,IP Address,50.75.136.254,100,0,True,2023-12-04 10:40:56,R_2ZQt14GxxetlkKQ,,,,,42.9339,-78.8046,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,60feddab2db9528af033d65f,
2023-12-04 10:34:56,2023-12-04 10:41:01,IP Address,64.106.227.203,100,365,True,2023-12-04 10:41:02,R_2zqeqCl41mW0D5o,,,,,37.751,-97.822,anonymous,EN,I agree to participate.,6562c55e28c4121b6401c0c7,2.371,291.09,300.012,26,113 feet,,x15,13,2.06,-34,,,,,4,31,Female,Asian,Bachelor’s degree,no comment,6562c55e28c4121b6401c0c7,High
2023-12-04 10:35:09,2023-12-04 10:41:19,IP Address,72.198.139.126,100,369,True,2023-12-04 10:41:19,R_12orknSiMk0NoC2,,,,,41.212,-96.1101,anonymous,EN,I agree to participate.,64415cccab771017a37d3d93,70.855,274.181,300.214,10,113 feet,x = -2,x15,13,5.05,,,63°,3,4x2 + 32x + 48,7,44,Male,White or Caucasian,Bachelor’s degree,fun little survey....took me back,64415cccab771017a37d3d93,High
2023-12-04 10:35:49,2023-12-04 10:41:22,IP Address,75.149.73.169,100,332,True,2023-12-04 10:41:22,R_3Es86B6DfXZbML3,,,,,39.8304,-89.6498,anonymous,EN,I agree to participate.,5fe508e86079e12a8a3b2427,32.235,297.466,300.142,24,113 feet,x = -2y,x15,13,2.06,-34,6,63°,6,4x2 + 32x + 48,8,31,Male,White or Caucasian,Bachelor’s degree,,5fe508e86079e12a8a3b2427,Low
2023-12-04 10:35:25,2023-12-04 10:41:25,IP Address,108.147.176.138,100,360,True,2023-12-04 10:41:26,R_1rdA8OaQ77nPg9K,,,,,39.0452,-94.7189,anonymous,EN,I agree to participate.,60ff7c8f4f066ccf6fe05587,17.244,281.662,300.098,13,113 feet,x = -2y,x15,13,2.06,-34,6,63°,-6,4x2 + 32x + 48,3,26,Female,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",I would like to know how many I got right out of curiosity lol,60ff7c8f4f066ccf6fe05587,Low
2023-12-04 10:34:04,2023-12-04 10:41:37,IP Address,75.142.137.148,100,452,True,2023-12-04 10:41:37,R_54QP2rrdkVdJ0UF,,,,,42.1921,-121.7233,anonymous,EN,I agree to participate.,5c830a66d6a4d0000164097d,16.194,295.71,300.014,30,113 feet,x = -2,x15,13,2.06,-34,6,63°,3,4x2 + 32x + 48,8,29,Male,White or Caucasian,"Some college, but no degree",,5c830a66d6a4d0000164097d,Low
2023-12-04 10:35:03,2023-12-04 10:41:39,IP Address,97.103.64.119,100,396,True,2023-12-04 10:41:40,R_0wHWecSdTzOA9ah,,,,,28.4224,-81.7735,anonymous,EN,I agree to participate.,656e09b763f76df09ba6f8d8,38.247,290.745,300.014,6,113 feet,x - 2 = y,x15,13,,-34,6,,,,5,34,Female,Black or African American,Bachelor’s degree,,656e09b763f76df09ba6f8d8,Low
2023-12-04 10:35:55,2023-12-04 10:41:39,IP Address,24.246.118.194,100,344,True,2023-12-04 10:41:40,R_2QKyWUxnbeBiRph,,,,,40.6793,-74.5574,anonymous,EN,I agree to participate.,601e13b872774f263d64acac,14.773,223.681,300.159,26,113 feet,x = -2,x15,13,2.06,-34,6,63°,3,4x2 + 32x + 48,10,34,Male,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",no,601e13b872774f263d64acac,High
2023-12-04 10:34:25,2023-12-04 10:41:41,IP Address,73.100.11.107,100,436,True,2023-12-04 10:41:42,R_1dyoWildwcucCdm,,,,,42.3153,-71.1611,anonymous,EN,I agree to participate.,6266e63b82fa38e800e33a24,19.304,275.398,300.037,9,54 feet,x = -2y,x15,13,5.05,-34,12,63°,-3,,5,57,Male,Asian,"Some college, but no degree",I would love to do more like this!,6266e63b82fa38e800e33a24,Low
2023-12-04 10:35:09,2023-12-04 10:41:45,IP Address,104.230.99.143,100,395,True,2023-12-04 10:41:46,R_2ebxZPAA2F2UUyd,,,,,41.1389,-81.8629,anonymous,EN,I agree to participate.,6560b636b6a7fdd41f30fa4e,42.693,280.174,300.023,5,113 feet,x = -2y,x15,11,,,,,,,3,44,Female,White or Caucasian,"Some college, but no degree",,6560b636b6a7fdd41f30fa4e,Low
2023-12-04 10:35:53,2023-12-04 10:41:53,IP Address,174.176.52.152,100,360,True,2023-12-04 10:41:54,R_1CDunZrXjMOpAEG,,,,,25.7259,-80.4036,anonymous,EN,I agree to participate.,652c821a3d99a68b56fe9bcb,5.406,288.811,300.173,34,113 feet,x - 2 = y,2x5,13,2.06,-22,6,63°,-6,4x2 + 16x + 48,5,30,Male,White or Caucasian,High school diploma or GED,,652c821a3d99a68b56fe9bcb,High
2023-12-04 10:33:44,2023-12-04 10:41:59,IP Address,72.183.44.68,100,494,True,2023-12-04 10:41:59,R_1lcaGn37lJkp5mX,,,,,33.1909,-96.6198,anonymous,EN,I agree to participate.,5c58fdd6fa9e940001080c18,53.027,268.207,300.015,6,54 feet,x = -2y,x15,13,2.06,,,,,,4,40,Female,White or Caucasian,Bachelor’s degree,,5c58fdd6fa9e940001080c18,High
2023-12-04 10:36:16,2023-12-04 10:41:59,IP Address,67.177.37.216,100,343,True,2023-12-04 10:42:00,R_3Ed7V6YA9xkJKC5,,,,,40.495,-111.4102,anonymous,EN,I agree to participate.,65551c78282878272cdc2102,6.168,286.961,300.114,7,36 feet,x = -2y,x15,13,2.07,-34,6,,,,5,47,Female,Asian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",,65551c78282878272cdc2102,High
2023-12-04 10:36:02,2023-12-04 10:42:00,IP Address,108.6.254.92,100,357,True,2023-12-04 10:42:01,R_31oM5WA53rXEBMi,,,,,40.7973,-73.6473,anonymous,EN,I agree to participate.,651752412b1f19fef16f6902,2.62,295.572,300.01,37,36 feet,x = -2,x15,13,5.05,-22,,,,,3,49,Male,White or Caucasian,Bachelor’s degree,,651752412b1f19fef16f6902,High
2023-12-04 10:35:15,2023-12-04 10:42:14,IP Address,67.1.196.94,100,418,True,2023-12-04 10:42:14,R_2v0WlWLZfrDBqYI,,,,,32.213,-110.8279,anonymous,EN,I agree to participate.,6526c3297277ece1f3273549,23.438,170.151,300.024,8,108 feet,x - 2 = y,x8,11,2.06,-22,12,63°,,,3,74,Male,White or Caucasian,Associates or technical degree,,6526c3297277ece1f3273549,High
2023-12-04 10:36:07,2023-12-04 10:42:21,IP Address,172.223.223.124,100,374,True,2023-12-04 10:42:22,R_2QS44uZKsMFDtCz,,,,,44.6479,-124.0507,anonymous,EN,I agree to participate.,64a5e28179aa71f8f7d29e69,13.896,249.787,300.12,12,113 feet,x - 2 = y,x8,13,5.05,-22,12,117°,-3,2x2 + 7x + 24,3,55,Female,White or Caucasian,Associates or technical degree,,64a5e28179aa71f8f7d29e69,Low
2023-12-04 10:36:50,2023-12-04 10:42:45,IP Address,108.183.193.95,100,355,True,2023-12-04 10:42:46,R_2fiGwZ5xWYWGN62,,,,,43.2252,-76.1351,anonymous,EN,I agree to participate.,610a81561cb8c17ebce209b3,5.857,299.489,300.089,14,113 feet,x = -2y,x15,13,2.06,-34,6,63°,6,,5,31,Male,White or Caucasian,"Some college, but no degree",,610a81561cb8c17ebce209b3,Low
2023-12-04 10:35:50,2023-12-04 10:42:50,IP Address,207.255.87.33,100,419,True,2023-12-04 10:42:51,R_3Kw1eUofFv4H8BQ,,,,,40.5222,-78.4034,anonymous,EN,I agree to participate.,63da9d744c860382808770bd,8.277,279.339,301.648,23,113 feet,x - 2 = y,x15,13,2.07,14,,,,,2,62,Female,Other,High school diploma or GED,No Thanks,63da9d744c860382808770bd,Low
2023-12-04 10:34:58,2023-12-04 10:43:06,IP Address,212.102.40.177,100,487,True,2023-12-04 10:43:07,R_1GUGGQCw5f0yZIK,,,,,32.7797,-96.8022,anonymous,EN,I agree to participate.,6527336a10697bd2ce775a8e,4.567,209.046,300.116,41,113 feet,x - 2 = y,x15,13,5.05,-22,6,117°,3,4x2 + 32x + 48,4,48,Male,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",good study,6527336a10697bd2ce775a8e,Low
2023-12-04 10:37:20,2023-12-04 10:43:09,IP Address,172.56.165.124,100,348,True,2023-12-04 10:43:10,R_278RfTAsZqLuEQ3,,,,,40.6372,-73.9037,anonymous,EN,I agree to participate.,65486ad91a5493d24f94d4d1,70.3,296.799,300.097,8,113 feet,x = -2y,x15,13,5.05,-34,6,63°,,,7,31,Male,Asian,Bachelor’s degree,none,65486ad91a5493d24f94d4d1,High
2023-12-04 10:34:39,2023-12-04 10:43:17,IP Address,174.208.105.199,100,518,True,2023-12-04 10:43:18,R_2rNtAyRSHgI6Nk5,,,,,38.6353,-121.4558,anonymous,EN,I agree to participate.,5c3c4726e8da5300012422c1,33.626,256.841,300.015,10,113 feet,y = -2,x8,13,5.05,-34,6,63°,6,,6,57,Female,White or Caucasian,Associates or technical degree,,5c3c4726e8da5300012422c1,Low
2023-12-04 10:37:37,2023-12-04 10:43:30,IP Address,76.92.131.158,100,353,True,2023-12-04 10:43:31,R_2zbVzsREfcbm6sA,,,,,39.214,-94.5826,anonymous,EN,I agree to participate.,5cb2e89bc29be80001b13ed6,21.218,277.443,300.03,27,113 feet,x - 2 = y,x15,13,2.060154,14,,,,,3,50,Female,White or Caucasian,High school diploma or GED,"None thank you ",5cb2e89bc29be80001b13ed6,Low
2023-12-04 10:36:19,2023-12-04 10:43:37,IP Address,71.232.119.71,100,437,True,2023-12-04 10:43:37,R_1cTA8osZj08nEQk,,,,,42.2903,-71.0798,anonymous,EN,I agree to participate.,5f0c98239c6dab0fadfee6de,10.765,217.714,300.009,28,36 feet,x - 2 = y,x15,13,5.05,-34,6,117°,6,4x2 + 16x + 48,5,35,Male,White or Caucasian,Bachelor’s degree,none,5f0c98239c6dab0fadfee6de,High
2023-12-04 10:37:43,2023-12-04 10:44:05,IP Address,68.82.105.205,100,382,True,2023-12-04 10:44:06,R_3HZGDxWKTpMHkql,,,,,40.1533,-74.9937,anonymous,EN,I agree to participate.,653a65476318172f30e8856a,17.94,178.196,300.119,11,36 feet,x = -2,x25,13,2.06,-22,6,117°,-3,4x2 + 16x + 16,2,70,Female,White or Caucasian,"Some college, but no degree",Math is why I didn't complete college,653a65476318172f30e8856a,High
2023-12-04 10:38:20,2023-12-04 10:44:28,IP Address,108.81.235.92,100,367,True,2023-12-04 10:44:28,R_xhzihendBDdtVQZ,,,,,28.5464,-81.2585,anonymous,EN,I agree to participate.,64d50c4b3a44318d98f4f5b2,10.501,299.199,300.039,80,36 feet,y = -2,x15,13,2.07,-22,12,180°,6,4x2 + 16x + 48,0,50,Female,White or Caucasian,"Some college, but no degree",,64d50c4b3a44318d98f4f5b2,High
2023-12-04 10:39:00,2023-12-04 10:44:39,IP Address,24.173.14.140,100,339,True,2023-12-04 10:44:40,R_O0s5Hylo5VgPC9P,,,,,30.1547,-95.1992,anonymous,EN,I agree to participate.,630da8a405a780b7f8c3002f,5.389,45.278,300.189,13,36 feet,x - 2 = y,x8,13,2.06,14,8,180°,6,4x2 + 16x + 48,3,34,Male,Black or African American,Bachelor’s degree,,630da8a405a780b7f8c3002f,Low
2023-12-04 10:38:30,2023-12-04 10:44:40,IP Address,68.7.38.223,100,370,True,2023-12-04 10:44:41,R_2wMH5xEeeQm4j6i,,,,,32.7766,-116.9204,anonymous,EN,I agree to participate.,6400e1da013c92ee33537ed8,25.978,220.382,300.029,10,108 feet,x = -2,x15,13,5.05,-34,6,63°,-3,4x2 + 32x + 48,5,52,Male,Other,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",,6400e1da013c92ee33537ed8,High
2023-12-04 10:38:49,2023-12-04 10:44:45,IP Address,72.226.3.45,100,355,True,2023-12-04 10:44:45,R_1gIN7doyEdikrTW,,,,,40.7465,-73.909,anonymous,EN,I agree to participate.,5fea37d652b0e25493cd4802,38.771,278.197,300.011,7,113 feet,y = -2,x15,13,5.05,-34,8,,,,2,33,Female,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",,5fea37d652b0e25493cd4802,High
2023-12-04 10:34:10,2023-12-04 10:44:45,IP Address,71.199.148.206,100,635,True,2023-12-04 10:44:46,R_3OddlTjJLrHZ6MS,,,,,33.5631,-84.5832,anonymous,EN,I agree to participate.,652fcdc57cc2ae3b4731184b,25.395,266.683,300.029,7,36 feet,x = -2y,x15,11,2.06,-22,,,,,2,54,Male,Black or African American,Associates or technical degree,,652fcdc57cc2ae3b4731184b,Low
2023-12-04 10:38:18,2023-12-04 10:44:50,IP Address,75.177.232.28,100,391,True,2023-12-04 10:44:50,R_3UGcsU8HK9Ixcbf,,,,,34.4125,-79.3805,anonymous,EN,I agree to participate.,6276044d01f3dab873d5b0a5,36.073,237.721,300.112,5,113 feet,x = -2,x15,11,5.05,,,,,,5,43,Male,White or Caucasian,High school diploma or GED,,6276044d01f3dab873d5b0a5,Low
2023-12-04 10:39:09,2023-12-04 10:45:03,IP Address,24.101.131.141,100,354,True,2023-12-04 10:45:04,R_1BXJksr2RA45AtM,,,,,40.0265,-79.5566,anonymous,EN,I agree to participate.,650b0eb2e8c0266da78521fb,24.522,299.112,300.015,29,113 feet,x = -2,x8,13,5.05,-34,6,63°,3,4x2 + 32x + 48,8,39,Female,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",,650b0eb2e8c0266da78521fb,High
2023-12-04 10:39:32,2023-12-04 10:45:05,IP Address,209.55.79.57,100,332,True,2023-12-04 10:45:05,R_2YonJUGNAKrfkya,,,,,31.4453,-98.5825,anonymous,EN,I agree to participate.,5cd34d42fe890a00174debb5,64.413,299.688,300.008,12,108 feet,x = -2y,x15,11,,14,12,63°,-3,4x2 + 32x + 48,3,22,Male,White or Caucasian,"Some college, but no degree",,5cd34d42fe890a00174debb5,Low
2023-12-04 10:38:45,2023-12-04 10:45:16,IP Address,76.50.201.11,100,390,True,2023-12-04 10:45:17,R_27Ew9t1WDy20n6T,,,,,34.2548,-118.588,anonymous,EN,I agree to participate.,651b249337102ada9fee4951,8.791,260.724,300.138,58,36 feet,x - 2 = y,x15,11,2.060154,-22,6,63°,-3,4x2 + 16x + 48,3,37,Female,Other,Associates or technical degree,,651b249337102ada9fee4951,Low
2023-12-04 10:36:50,2023-12-04 10:45:24,IP Address,173.64.10.3,100,514,True,2023-12-04 10:45:25,R_3GqBhQBpJ0zFPe0,,,,,42.8354,-78.7573,anonymous,EN,I agree to participate.,628f700669d5f6e4e33c8d8e,14.667,120.481,300.025,10,54 feet,x - 2 = y,x15,11,5.05,42,6,63°,-6,4x2 + 16x + 48,3,71,Male,White or Caucasian,Bachelor’s degree,"This type of survey is meant for an active student in high school or college who is taking algebra and more.  Most adults will not be versed or remember their school classes for such calculations.  I can balance my checkbook and find any errors. ",628f700669d5f6e4e33c8d8e,Low
