StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,QID2,QID3,QID21_First Click,QID21_Last Click,QID21_Page Submit,QID21_Click Count,CT&PS4,CT&PS6,CT&PS8,EI1,EI4,EI5,EI9,S&C4,S&C6,S&C8,Guess,Guess_L,Age,Gender,Ethnicity,Education,Comments,SC0,PROLIFIC_PID,default,Score
2024-05-16 11:27:35,2024-05-16 11:35:33,IP Address,107.145.247.35,100,477,True,2024-05-16 11:35:34,R_6hzZuzt0huzEwQz,,,,,28.5978,-81.3024,anonymous,EN,I agree to participate.,5a6b580de6cc4a0001b6a06b,2.972,269.047,300.12,18,Museum,"Concerto ","Talk ",irritated,worried,fantasizing,affectionate,Speaking confidently,To understand and respect cultural differences,"""Ok. You say it's pretty bad but is there any concrete feedback you can give me to make it better?""",,Compete against the Low Performer Group,42,Female,Other,Bachelor’s degree,,3,5a6b580de6cc4a0001b6a06b,Low,3
2024-05-16 11:19:05,2024-05-16 11:36:01,IP Address,71.63.164.210,100,1016,True,2024-05-16 11:36:02,R_28BN0EkWcXUiFyh,,,,,45.7126,-122.6239,anonymous,EN,I agree to participate.,5cb128db0d14d3001838eef5,79.346,181.637,300.066,6,once upon a moon,,small talk,playful,worried,fantasizing,playful,Maintaining eye contact with the audience,To understand and respect cultural differences,"""I appreciate your honesty but let's ignore what's bad and focus on what's good. What did you like about it?""",Compete against the Low Performer Group,,46,Female,Asian,Bachelor’s degree,,5,5cb128db0d14d3001838eef5,High,5
2024-05-16 11:24:22,2024-05-16 11:36:48,IP Address,172.58.209.251,100,746,True,2024-05-16 11:36:49,R_1TZdX9hg3vBOpVH,,,,,33.9555,-118.2863,anonymous,EN,I agree to participate.,66375415c3c10e7bb36351dc,74.173,296.896,300.034,9,MOON ONCE,OPERATION,TALK,comforting,,,,,,,,Compete against the Low Performer Group,65,Male,Black or African American,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",,0,66375415c3c10e7bb36351dc,Low,0
2024-05-16 11:31:20,2024-05-16 11:37:21,IP Address,47.185.3.58,100,361,True,2024-05-16 11:37:22,R_3qNAzw92Mr7gR39,,,,,32.9321,-97.2834,anonymous,EN,I agree to participate.,63d1462855a43c2aa551bda2,1.374,177.073,300.02,17,Once in a blue moon,,small talk,playful,worried,uneasy,doubtful,Speaking confidently,To understand and respect cultural differences,"""Ok. You say it's pretty bad but is there any concrete feedback you can give me to make it better?""",,Compete against the Low Performer Group,31,Male,White or Caucasian,Bachelor’s degree,,8,63d1462855a43c2aa551bda2,Low,8
2024-05-16 11:32:00,2024-05-16 11:39:11,IP Address,104.33.74.220,100,431,True,2024-05-16 11:39:12,R_2QuZP1CHDUQih6b,,,,,34.1283,-118.0514,anonymous,EN,I agree to participate.,65f90cafdbdb392902db1918,3.041,243.484,300.154,23,once on,overstock,talk,irritated,worried,fantasizing,doubtful,Speaking confidently,To understand and respect cultural differences,"""I'm grateful for your feedback and eager to learn. I'll be responsible for the result but, if you have any time, can I watch you fix it?""",,Compete against the High Performer Group,19,Male,White or Caucasian,"Some college, but no degree",,3,65f90cafdbdb392902db1918,Low,3
2024-05-16 11:31:21,2024-05-16 11:39:15,IP Address,172.59.32.150,100,473,True,2024-05-16 11:39:16,R_2CmwTpTylQaR9Vy,,,,,39.9216,-82.8664,anonymous,EN,I agree to participate.,5cf03d69b094d700013e4d54,1.9,219.136,300.019,12,once in a blue moon,PAINLESS OPERATION,talking box,irritated,worried,uneasy,aghast,Maintaining eye contact with the audience,To understand and respect cultural differences,"""Thank you. Can I come back to you after I look online for some resources to help me fix it?""",Compete against the Low Performer Group,,31,Female,Asian,Bachelor’s degree,,6,5cf03d69b094d700013e4d54,High,6
2024-05-16 11:25:03,2024-05-16 11:39:21,IP Address,45.23.126.197,100,858,True,2024-05-16 11:39:22,R_5b2NWanVKN71xjr,,,,,33.9449,-117.3834,anonymous,EN,I agree to participate.,607fe1df924739a885d805fb,1.815,167.125,300.093,19,,,,playful,worried,uneasy,affectionate,Speaking confidently,,,,Compete against the Low Performer Group,31,Male,White or Caucasian,Bachelor’s degree,I could do the faces questions but I blanked on the others which was annoying.,3,607fe1df924739a885d805fb,Low,3
2024-05-16 11:32:44,2024-05-16 11:39:27,IP Address,70.234.252.193,100,403,True,2024-05-16 11:39:28,R_7lX3G0NBEp63zEG,,,,,30.3773,-97.71,anonymous,EN,I agree to participate.,5d0fc2558cf933001663c77b,3.63,281.423,300.024,11,Once in a blue moon,"over, ",talkative,playful,worried,fantasizing,affectionate,Speaking confidently,To understand and respect cultural differences,"""I'm grateful for your feedback and eager to learn. I'll be responsible for the result but, if you have any time, can I watch you fix it?""",Compete against the High Performer Group,,41,Female,White or Caucasian,"Some college, but no degree",,4,5d0fc2558cf933001663c77b,High,4
2024-05-16 11:30:35,2024-05-16 11:39:54,IP Address,50.223.32.18,100,559,True,2024-05-16 11:39:55,R_7Ey0dJMKrLoJK7U,,,,,47.8353,-122.284,anonymous,EN,I agree to participate.,5e4db97c679288216771f059,2.711,212.804,300.048,13,on moon,others,talk,playful,worried,fantasizing,affectionate,Maintaining eye contact with the audience,To understand and respect cultural differences,"""I'm grateful for your feedback and eager to learn. I'll be responsible for the result but, if you have any time, can I watch you fix it?""",Compete against the Low Performer Group,,54,Female,Asian,Bachelor’s degree,,4,5e4db97c679288216771f059,High,4
2024-05-16 11:33:33,2024-05-16 11:40:04,IP Address,70.95.36.52,100,391,True,2024-05-16 11:40:05,R_1MJQ5WnaWkCvasO,,,,,32.7994,-117.1686,anonymous,EN,I agree to participate.,6148c0a6e2353cbbac1cd506,43.438,241.958,300.074,10,,,speak,playful,worried,uneasy,affectionate,Speaking confidently,To understand and respect cultural differences,"""Ok. You say it's pretty bad but is there any concrete feedback you can give me to make it better?""",Compete against the Low Performer Group,,70,Male,White or Caucasian,"Some college, but no degree",,5,6148c0a6e2353cbbac1cd506,High,5
2024-05-16 11:33:30,2024-05-16 11:40:41,IP Address,99.147.143.14,100,431,True,2024-05-16 11:40:41,R_18Hb7zbWFNLDWFK,,,,,33.2908,-96.9905,anonymous,EN,I agree to participate.,5e72ca5b264abb21732427cf,3.54,175.208,300.033,24,move on,over,talk,playful,worried,fantasizing,playful,Speaking confidently,To understand and respect cultural differences,"""Thank you. Can I come back to you after I look online for some resources to help me fix it?""",,Compete against the Low Performer Group,39,Female,Asian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",,3,5e72ca5b264abb21732427cf,Low,3
2024-05-16 11:34:10,2024-05-16 11:41:18,IP Address,75.82.46.25,100,427,True,2024-05-16 11:41:18,R_1ob5QDnztb1vxT2,,,,,34.1004,-118.2946,anonymous,EN,I agree to participate.,6047d1d9637a510a06458c85,1.57,297.712,300.026,68,once in a blue moon,,small talk,irritated,worried,fantasizing,doubtful,Speaking confidently,To understand and respect cultural differences,"""Ok. You say it's pretty bad but is there any concrete feedback you can give me to make it better?""",,Compete against the Low Performer Group,25,Male,Other,High school diploma or GED,,6,6047d1d9637a510a06458c85,Low,6
2024-05-16 11:36:02,2024-05-16 11:42:36,IP Address,67.80.249.82,100,393,True,2024-05-16 11:42:37,R_29WyIJPpFR7GoVj,,,,,40.8527,-74.6514,anonymous,EN,I agree to participate.,60cefee15b44bd17785295f1,2.455,291.543,300.055,15,once in a blue moon,operation,small talk,irritated,sarcastic,fantasizing,playful,Speaking confidently,To understand and respect cultural differences,"""I'm grateful for your feedback and eager to learn. I'll be responsible for the result but, if you have any time, can I watch you fix it?""",Compete against the High Performer Group,,68,Male,Asian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",,3,60cefee15b44bd17785295f1,High,3
2024-05-16 11:35:58,2024-05-16 11:43:24,IP Address,174.230.145.114,100,445,True,2024-05-16 11:43:24,R_7Bm6XiuMJIwRjgt,,,,,35.1512,-89.972,anonymous,EN,I agree to participate.,60fb26e75427cb8125f2e4a4,1.595,239.371,300.087,28,Once in a blue moon,painless operation,small talk,playful,worried,fantasizing,affectionate,Speaking confidently,To understand and respect cultural differences,"""Ok. You say it's pretty bad but is there any concrete feedback you can give me to make it better?""",Compete against the High Performer Group,,54,Female,White or Caucasian,Associates or technical degree,,7,60fb26e75427cb8125f2e4a4,High,7
2024-05-16 11:37:57,2024-05-16 11:44:49,IP Address,174.29.95.241,100,412,True,2024-05-16 11:44:50,R_6dBjP7nq5rGnHy3,,,,,39.6796,-104.9626,anonymous,EN,I agree to participate.,6612bd96ca838588cd93d6c0,4.808,119.1,300.09,12,once in a blue moon,operation,small talk,playful,worried,fantasizing,affectionate,Speaking confidently,To understand and respect cultural differences,"""Ok. You say it's pretty bad but is there any concrete feedback you can give me to make it better?""",,Compete against the High Performer Group,52,Male,Other,Associates or technical degree,you should have mentioned this was a multiple-part study in the description,6,6612bd96ca838588cd93d6c0,Low,6
2024-05-16 11:38:49,2024-05-16 11:45:46,IP Address,172.56.83.206,100,416,True,2024-05-16 11:45:47,R_2DBSRsdRCHhwOtB,,,,,33.3804,-112.0246,anonymous,EN,I agree to participate.,6157b4423b44be8c20642f98,16.37,248.577,300.18,15,once in a blue moon,painless operation,talk,playful,worried,uneasy,doubtful,Maintaining eye contact with the audience,To understand and respect cultural differences,"""Ok. You say it's pretty bad but is there any concrete feedback you can give me to make it better?""",,Compete against the Low Performer Group,37,Female,Asian,Bachelor’s degree,,9,6157b4423b44be8c20642f98,Low,9
2024-05-16 11:41:01,2024-05-16 11:46:54,IP Address,71.72.199.146,100,353,True,2024-05-16 11:46:55,R_2YVMMIgG2Tl24tw,,,,,39.1669,-83.6016,anonymous,EN,I agree to participate.,6623e6a65d7699a9a3f1f751,11.42,121.876,300.021,11,once in a blue moon,na,small talk,irritated,worried,uneasy,doubtful,Speaking confidently,To understand and respect cultural differences,"""Ok. You say it's pretty bad but is there any concrete feedback you can give me to make it better?""",Compete against the High Performer Group,,26,Female,White or Caucasian,"Some college, but no degree",,7,6623e6a65d7699a9a3f1f751,High,7
2024-05-16 11:40:20,2024-05-16 11:46:59,IP Address,76.107.194.240,100,399,True,2024-05-16 11:47:00,R_7U6mPiUgMonO2sI,,,,,32.4143,-90.1185,anonymous,EN,I agree to participate.,5dd31d3216d10c341d2d2c7e,5.017,222.64,300.022,15,once in a blue moon,operation,communicate,playful,worried,uneasy,aghast,Maintaining eye contact with the audience,To understand and respect cultural differences,"""Ok. You say it's pretty bad but is there any concrete feedback you can give me to make it better?""",,Compete against the Low Performer Group,37,Female,Black or African American,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",n.a,7,5dd31d3216d10c341d2d2c7e,Low,7
2024-05-16 11:39:48,2024-05-16 11:47:04,IP Address,66.30.3.126,100,435,True,2024-05-16 11:47:04,R_3eM0qWi6ZZnd03v,,,,,41.6551,-70.2945,anonymous,EN,I agree to participate.,6596bd0080a6c5fb83b93520,1.866,297.587,300.124,72,Oncemoon,oberat,talk,playful,worried,uneasy,doubtful,Maintaining eye contact with the audience,To understand and respect cultural differences,"""Ok. You say it's pretty bad but is there any concrete feedback you can give me to make it better?""",Compete against the High Performer Group,,48,Female,Asian,Bachelor’s degree,,7,6596bd0080a6c5fb83b93520,High,7
2024-05-16 11:39:45,2024-05-16 11:47:27,IP Address,100.6.158.100,100,461,True,2024-05-16 11:47:28,R_12nH7mJkax19pC4,,,,,40.3685,-80.0504,anonymous,EN,I agree to participate.,5deadb731aaabf212ed16016,1.265,202.942,300.083,11,once in a blue moon,painless operation,small talk,playful,worried,fantasizing,affectionate,Speaking confidently,To understand and respect cultural differences,"""Ok. You say it's pretty bad but is there any concrete feedback you can give me to make it better?""",,Compete against the Low Performer Group,36,Male,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",,7,5deadb731aaabf212ed16016,Low,7
2024-05-16 11:41:02,2024-05-16 11:47:28,IP Address,68.203.163.83,100,385,True,2024-05-16 11:47:29,R_22ZK6OBJxaXaMg1,,,,,32.6609,-97.0342,anonymous,EN,I agree to participate.,6290ddd05d614beb1ebce874,1.587,288.574,300.153,26,COMMON,OPERATION,talk,irritated,worried,uneasy,affectionate,Speaking confidently,To understand and respect cultural differences,"""I'm grateful for your feedback and eager to learn. I'll be responsible for the result but, if you have any time, can I watch you fix it?""",,Compete against the Low Performer Group,26,Male,Asian,Bachelor’s degree,,3,6290ddd05d614beb1ebce874,Low,3
2024-05-16 11:40:05,2024-05-16 11:47:37,IP Address,107.10.14.104,100,452,True,2024-05-16 11:47:38,R_8JccJ3B5DzRjNFT,,,,,40.9794,-81.5357,anonymous,EN,I agree to participate.,5dd6e8e3e426bd67d5b1c7e0,1.129,209.997,300.17,12,Once in a blue moon.,Painless operation,Small talk,playful,worried,fantasizing,affectionate,Maintaining eye contact with the audience,To understand and respect cultural differences,"""Ok. You say it's pretty bad but is there any concrete feedback you can give me to make it better?""",Compete against the High Performer Group,,50,Female,Asian,Bachelor’s degree,,7,5dd6e8e3e426bd67d5b1c7e0,High,7
2024-05-16 11:41:58,2024-05-16 11:47:46,IP Address,136.226.56.97,100,347,True,2024-05-16 11:47:46,R_5AZwtPzHjl6s1KV,,,,,47.6034,-122.3414,anonymous,EN,I agree to participate.,643f385f50c7a5996c445a37,1.806,299.471,300.028,21,once in a blue moon,painless operation,small talk,playful,worried,fantasizing,affectionate,Speaking confidently,To understand and respect cultural differences,"""Ok. You say it's pretty bad but is there any concrete feedback you can give me to make it better?""",Compete against the High Performer Group,,43,Male,White or Caucasian,Bachelor’s degree,,7,643f385f50c7a5996c445a37,High,7
2024-05-16 11:41:57,2024-05-16 11:48:11,IP Address,107.143.139.64,100,374,True,2024-05-16 11:48:12,R_1V4L3pVOU2hdrgg,,,,,42.5403,-83.379,anonymous,EN,I agree to participate.,63f77983c22478f8fb1d79a8,1.116,254.675,300.023,26,Once in a blue moon,OPERATION,small talk,playful,worried,fantasizing,doubtful,Speaking confidently,To understand and respect cultural differences,"""Ok. You say it's pretty bad but is there any concrete feedback you can give me to make it better?""",,Compete against the High Performer Group,41,Male,Asian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",,7,63f77983c22478f8fb1d79a8,Low,7
2024-05-16 11:40:50,2024-05-16 11:48:13,IP Address,24.160.103.192,100,443,True,2024-05-16 11:48:14,R_3SigJJiBJ3aueKd,,,,,28.1885,-81.2695,anonymous,EN,I agree to participate.,616da8d2898bf561b8c61a05,2.99,247.067,300.052,77,once in a blue moon,painless operation,small talk,playful,worried,fantasizing,affectionate,Speaking confidently,To understand and respect cultural differences,"""I'm grateful for your feedback and eager to learn. I'll be responsible for the result but, if you have any time, can I watch you fix it?""",Compete against the High Performer Group,,30,Male,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",,6,616da8d2898bf561b8c61a05,High,6
2024-05-16 11:41:46,2024-05-16 11:48:19,IP Address,75.243.195.222,100,393,True,2024-05-16 11:48:20,R_7rde6enGAFLgPJ4,,,,,45.5777,-122.6795,anonymous,EN,I agree to participate.,616c1cc2510fe9022f6577f8,5.129,119.718,300.12,10,once in a blue moon,mind the gap,small talk,playful,worried,fantasizing,playful,Speaking confidently,To understand and respect cultural differences,"""Ok. You say it's pretty bad but is there any concrete feedback you can give me to make it better?""",,Compete against the Low Performer Group,54,Male,White or Caucasian,Bachelor’s degree,Nothing to add - thank you.,6,616c1cc2510fe9022f6577f8,Low,6
2024-05-16 11:43:24,2024-05-16 11:49:43,IP Address,74.96.52.85,100,378,True,2024-05-16 11:49:43,R_13LNlkUDmNfQLYd,,,,,38.9091,-77.0203,anonymous,EN,I agree to participate.,65cbbb3a8fd2351d0029f2b3,18.209,228.359,300.12,14,mooncone,operator,small talk,playful,worried,uneasy,affectionate,Maintaining eye contact with the audience,To understand and respect cultural differences,"""I'm grateful for your feedback and eager to learn. I'll be responsible for the result but, if you have any time, can I watch you fix it?""",Compete against the High Performer Group,,22,Female,Asian,Bachelor’s degree,,6,65cbbb3a8fd2351d0029f2b3,High,6
2024-05-16 11:43:04,2024-05-16 11:50:15,IP Address,67.213.62.70,100,430,True,2024-05-16 11:50:15,R_2kTWA5DyPCSzKu4,,,,,35.9185,-80.5387,anonymous,EN,I agree to participate.,6638d5cffc98d5e437bd8d99,5.042,149.362,300.02,11,once in a moon,operation,square talk,irritated,worried,uneasy,affectionate,Speaking confidently,To understand and respect cultural differences,"""I'm grateful for your feedback and eager to learn. I'll be responsible for the result but, if you have any time, can I watch you fix it?""",Compete against the High Performer Group,,62,Female,White or Caucasian,High school diploma or GED,,3,6638d5cffc98d5e437bd8d99,High,3
2024-05-16 11:41:53,2024-05-16 11:51:43,IP Address,24.11.171.117,100,590,True,2024-05-16 11:51:43,R_2edWEXLToAEV2oz,,,,,32.7776,-79.9413,anonymous,EN,I agree to participate.,66394a51094e646c0a97d78b,1.7,223.776,300.103,16,moon once,other,talk,comforting,worried,fantasizing,affectionate,Maintaining eye contact with the audience,To understand and respect cultural differences,"""I'm grateful for your feedback and eager to learn. I'll be responsible for the result but, if you have any time, can I watch you fix it?""",,Compete against the Low Performer Group,29,Male,Black or African American,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",,3,66394a51094e646c0a97d78b,Low,3
2024-05-16 11:42:07,2024-05-16 11:52:12,IP Address,174.229.119.137,100,604,True,2024-05-16 11:52:12,R_71WRC5FAAlxesig,,,,,42.0487,-87.8905,anonymous,EN,I agree to participate.,65f6bf258f857b1871325ef7,16.375,255.86,300.094,10,once or more,OPERATOR,talking,irritated,worried,fantasizing,aghast,Speaking confidently,To understand and respect cultural differences,"""Ok. You say it's pretty bad but is there any concrete feedback you can give me to make it better?""",,Compete against the High Performer Group,38,Male,Black or African American,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",,3,65f6bf258f857b1871325ef7,Low,3
2024-05-16 11:47:08,2024-05-16 11:54:13,IP Address,68.83.251.213,100,424,True,2024-05-16 11:54:14,R_70NbxmcQtjMjJBA,,,,,40.185,-75.0041,anonymous,EN,I agree to participate.,664413c651a3f2f809ab2491,11.967,230.887,300.023,13,once in a blue moon,alberto,small talk,irritated,irritated,fantasizing,doubtful,Speaking confidently,To understand and respect cultural differences,"""I'm grateful for your feedback and eager to learn. I'll be responsible for the result but, if you have any time, can I watch you fix it?""",,Compete against the Low Performer Group,19,Male,White or Caucasian,High school diploma or GED,,4,664413c651a3f2f809ab2491,Low,4
2024-05-16 11:46:50,2024-05-16 11:54:14,IP Address,24.107.85.75,100,444,True,2024-05-16 11:54:15,R_2n91zAktLmjaInW,,,,,38.6101,-90.56,anonymous,EN,I agree to participate.,5ee561897247c02ad544c299,2.706,188.018,300.029,12,once in a blue moon,,small talk,playful,worried,fantasizing,affectionate,Speaking confidently,To understand and respect cultural differences,"""Ok. You say it's pretty bad but is there any concrete feedback you can give me to make it better?""",Compete against the High Performer Group,,42,Male,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",no issues,6,5ee561897247c02ad544c299,High,6
2024-05-16 11:45:27,2024-05-16 11:54:15,IP Address,76.146.14.62,100,528,True,2024-05-16 11:54:16,R_8XbWJ88vB2ls7Pr,,,,,47.8534,-122.2438,anonymous,EN,I agree to participate.,5d4c7acd2799110019400b6a,11.49,210.393,300.044,12,once on moon,,,playful,worried,fantasizing,doubtful,Maintaining eye contact with the audience,To understand and respect cultural differences,,Compete against the High Performer Group,,73,Female,Other,High school diploma or GED,No,5,5d4c7acd2799110019400b6a,High,5
2024-05-16 11:48:19,2024-05-16 11:54:19,IP Address,108.203.10.247,100,360,True,2024-05-16 11:54:20,R_1EclVTUknZkwZGz,,,,,34.1657,-118.3409,anonymous,EN,I agree to participate.,5c76714a6b5631000145764f,4.07,298.892,300.112,47,Once blue moon,operation,"Talk, talking.",playful,worried,fantasizing,doubtful,Speaking confidently,To understand and respect cultural differences,"""I'm grateful for your feedback and eager to learn. I'll be responsible for the result but, if you have any time, can I watch you fix it?""",,Compete against the High Performer Group,27,Male,White or Caucasian,Associates or technical degree,,4,5c76714a6b5631000145764f,Low,4
2024-05-16 11:47:23,2024-05-16 11:54:37,IP Address,104.7.56.57,100,433,True,2024-05-16 11:54:38,R_6D8MOoBpOU0LCEt,,,,,32.6291,-90.01,anonymous,EN,I agree to participate.,5c330cefca23620001b262b1,9.578,256.334,300.131,63,,operation,talk,irritated,worried,fantasizing,doubtful,Speaking confidently,To understand and respect cultural differences,"""Thank you. Can I come back to you after I look online for some resources to help me fix it?""",Compete against the Low Performer Group,,59,Female,Black or African American,"Some college, but no degree",,3,5c330cefca23620001b262b1,High,3
2024-05-16 11:44:39,2024-05-16 11:54:46,IP Address,102.91.52.82,100,607,True,2024-05-16 11:54:47,R_3H2d930ojS41RRY,,,,,12.996,7.6049,anonymous,EN,I agree to participate.,64860c8cfd693e6467ad6d15,9.498,226.974,300.043,13,once in a blue moon,operation,,irritated,worried,uneasy,affectionate,Speaking confidently,To understand and respect cultural differences,"""I'm grateful for your feedback and eager to learn. I'll be responsible for the result but, if you have any time, can I watch you fix it?""",Compete against the High Performer Group,,67,Male,Black or African American,Bachelor’s degree,,4,64860c8cfd693e6467ad6d15,High,4
2024-05-16 11:46:13,2024-05-16 11:55:16,IP Address,73.11.209.232,100,542,True,2024-05-16 11:55:16,R_8pWocDFtJ2AnrgJ,,,,,47.0879,-122.1879,anonymous,EN,I agree to participate.,65cd1e5f0906cdfd7a2ecff9,9.565,269.172,300.058,11,mansion,,,comforting,worried,fantasizing,doubtful,Speaking confidently,To understand and respect cultural differences,"""Ok. You say it's pretty bad but is there any concrete feedback you can give me to make it better?""",,Compete against the Low Performer Group,51,Female,Black or African American,High school diploma or GED,,4,65cd1e5f0906cdfd7a2ecff9,Low,4
2024-05-16 11:48:23,2024-05-16 11:55:31,IP Address,75.208.116.50,100,428,True,2024-05-16 11:55:32,R_3reMOVOvYgE4XLX,,,,,37.751,-97.822,anonymous,EN,I agree to participate.,65c10d8000af1af81e3f42ec,26.215,249.22,300.022,15,Once in a moon,operation without pain,small talk,playful,irritated,fantasizing,doubtful,Maintaining eye contact with the audience,To understand and respect cultural differences,"""I'm grateful for your feedback and eager to learn. I'll be responsible for the result but, if you have any time, can I watch you fix it?""",,Compete against the High Performer Group,36,Female,Black or African American,"Some college, but no degree",,5,65c10d8000af1af81e3f42ec,Low,5
2024-05-16 11:45:24,2024-05-16 11:55:42,IP Address,73.11.243.245,100,618,True,2024-05-16 11:55:42,R_80ouAIXLTbA6IZQ,,,,,46.9961,-122.7381,anonymous,EN,I agree to participate.,6434ca569e4ece2d6062bd6b,2.336,290.542,300.022,16,once upon a moon,overton window,talk,playful,worried,fantasizing,doubtful,Maintaining eye contact with the audience,To understand and respect cultural differences,"""Ok. You say it's pretty bad but is there any concrete feedback you can give me to make it better?""",Compete against the Low Performer Group,,59,Male,White or Caucasian,Bachelor’s degree,,6,6434ca569e4ece2d6062bd6b,High,6
2024-05-16 11:49:39,2024-05-16 11:56:07,IP Address,131.204.182.197,100,387,True,2024-05-16 11:56:07,R_3FPnlbUlJ4GA8pw,,,,,32.5484,-85.4682,anonymous,EN,I agree to participate.,6577d6144d050ed948328da8,9.143,204.056,300.017,18,once in a blue moon,painless operation,,irritated,worried,fantasizing,doubtful,Maintaining eye contact with the audience,To understand and respect cultural differences,"""Ok. You say it's pretty bad but is there any concrete feedback you can give me to make it better?""",Compete against the High Performer Group,,39,Female,Asian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",,7,6577d6144d050ed948328da8,High,7
2024-05-16 11:51:36,2024-05-16 11:57:58,IP Address,98.127.137.72,100,382,True,2024-05-16 11:57:59,R_3ame7fZDzPO7yFP,,,,,46.6099,-112.0244,anonymous,EN,I agree to participate.,63ed3c71811f2a4a5e54bd75,2.39,252.818,300.039,12,once in a blue moon,operation,small talk,irritated,worried,dispirited,doubtful,Speaking confidently,To understand and respect cultural differences,"""Ok. You say it's pretty bad but is there any concrete feedback you can give me to make it better?""",,Compete against the Low Performer Group,52,Male,White or Caucasian,High school diploma or GED,,6,63ed3c71811f2a4a5e54bd75,Low,6
2024-05-16 11:51:56,2024-05-16 11:58:46,IP Address,98.46.206.200,100,409,True,2024-05-16 11:58:46,R_72rnBnIVLjV6Ci3,,,,,40.7122,-89.6283,anonymous,EN,I agree to participate.,65cc4e01c9d34c613eea95cb,1.407,172.875,300.121,21,blue moon,one rot you,small talk,playful,worried,fantasizing,aghast,Maintaining eye contact with the audience,To understand and respect cultural differences,"""I'm grateful for your feedback and eager to learn. I'll be responsible for the result but, if you have any time, can I watch you fix it?""",Compete against the Low Performer Group,,21,Female,Asian,Bachelor’s degree,,5,65cc4e01c9d34c613eea95cb,High,5
2024-05-16 11:51:54,2024-05-16 11:59:01,IP Address,65.189.249.150,100,427,True,2024-05-16 11:59:02,R_7ONbJiabhX99jTi,,,,,37.7548,-84.2985,anonymous,EN,I agree to participate.,5b54b7622680970001a9a7c9,3.388,237.876,300.123,12,once in a blue moon,over it now,small talk,playful,worried,fantasizing,affectionate,Speaking confidently,To understand and respect cultural differences,"""Thank you. Can I come back to you after I look online for some resources to help me fix it?""",,Compete against the Low Performer Group,65,Female,White or Caucasian,"Some college, but no degree",,5,5b54b7622680970001a9a7c9,Low,5
2024-05-16 11:52:36,2024-05-16 11:59:28,IP Address,76.132.254.47,100,411,True,2024-05-16 11:59:28,R_264IZ9EsCHZ51q6,,,,,37.7201,-121.919,anonymous,EN,I agree to participate.,664250a81fa926d87545981c,1.799,272.013,300.011,20,Once in a blue moon,,small talk,bored,irritated,fantasizing,playful,Maintaining eye contact with the audience,To understand and respect cultural differences,"""Thank you. Can I come back to you after I look online for some resources to help me fix it?""",,Compete against the Low Performer Group,34,Female,Asian,Bachelor’s degree,,4,664250a81fa926d87545981c,Low,4
2024-05-16 11:49:32,2024-05-16 12:00:20,IP Address,172.56.83.68,100,647,True,2024-05-16 12:00:21,R_82Qx7aQOgUoelFM,,,,,33.3804,-112.0246,anonymous,EN,I agree to participate.,663765e58d7e3e0edcfb2e9c,2.292,248.296,300.045,33,once on the moon,over to,talk,playful,sarcastic,fantasizing,affectionate,Speaking confidently,To understand and respect cultural differences,"""I'm grateful for your feedback and eager to learn. I'll be responsible for the result but, if you have any time, can I watch you fix it?""",Compete against the High Performer Group,,50,Female,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",,2,663765e58d7e3e0edcfb2e9c,High,2
2024-05-16 11:50:54,2024-05-16 12:00:22,IP Address,99.114.235.127,100,568,True,2024-05-16 12:00:23,R_3M4AWWrOYesgMtr,,,,,26.1136,-80.2282,anonymous,EN,I agree to participate.,65c1a6c5977b643d51d32eac,4.178,289.549,300.133,49,blue moon,over,small talk,bored,worried,uneasy,affectionate,Speaking confidently,To understand and respect cultural differences,"""Thank you. Can I come back to you after I look online for some resources to help me fix it?""",Compete against the High Performer Group,,43,Female,Black or African American,High school diploma or GED,,4,65c1a6c5977b643d51d32eac,High,4
