StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,QID1213411881,QID10,bet,likable,warm,friendly,well-intentioned,good-natured,trustworthy,sincere,QID14,PROLIFIC_PID,advice.0.finalRank,rank
2023-05-06 10:53:08,2023-05-06 10:54:35,IP Address,173.68.112.131,100,86,True,2023-05-06 10:54:35,R_2Yb8KiLfg3VW4gB,,,,,40.5697,-74.1184,anonymous,EN,I agree to participate.,605220735560745cf0a16a80,5th rank,Very likeable,Very warm,Very friendly,Very well-intentioned,Very good-natured,Extremely trustworthy,Extremely sincere,,605220735560745cf0a16a80,6,6
2023-05-06 10:53:35,2023-05-06 10:55:09,IP Address,98.36.191.192,100,94,True,2023-05-06 10:55:10,R_2q3POQcklCrCVjJ,,,,,38.4063,-121.4287,anonymous,EN,I agree to participate.,63615bb6922c170dc50b434a,5th rank,Very likeable,Very warm,Very friendly,Very well-intentioned,Very good-natured,Somewhat trustworthy,Somewhat sincere,na,63615bb6922c170dc50b434a,6,7
2023-05-06 10:57:46,2023-05-06 10:59:44,IP Address,173.27.185.86,100,118,True,2023-05-06 10:59:45,R_339bwbSeoF58f63,,,,,30.3498,-87.1655,anonymous,EN,I agree to participate.,5e8b89d0afcb1606e761ef7f,3rd rank,Somewhat likeable,Somewhat warm,Somewhat friendly,Somewhat well-intentioned,Somewhat good-natured,Somewhat trustworthy,Somewhat sincere,,5e8b89d0afcb1606e761ef7f,3,5
2023-05-06 11:11:36,2023-05-06 11:14:21,IP Address,107.115.239.40,100,164,True,2023-05-06 11:14:21,R_vGg1h78Wf4v3lS1,,,,,38.5774,-90.6709,anonymous,EN,I agree to participate.,62c63362e7342ad8be294866,6th rank,Very likeable,Very warm,Very friendly,Very well-intentioned,Very good-natured,Very trustworthy,Very sincere,,62c63362e7342ad8be294866,8,6
2023-05-06 11:20:48,2023-05-06 11:22:20,IP Address,35.139.26.205,100,91,True,2023-05-06 11:22:20,R_b1kUlteksttlKtX,,,,,28.3637,-82.6759,anonymous,EN,I agree to participate.,643f1d3c24bc4a2d8e44a0ff,7th rank,Very likeable,Very warm,Very friendly,Very well-intentioned,Very good-natured,Somewhat trustworthy,Very sincere,,643f1d3c24bc4a2d8e44a0ff,7,7
2023-05-06 11:21:47,2023-05-06 11:23:56,IP Address,98.172.215.236,100,129,True,2023-05-06 11:23:56,R_2dyF498RYUGniyX,,,,,35.5689,-97.5255,anonymous,EN,I agree to participate.,63bf3247bf3b5ebd734157ee,9th rank,Somewhat likeable,Somewhat warm,Somewhat friendly,Somewhat well-intentioned,Somewhat good-natured,Somewhat trustworthy,Somewhat sincere,,63bf3247bf3b5ebd734157ee,6,7
2023-05-06 11:23:16,2023-05-06 11:26:35,IP Address,172.58.228.212,100,199,True,2023-05-06 11:26:36,R_CgipnEHWcXXdn9f,,,,,40.8622,-73.8902,anonymous,EN,I agree to participate.,643cad41791d0efb8596d529,4th rank,Somewhat likeable,Very warm,Slightly friendly,Very well-intentioned,Somewhat good-natured,Somewhat trustworthy,Somewhat sincere,,643cad41791d0efb8596d529,7,5
2023-05-06 11:28:34,2023-05-06 11:30:09,IP Address,107.192.144.133,100,95,True,2023-05-06 11:30:10,R_pQ3b0DKkxfdjeff,,,,,29.4227,-98.4927,anonymous,EN,I agree to participate.,60dccc040c30eb41bf18769e,6th rank,Somewhat likeable,Slightly warm,Slightly friendly,Somewhat well-intentioned,Somewhat good-natured,Slightly trustworthy,Slightly sincere,,60dccc040c30eb41bf18769e,4,7
2023-05-06 11:30:47,2023-05-06 11:31:37,IP Address,47.230.158.134,100,49,True,2023-05-06 11:31:37,R_3oUayl1qNqrlKGO,,,,,40.674,-73.9701,anonymous,EN,I agree to participate.,5f1dc8e9a351ad07a95854c1,3rd rank,Somewhat likeable,Not at all warm,Very friendly,Not at all well-intentioned,Somewhat good-natured,Very trustworthy,Slightly sincere,na,5f1dc8e9a351ad07a95854c1,4,7
2023-05-06 11:30:52,2023-05-06 11:31:37,IP Address,98.113.201.183,100,44,True,2023-05-06 11:31:37,R_2720j515v7zGnp1,,,,,40.5739,-73.841,anonymous,EN,I agree to participate.,60f998b6c4b98974b766eb98,5th rank,Somewhat likeable,Somewhat warm,Somewhat friendly,Somewhat well-intentioned,Somewhat good-natured,Somewhat trustworthy,Somewhat sincere,,60f998b6c4b98974b766eb98,3,5
2023-05-06 11:37:04,2023-05-06 11:38:32,IP Address,72.135.234.61,100,87,True,2023-05-06 11:38:32,R_WccsOWQu3K3cx0J,,,,,43.1604,-88.1173,anonymous,EN,I agree to participate.,5a69629c35f26b0001499826,5th rank,Somewhat likeable,Somewhat warm,Somewhat friendly,Very well-intentioned,Very good-natured,Somewhat trustworthy,Very sincere,,5a69629c35f26b0001499826,5,5
2023-05-06 11:47:44,2023-05-06 11:48:36,IP Address,98.169.128.178,100,52,True,2023-05-06 11:48:37,R_307eQs4fzTIe10o,,,,,38.8978,-77.2885,anonymous,EN,I agree to participate.,5a6f60e4efd3a7000120f057,6th rank,Somewhat likeable,Somewhat warm,Very friendly,Very well-intentioned,Somewhat good-natured,Very trustworthy,Very sincere,,5a6f60e4efd3a7000120f057,8,6
2023-05-06 11:53:35,2023-05-06 11:54:17,IP Address,107.127.42.1,100,41,True,2023-05-06 11:54:17,R_PTkjeQVTRVxQmBz,,,,,40.7157,-74,anonymous,EN,I agree to participate.,63e52478ebc8e17c77aacaa9,5th rank,Not at all likeable,Not at all warm,Not at all friendly,Not at all well-intentioned,Not at all good-natured,Not at all trustworthy,Not at all sincere,No,63e52478ebc8e17c77aacaa9,4,6
2023-05-06 12:08:02,2023-05-06 12:09:03,IP Address,98.55.72.157,100,60,True,2023-05-06 12:09:03,R_WiHoTW7ldqlHf3j,,,,,39.5407,-104.9708,anonymous,EN,I agree to participate.,5f179bd584e8e802ef9c187d,6th rank,Somewhat likeable,Very warm,Very friendly,Very well-intentioned,Very good-natured,Somewhat trustworthy,Somewhat sincere,,5f179bd584e8e802ef9c187d,6,8
2023-05-06 12:24:42,2023-05-06 12:26:03,IP Address,68.47.197.62,100,80,True,2023-05-06 12:26:03,R_2wuIcnGtVCZCnu0,,,,,36.0758,-87.4,anonymous,EN,I agree to participate.,5dc6e8472865554f0289bb6d,5th rank,Somewhat likeable,Slightly warm,Slightly friendly,Very well-intentioned,Somewhat good-natured,Somewhat trustworthy,Not at all sincere,The suspense is killing me.,5dc6e8472865554f0289bb6d,5,5
2023-05-06 12:38:54,2023-05-06 12:40:39,IP Address,70.178.208.11,100,105,True,2023-05-06 12:40:40,R_5ndFPYi0WqjDKr7,,,,,35.3199,-94.4018,anonymous,EN,I agree to participate.,5fee4a12069e3b0c91f2531f,5th rank,Somewhat likeable,Somewhat warm,Somewhat friendly,Very well-intentioned,Very good-natured,Somewhat trustworthy,Somewhat sincere,,5fee4a12069e3b0c91f2531f,6,5
2023-05-06 13:00:56,2023-05-06 13:01:47,IP Address,172.56.161.229,100,50,True,2023-05-06 13:01:47,R_bxuk4SoTvrONxap,,,,,40.6446,-73.9743,anonymous,EN,I agree to participate.,59d662aa0c0c7100015b9af6,5th rank,Slightly likeable,Not at all warm,Slightly friendly,Somewhat well-intentioned,Somewhat good-natured,Somewhat trustworthy,Somewhat sincere,,59d662aa0c0c7100015b9af6,6,7
2023-05-06 13:08:19,2023-05-06 13:09:14,IP Address,24.170.198.39,100,54,True,2023-05-06 13:09:14,R_3rIJCtQ7RTfNT96,,,,,29.6825,-82.3606,anonymous,EN,I agree to participate.,63fcb1bc5430196e4e652913,3rd rank,Somewhat likeable,Very warm,Somewhat friendly,Somewhat well-intentioned,Very good-natured,Somewhat trustworthy,Very sincere,no,63fcb1bc5430196e4e652913,6,6
2023-05-06 13:33:41,2023-05-06 13:36:38,IP Address,128.252.210.2,100,177,True,2023-05-06 13:36:39,R_DUnLnIwIwEtx3nr,,,,,38.6433,-90.2575,anonymous,EN,I agree to participate.,5d3522b6eac3d50017df02cb,7th rank,Somewhat likeable,Slightly warm,Somewhat friendly,Somewhat well-intentioned,Somewhat good-natured,Very trustworthy,Very sincere,,5d3522b6eac3d50017df02cb,5,7
2023-05-06 13:58:02,2023-05-06 14:01:51,IP Address,162.206.14.221,100,229,True,2023-05-06 14:01:52,R_3jfDmyuAAaEUbKl,,,,,31.7775,-106.4903,anonymous,EN,I agree to participate.,60bc18bb8b971280ef13060c,6th rank,Somewhat likeable,Somewhat warm,Somewhat friendly,Somewhat well-intentioned,Somewhat good-natured,Slightly trustworthy,Somewhat sincere,"I just wonder if there is an actual other participant, but at the same time, I feel grateful to have some help even if it is not actually real. I didn't know what ranking to guess.",60bc18bb8b971280ef13060c,6,6
2023-05-06 14:08:56,2023-05-06 14:09:30,IP Address,99.44.66.156,100,34,True,2023-05-06 14:09:31,R_1gd64vtABIbN0FM,,,,,33.7329,-118.2951,anonymous,EN,I agree to participate.,5fadeb340e10471fdeb5fbf5,6th rank,Very likeable,Very warm,Somewhat friendly,Very well-intentioned,Very good-natured,Very trustworthy,Very sincere,,5fadeb340e10471fdeb5fbf5,7,3
2023-05-06 14:25:23,2023-05-06 14:26:42,IP Address,174.205.0.243,100,79,True,2023-05-06 14:26:43,R_3s0NboC8MBRFeeY,,,,,36.1788,-115.1715,anonymous,EN,I agree to participate.,63d15987e86a66f05d482526,8th rank,Somewhat likeable,Very warm,Very friendly,Somewhat well-intentioned,Very good-natured,Slightly trustworthy,Somewhat sincere,,63d15987e86a66f05d482526,7,7
2023-05-06 14:26:11,2023-05-06 14:27:08,IP Address,23.93.95.0,100,56,True,2023-05-06 14:27:08,R_2tDRrdP827M2Q3t,,,,,37.8922,-122.2729,anonymous,EN,I agree to participate.,5c748b9188fdc20017c60436,6th rank,Somewhat likeable,Not at all warm,Very friendly,Extremely well-intentioned,Very good-natured,Very trustworthy,Very sincere,,5c748b9188fdc20017c60436,7,6
2023-05-06 14:31:46,2023-05-06 14:32:36,IP Address,73.227.177.106,100,49,True,2023-05-06 14:32:36,R_1mmdTBO4ROwyVWK,,,,,42.5181,-70.899,anonymous,EN,I agree to participate.,636168a962acef1f1f1cc4ce,9th rank,Somewhat likeable,Somewhat warm,Somewhat friendly,Very well-intentioned,Very good-natured,Somewhat trustworthy,Somewhat sincere,,636168a962acef1f1f1cc4ce,5,5
2023-05-06 15:04:19,2023-05-06 15:06:46,IP Address,173.94.88.112,100,146,True,2023-05-06 15:06:47,R_21b1J9TeL0P13R2,,,,,36.5002,-80.6163,anonymous,EN,I agree to participate.,565bff58c121fe0005fc390d,6th rank,Slightly likeable,Slightly warm,Slightly friendly,Slightly well-intentioned,Slightly good-natured,Slightly trustworthy,Slightly sincere,,565bff58c121fe0005fc390d,7,7
2023-05-06 16:08:55,2023-05-06 16:10:08,IP Address,172.58.107.140,100,72,True,2023-05-06 16:10:08,R_2Yfy7svQLPcSm9E,,,,,32.7797,-96.8022,anonymous,EN,I agree to participate.,5d1ad6202ba4ad0001d623be,5th rank,Extremely likeable,Extremely warm,Extremely friendly,Extremely well-intentioned,Extremely good-natured,Extremely trustworthy,Extremely sincere,,5d1ad6202ba4ad0001d623be,3,5
2023-05-06 16:09:57,2023-05-06 16:10:31,IP Address,76.82.104.9,100,33,True,2023-05-06 16:10:32,R_QhrJtqWfWNvAMJH,,,,,34.074,-118.2611,anonymous,EN,I agree to participate.,5723d6abccc7cc00086bb0d2,6th rank,Slightly likeable,Slightly warm,Slightly friendly,Somewhat well-intentioned,Somewhat good-natured,Slightly trustworthy,Slightly sincere,,5723d6abccc7cc00086bb0d2,5,7
2023-05-06 15:58:50,2023-05-06 16:16:32,IP Address,174.211.120.120,100,1061,True,2023-05-06 16:16:33,R_210L6yKBqEGfHZG,,,,,28.0206,-82.4574,anonymous,EN,I agree to participate.,6447c9597966a6141ba70686,6th rank,Somewhat likeable,Very warm,Somewhat friendly,Somewhat well-intentioned,Somewhat good-natured,Somewhat trustworthy,Very sincere,,6447c9597966a6141ba70686,6,7
2023-05-06 16:18:17,2023-05-06 16:19:28,IP Address,184.191.126.116,100,70,True,2023-05-06 16:19:28,R_1kOcIYPZebJb8Px,,,,,38.3,-77.4739,anonymous,EN,I agree to participate.,5ea59a7f050d8e584db8fc9f,8th rank,Very likeable,Somewhat warm,Somewhat friendly,Somewhat well-intentioned,Very good-natured,Somewhat trustworthy,Somewhat sincere,,5ea59a7f050d8e584db8fc9f,8,7
2023-05-06 16:31:18,2023-05-06 16:32:12,IP Address,108.93.151.147,100,53,True,2023-05-06 16:32:12,R_3HOoCSmIJnFndcS,,,,,33.8019,-84.3861,anonymous,EN,I agree to participate.,5c02c3b20eb9aa00010dc4cc,6th rank,Not at all likeable,Not at all warm,Not at all friendly,Not at all well-intentioned,Not at all good-natured,Somewhat trustworthy,Not at all sincere,,5c02c3b20eb9aa00010dc4cc,5,3
2023-05-06 17:12:11,2023-05-06 17:13:30,IP Address,74.111.115.95,100,78,True,2023-05-06 17:13:30,R_D95GwzRjxRQLIAN,,,,,40.4409,-79.9857,anonymous,EN,I agree to participate.,644150e6b846265e5d1c1d00,5th rank,Not at all likeable,Not at all warm,Not at all friendly,Not at all well-intentioned,Not at all good-natured,Not at all trustworthy,Not at all sincere,,644150e6b846265e5d1c1d00,4,7
2023-05-06 17:23:39,2023-05-06 17:25:48,IP Address,68.212.112.138,100,129,True,2023-05-06 17:25:49,R_Z2ns6l9Iomtghb3,,,,,38.2145,-85.2254,anonymous,EN,I agree to participate.,5cb882d33f0af9000159e00f,4th rank,Very likeable,Very warm,Very friendly,Very well-intentioned,Very good-natured,Somewhat trustworthy,Somewhat sincere,,5cb882d33f0af9000159e00f,7,8
2023-05-06 17:43:09,2023-05-06 17:46:08,IP Address,72.231.16.195,100,179,True,2023-05-06 17:46:09,R_3Rn18QkUQf3WoMq,,,,,40.5502,-74.1475,anonymous,EN,I agree to participate.,63f4021039d138e8425201c7,5th rank,Very likeable,Somewhat warm,Somewhat friendly,Somewhat well-intentioned,Very good-natured,Somewhat trustworthy,Somewhat sincere,NO,63f4021039d138e8425201c7,9,6
2023-05-06 17:47:24,2023-05-06 17:49:41,IP Address,71.86.204.206,100,137,True,2023-05-06 17:49:41,R_1HoapHuaQ7i4mTP,,,,,43.7746,-88.4376,anonymous,EN,I agree to participate.,63e589c58e069e904b031beb,1st rank (most attractive),Slightly likeable,Not at all warm,Slightly friendly,Not at all well-intentioned,Slightly good-natured,Not at all trustworthy,Not at all sincere,"Thanks for letting me participate. ",63e589c58e069e904b031beb,5,4
2023-05-06 19:01:20,2023-05-06 19:02:31,IP Address,67.80.221.54,100,71,True,2023-05-06 19:02:32,R_ULvnl7NM4cGqzf3,,,,,40.6955,-73.9667,anonymous,EN,I agree to participate.,5a65daf2c0d836000107d1ba,8th rank,Somewhat likeable,Slightly warm,Somewhat friendly,Somewhat well-intentioned,Slightly good-natured,Somewhat trustworthy,Somewhat sincere,,5a65daf2c0d836000107d1ba,6,7
2023-05-06 20:25:09,2023-05-06 20:26:10,IP Address,72.74.75.120,100,60,True,2023-05-06 20:26:10,R_2qs0ODZ5cPXbyPE,,,,,42.5575,-71.1736,anonymous,EN,I agree to participate.,5f0e50c3a8d93519188a7525,5th rank,Very likeable,Very warm,Very friendly,Very well-intentioned,Very good-natured,Very trustworthy,Very sincere,,5f0e50c3a8d93519188a7525,6,1
2023-05-07 05:01:08,2023-05-07 05:02:26,IP Address,67.220.12.99,100,78,True,2023-05-07 05:02:27,R_3jeeu55RaicAzg0,,,,,44.9834,-93.2622,anonymous,EN,I agree to participate.,6151c93f62e26ed6871a5fbd,7th rank,Very likeable,Very warm,Very friendly,Very well-intentioned,Very good-natured,Very trustworthy,Very sincere,,6151c93f62e26ed6871a5fbd,4,7
2023-05-07 05:37:48,2023-05-07 05:38:46,IP Address,73.21.245.36,100,57,True,2023-05-07 05:38:46,R_3GxZTzbGk8fmxfA,,,,,29.1254,-82.0076,anonymous,EN,I agree to participate.,5dbc46b70338051eb7999760,6th rank,Very likeable,Somewhat warm,Very friendly,Somewhat well-intentioned,Very good-natured,Somewhat trustworthy,Very sincere,,5dbc46b70338051eb7999760,9,6
2023-05-07 06:31:10,2023-05-07 06:32:08,IP Address,47.5.89.204,100,57,True,2023-05-07 06:32:09,R_3HGGxaJc2EGAAdC,,,,,44.5231,-109.0756,anonymous,EN,I agree to participate.,60dfdb8bbef17b6739d12215,7th rank,Very likeable,Very warm,Very friendly,Extremely well-intentioned,Extremely good-natured,Somewhat trustworthy,Very sincere,,60dfdb8bbef17b6739d12215,8,7
2023-05-07 08:08:32,2023-05-07 08:09:25,IP Address,174.60.114.153,100,52,True,2023-05-07 08:09:25,R_2UbFJ6xguWhWu2T,,,,,40.0756,-76.6914,anonymous,EN,I agree to participate.,5ac5207ee1546900019c0279,7th rank,Slightly likeable,Slightly warm,Somewhat friendly,Slightly well-intentioned,Slightly good-natured,Not at all trustworthy,Slightly sincere,,5ac5207ee1546900019c0279,3,6
2023-05-07 09:53:11,2023-05-07 09:54:11,IP Address,74.141.57.113,100,59,True,2023-05-07 09:54:11,R_2pPRNCMqGOzzsQh,,,,,41.4722,-81.745,anonymous,EN,I agree to participate.,6290ebb13a126c60c9cb7d11,6th rank,Very likeable,Very warm,Very friendly,Very well-intentioned,Very good-natured,Very trustworthy,Very sincere,,6290ebb13a126c60c9cb7d11,7,4
2023-05-07 11:14:51,2023-05-07 11:15:55,IP Address,76.255.203.210,100,64,True,2023-05-07 11:15:56,R_3Kxb0pPsVvhRBdg,,,,,42.0354,-87.737,anonymous,EN,I agree to participate.,5fc8783438ffaa20a88e270e,6th rank,Somewhat likeable,Somewhat warm,Somewhat friendly,Somewhat well-intentioned,Somewhat good-natured,Somewhat trustworthy,Very sincere,,5fc8783438ffaa20a88e270e,7,6
2023-05-07 11:17:47,2023-05-07 11:18:42,IP Address,67.245.217.72,100,54,True,2023-05-07 11:18:42,R_3PRnUHhEJusUhWJ,,,,,41.5636,-74.4339,anonymous,EN,I agree to participate.,6294c9a9c673efce2f6528dc,7th rank,Somewhat likeable,Somewhat warm,Somewhat friendly,Very well-intentioned,Somewhat good-natured,Somewhat trustworthy,Very sincere,,6294c9a9c673efce2f6528dc,8,7
2023-05-07 11:17:04,2023-05-07 11:19:27,IP Address,74.197.225.54,100,143,True,2023-05-07 11:19:28,R_2ghM3CzsLrcah1L,,,,,35.6305,-95.9665,anonymous,EN,I agree to participate.,61281adc2801831deef9a86d,1st rank (most attractive),Extremely likeable,Somewhat warm,Very friendly,Very well-intentioned,Very good-natured,Somewhat trustworthy,Somewhat sincere,This is a very interesting study! Thank you.,61281adc2801831deef9a86d,3,5
2023-05-07 11:39:59,2023-05-07 11:41:01,IP Address,199.27.248.85,100,62,True,2023-05-07 11:41:02,R_25FWaseQxqg2CZr,,,,,41.64,-88.0717,anonymous,EN,I agree to participate.,6109e6596c52fa1f853b16c2,6th rank,Slightly likeable,Slightly warm,Slightly friendly,Slightly well-intentioned,Slightly good-natured,Slightly trustworthy,Slightly sincere,,6109e6596c52fa1f853b16c2,7,7
2023-05-07 11:55:42,2023-05-07 11:56:33,IP Address,172.56.81.108,100,51,True,2023-05-07 11:56:34,R_2b41zO9QT3V57go,,,,,33.4602,-112.1334,anonymous,EN,I agree to participate.,5df441f8dc853530e500adc1,4th rank,Somewhat likeable,Very warm,Somewhat friendly,Very well-intentioned,Very good-natured,Very trustworthy,Very sincere,,5df441f8dc853530e500adc1,4,5
2023-05-07 12:40:35,2023-05-07 12:41:40,IP Address,71.253.146.179,100,64,True,2023-05-07 12:41:41,R_27U068OgFAnWNdn,,,,,37.5537,-77.4602,anonymous,EN,I agree to participate.,558afa29fdf99b7dfdbac1c6,6th rank,Not at all likeable,Not at all warm,Not at all friendly,Not at all well-intentioned,Not at all good-natured,Slightly trustworthy,Slightly sincere,,558afa29fdf99b7dfdbac1c6,4,7
2023-05-07 13:08:01,2023-05-07 13:13:40,IP Address,68.103.70.196,100,338,True,2023-05-07 13:13:40,R_z9jfLJumn12IqvT,,,,,37.0458,-95.6348,anonymous,EN,I agree to participate.,59d0ec2446447f00011f0254,5th rank,Somewhat likeable,Somewhat warm,Somewhat friendly,Somewhat well-intentioned,Somewhat good-natured,Somewhat trustworthy,Somewhat sincere,,59d0ec2446447f00011f0254,6,6
2023-05-07 13:58:12,2023-05-07 13:59:21,IP Address,65.35.69.205,100,68,True,2023-05-07 13:59:21,R_1kZBSkPltgFTWk0,,,,,28.4797,-82.5126,anonymous,EN,I agree to participate.,628bb31571a8935ee2dbd6f9,5th rank,Very likeable,Somewhat warm,Very friendly,Very well-intentioned,Very good-natured,Somewhat trustworthy,Very sincere,,628bb31571a8935ee2dbd6f9,8,5
2023-05-07 14:37:53,2023-05-07 14:39:22,IP Address,68.116.180.170,100,88,True,2023-05-07 14:39:22,R_1jxqhOLDMKccoCE,,,,,42.2045,-71.8338,anonymous,EN,I agree to participate.,5f65597823696e0e9bd8f63a,5th rank,Very likeable,Very warm,Very friendly,Somewhat well-intentioned,Extremely good-natured,Very trustworthy,Very sincere,N/A,5f65597823696e0e9bd8f63a,5,5
2023-05-07 15:01:12,2023-05-07 15:02:02,IP Address,70.15.68.46,100,49,True,2023-05-07 15:02:02,R_2zSUUSHqbIX55RX,,,,,40.738,-74.1634,anonymous,EN,I agree to participate.,5dee8ee31255595293a9906b,4th rank,Very likeable,Very warm,Very friendly,Very well-intentioned,Very good-natured,Very trustworthy,Very sincere,,5dee8ee31255595293a9906b,4,5
2023-05-07 18:37:50,2023-05-07 18:39:18,IP Address,68.181.17.188,100,87,True,2023-05-07 18:39:18,R_3313hocTcrpf3ZB,,,,,34.0322,-118.2836,anonymous,EN,I agree to participate.,612d20ea1043719545f90f62,6th rank,Somewhat likeable,Somewhat warm,Somewhat friendly,Somewhat well-intentioned,Somewhat good-natured,Somewhat trustworthy,Somewhat sincere,,612d20ea1043719545f90f62,7,5
2023-05-07 20:24:46,2023-05-07 20:26:05,IP Address,66.16.47.226,100,79,True,2023-05-07 20:26:06,R_3fYImC2QXjG18No,,,,,41.3186,-72.9302,anonymous,EN,I agree to participate.,6109a6e65fed731dcaecb1f1,7th rank,Very likeable,Very warm,Very friendly,Very well-intentioned,Very good-natured,Somewhat trustworthy,Very sincere,,6109a6e65fed731dcaecb1f1,4,7
2023-05-07 21:06:17,2023-05-07 21:07:04,IP Address,172.220.253.4,100,47,True,2023-05-07 21:07:04,R_6AkHnncz57RjTRT,,,,,34.8939,-81.834,anonymous,EN,I agree to participate.,63d418d4229ed6c0712ce5bb,6th rank,Somewhat likeable,Somewhat warm,Very friendly,Very well-intentioned,Somewhat good-natured,Somewhat trustworthy,Somewhat sincere,,63d418d4229ed6c0712ce5bb,6,7
2023-05-07 21:21:04,2023-05-07 21:23:34,IP Address,47.189.88.88,100,150,True,2023-05-07 21:23:35,R_xhp1inaAHekZ7RT,,,,,32.9569,-96.6746,anonymous,EN,I agree to participate.,62f106da4e2e51c4742d7c89,1st rank (most attractive),Slightly likeable,Slightly warm,Slightly friendly,Slightly well-intentioned,Slightly good-natured,Slightly trustworthy,Slightly sincere,,62f106da4e2e51c4742d7c89,7,6
2023-05-07 21:52:34,2023-05-07 21:53:40,IP Address,76.115.177.146,100,66,True,2023-05-07 21:53:40,R_3HOkLZ8MbrsWwrn,,,,,44.0197,-123.1008,anonymous,EN,I agree to participate.,5e9de42d6af8f2148b67cbb6,5th rank,Somewhat likeable,Somewhat warm,Slightly friendly,Somewhat well-intentioned,Somewhat good-natured,Somewhat trustworthy,Very sincere,,5e9de42d6af8f2148b67cbb6,5,7
2023-05-07 22:13:33,2023-05-07 22:15:32,IP Address,47.156.129.102,100,118,True,2023-05-07 22:15:32,R_2to1mglwsZpxH4D,,,,,34.0973,-117.907,anonymous,EN,I agree to participate.,63bbc8ba5520732c211a6ae8,4th rank,Slightly likeable,Slightly warm,Slightly friendly,Slightly well-intentioned,Not at all good-natured,Not at all trustworthy,Not at all sincere,,63bbc8ba5520732c211a6ae8,6,7
2023-05-01 01:19:44,2023-05-01 01:20:21,IP Address,45.143.82.61,15,36,False,2023-05-08 01:20:22,R_2rqILrX8uKbO0H6,,,,,,,anonymous,EN,I agree to participate.,David,,,,,,,,,,,,
2023-05-08 03:25:53,2023-05-08 03:26:50,IP Address,68.70.176.230,100,57,True,2023-05-08 03:26:51,R_3Rqni6PJZY45ZiQ,,,,,41.6795,-83.5641,anonymous,EN,I agree to participate.,5eb29a3db97d6b0008d24a1a,5th rank,Somewhat likeable,Somewhat warm,Somewhat friendly,Somewhat well-intentioned,Somewhat good-natured,Somewhat trustworthy,Somewhat sincere,,5eb29a3db97d6b0008d24a1a,5,5
2023-05-08 06:02:57,2023-05-08 06:03:49,IP Address,204.85.253.236,100,51,True,2023-05-08 06:03:50,R_3OEpFFGd30k4OT7,,,,,35.9806,-78.8426,anonymous,EN,I agree to participate.,6031ceae5e466a1647a29da7,6th rank,Somewhat likeable,Slightly warm,Very friendly,Very well-intentioned,Very good-natured,Somewhat trustworthy,Very sincere,,6031ceae5e466a1647a29da7,4,5
2023-05-08 08:02:53,2023-05-08 08:04:02,IP Address,100.33.140.113,100,68,True,2023-05-08 08:04:02,R_PS7B3PMXAWevUuR,,,,,40.7035,-73.9235,anonymous,EN,I agree to participate.,5de2d535db424d313cb383f8,3rd rank,Slightly likeable,Somewhat warm,Slightly friendly,Somewhat well-intentioned,Very good-natured,Somewhat trustworthy,Somewhat sincere,,5de2d535db424d313cb383f8,8,3
2023-05-08 08:06:40,2023-05-08 08:08:11,IP Address,75.145.114.85,100,90,True,2023-05-08 08:08:11,R_XLpiTg6Vc4J843D,,,,,38.8768,-104.812,anonymous,EN,I agree to participate.,5ff8b291840bed124061d389,6th rank,Somewhat likeable,Slightly warm,Slightly friendly,Very well-intentioned,Somewhat good-natured,Somewhat trustworthy,Somewhat sincere,,5ff8b291840bed124061d389,7,7
2023-05-08 08:14:06,2023-05-08 08:15:18,IP Address,108.36.152.236,100,72,True,2023-05-08 08:15:19,R_1LnuPPaV23eGEUp,,,,,39.9528,-75.1646,anonymous,EN,I agree to participate.,628690801339eca9c44143cd,5th rank,Somewhat likeable,Very warm,Very friendly,Very well-intentioned,Very good-natured,Somewhat trustworthy,Somewhat sincere,,628690801339eca9c44143cd,6,3
2023-05-08 08:10:46,2023-05-08 08:15:57,IP Address,107.129.65.101,100,310,True,2023-05-08 08:15:57,R_3dLCb8Fc6DgafAt,,,,,33.2867,-87.0991,anonymous,EN,I agree to participate.,63d7ec164d40c184be89bf34,8th rank,Somewhat likeable,Slightly warm,Slightly friendly,Somewhat well-intentioned,Slightly good-natured,Somewhat trustworthy,Somewhat sincere,,63d7ec164d40c184be89bf34,5,7
2023-05-08 08:19:31,2023-05-08 08:20:13,IP Address,70.88.214.178,100,41,True,2023-05-08 08:20:13,R_cTMK4Hp9uZ5e6BP,,,,,42.8674,-71.3793,anonymous,EN,I agree to participate.,63ff478aec95d54674669329,5th rank,Slightly likeable,Slightly warm,Slightly friendly,Slightly well-intentioned,Slightly good-natured,Slightly trustworthy,Slightly sincere,,63ff478aec95d54674669329,6,5
2023-05-08 08:47:08,2023-05-08 08:48:16,IP Address,76.150.216.64,100,68,True,2023-05-08 08:48:17,R_1PXJCGbCGkMW3Zk,,,,,42.3275,-88.2918,anonymous,EN,I agree to participate.,63ed00d9a442d349cd6b2a4e,4th rank,Somewhat likeable,Somewhat warm,Somewhat friendly,Somewhat well-intentioned,Somewhat good-natured,Slightly trustworthy,Somewhat sincere,,63ed00d9a442d349cd6b2a4e,4,6
