"","ResponseId","PROLIFIC_PID","gender","age","Guess","ethnicity","education","QID7_Id"
"164","R_3iJUSxfSN26yoHS","63e9b9aff82ab9e7e1a9f7dd","Male",53,6,"White or Caucasian","Bachelor’s degree","F_UchVyXbuc06IpgZ"
"165","R_2w6UjsyESd0DExa","633fce40238b274171326345","Male",28,6,"American Indian/Native American or Alaska Native","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","F_DOwPkAjsVUA7pQZ"
"166","R_bpwWnpADOWdggtH","60ddf4b3e6b47e907bd5e6b9","Male",39,5,"White or Caucasian,Asian","High school diploma or GED","F_3KNKMtFOl6K5kTQ"
"167","R_3NHVdmUpnQA23TY","5f7adf44d2ddfa74d5019c3d","Male",33,5,"White or Caucasian,Asian","Some college, but no degree","F_1ikThkbbMIMMH0I"
"168","R_D6RecHHbTKbwpAR","628bb31571a8935ee2dbd6f9","Male",66,7,"White or Caucasian","High school diploma or GED","F_3FLJxK0EXQwispy"
"169","R_2bPFzA6vKEv2k2w","60712d937752fb8780e89951","Male",34,3,"White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","F_3koEac1UPBj367k"
"170","R_3fTsjXdAhBJlbkg","60c22f34978b2e9f7b33a186","Male",34,3,"Asian","Bachelor’s degree","F_1okjeLNnnE0ptZi"
"171","R_3Pzt7rOgw6fsqhU","63440b43f8450ab14696f628","Male",30,7,"White or Caucasian","Bachelor’s degree","F_2xY7c4yHNgf5XQr"
"172","R_12G2WnAuvhXTo99","62c4dbae8fb1ff9cd93a3150","Male",40,8,"White or Caucasian","Bachelor’s degree","F_2V2ckr3pz3KUvAJ"
"173","R_XmP6aQp5MA1WY1j","5ffa4ec324c6e04131793275","Male",30,10,"White or Caucasian,Other","Associates or technical degree","F_5q1WcRlH1P2gLIt"
"174","R_32ShrdCG0C6il9p","63ea5fe3c03c77c607e33990","Male",58,8,"White or Caucasian","Associates or technical degree","F_ZwPsLkLV22QcdYB"
"175","R_7PMnZkkMJAFUQcV","637656f618065b68614915b0","Male",65,4,"White or Caucasian","Bachelor’s degree","F_2fy2vQzo7RiLI29"
"176","R_78wBZrWLh6opH8J","616cf9ae07c1c6bd05d95beb","Male",47,9,"White or Caucasian","Some college, but no degree","F_3lWvSdQYyrXM0Rq"
"177","R_RmkJv5n9hYv0t3z","5ed17f22e1dc340c98fd6bc7","Male",53,5,"White or Caucasian","Bachelor’s degree","F_1CD74E5ONr28NNw"
"178","R_33iZRIEERJz40LS","6430c599f0887cb443f8da9a","Male",53,5,"White or Caucasian","Bachelor’s degree","F_2TvB6UWTDe0NVy6"
"179","R_1EWDZ4GuHtRIyfT","5e8b89d0afcb1606e761ef7f","Male",34,3,"White or Caucasian","Bachelor’s degree","F_2zAMGyWpLKzIKIZ"
"180","R_3dWFnQM8CgmiuAH","6335b5fdc41e92fb73e7c2df","Male",40,3,"White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","F_3MDrkCWqrn20QrE"
"181","R_30dbMiNv1aaTR9E","63209d3d38b5c490f3bccd01","Male",33,5,"White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","F_DB2MdxBaNy36Zvb"
"182","R_2SvLWOa9haPQnCA","5dc483cf74939e34e55c3619","Male",72,8,"White or Caucasian","Some college, but no degree","F_3psWDYGyjG2QLgE"
"183","R_6PYj4hvbeU0jHTr","62f106da4e2e51c4742d7c89","Male",30,1,"Black or African American","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","F_SE3qYKxgbtOGDVD"
"184","R_8qyhId4GgAMaInf","5ea59a7f050d8e584db8fc9f","Male",21,9,"White or Caucasian","High school diploma or GED","F_1QbwEf4Nbyt0CrA"
"185","R_3kdCrzXp4GJMKTh","5ede3d2ef7c9f9068776c4d2","Male",56,4,"White or Caucasian","Associates or technical degree","F_3D2qhuNcusWIpF0"
"186","R_2Ysqp4M75n8agUS","5ffb8c5b60571908f3ac19fa","Male",41,10,"White or Caucasian","Associates or technical degree","F_1dFasm2Tcbncr9Y"
"187","R_1oov9BujZY9TLfA","644921dbb5a390e09352d651","Male",65,3,"Black or African American","Some college, but no degree","F_e567UmbzU0pvlcJ"
"188","R_2R2fs1nKKdH3upw","6290ebb13a126c60c9cb7d11","Male",35,6,"White or Caucasian","Bachelor’s degree","F_24P3Bk4Nz9Nk3OZ"
"189","R_3jSubvXq2YNVqQW","63ff612a5b78c13aa28fa88c","Male",73,5,"White or Caucasian","Associates or technical degree","F_3kNgtYslBd4bD8U"
"190","R_2Cd1g3fhZvtR4RM","5fee4a12069e3b0c91f2531f","Male",42,5,"White or Caucasian","Bachelor’s degree","F_1IMfBA6RxONJjkS"
"191","R_OCepKgbcLHX2HAt","62e7357284e65421d8f8b10f","Male",65,7,"White or Caucasian","Associates or technical degree","F_afNSDvm1suyI1kB"
"192","R_3R4bblKWJJqP05U","612e91f6654fd2227289c863","Male",32,6,"White or Caucasian","Some college, but no degree","F_2QxnIdBoovHjjYQ"
"193","R_2qlLlcg13LpEqL8","63eac3865d8972f41d8d46c5","Male",32,7,"White or Caucasian,Black or African American","Bachelor’s degree","F_3PBrMZWg2ledS6E"
"194","R_exnBxfVCmUqBkC5","5fadeb340e10471fdeb5fbf5","Male",24,5,"White or Caucasian","High school diploma or GED","F_1ezR34bv5nNEhLY"
"195","R_1FPrtcoSMrdnxtD","6400fb97cf630a6c6502ae6c","Male",20,5,"White or Caucasian","Some college, but no degree","F_12s9TGUgS0qHAq7"
"196","R_3kKXsKsW6ubi030","6314c1e76c3f71e2127f1976","Male",42,5,"White or Caucasian","High school diploma or GED","F_1Fb3bFSft2sboNG"
"197","R_2PpA7lHGRATV9A4","5dd42e7f35cf744223c60d1b","Male",44,6,"White or Caucasian","Associates or technical degree","F_6mRsw6XyeMbrRuh"
"198","R_1d5H2NqnGnoM0GB","6018a5c0e1600b187ccb8693","Male",25,7,"Asian","High school diploma or GED","F_2wh2IDjsftRJb8j"
"199","R_2QhtyhlhiqQPeN4","6447c9597966a6141ba70686","Male",60,4,"Black or African American","Bachelor’s degree","F_C2DFx7l8HSIdpMB"
"200","R_W7J7EaEKYowP30d","5d49f28a3fefca00193319ac","Male",29,4,"White or Caucasian","High school diploma or GED","F_1mf0eh5BWIr0Sg5"
