"","ResponseId","PROLIFIC_PID","ranking_1","ranking_2","ranking_3","ranking_4","ranking_5","ranking_6","ranking_7","ranking_8","ranking_9","ranking_10","Condition","gender","age","ethnicity","education","name","Advice","duplicates","url.0.URL","url.1.URL","url.2.URL","url.3.URL","url.4.URL","url.5.URL","url.6.URL","url.7.URL","url.8.URL","url.9.URL","Target"
"115","R_21bNUAr2MpwgWnI","5c5c75fa1bca630001ea772b","2","4","7","9","10","8","6","1","5","3","Likable","Male",27,"White or Caucasian","High school diploma or GED","3_advice",5,FALSE,"F_2b1WvETvZdlBk9L","F_2aWUU2D0gW9Dtt0","F_2X0AtHS0T9w4W6p","F_2qat8eEGitOzdNk","F_2WP5vO5hQ8fqX32","F_2bObhWVEeUX95rB","F_2fkbeyEnBnr5OvX","F_2qDb7rlgGSBrGaB","F_2pVo0aEud3wtOS8","F_2cqQJAkDBvFa7xu","F_2X0AtHS0T9w4W6p"
"116","R_10v0kWB13cH3Z5x","6364117dc9a1a3500a624601","4","1","5","8","7","3","2","6","10","9","Accurate","Male",34,"White or Caucasian","Some college, but no degree","5_advice",7,FALSE,"F_1pMyxId534OOBIU","F_1mrqtqp6pXX5bRw","F_1cSL5Dlk3so8Qbs","F_1dh5rEyzeewfHUq","F_22PRBS7sAKesi1e","F_1l4RdX9meeYIQHv","F_1gcqHGx99dsU613","F_216tuE7djcP5pdf","F_1l45HlWyABVMmUO","F_1rcuPXlQG7SB8fx","F_22PRBS7sAKesi1e"
"117","R_1F3uke1oOXlx3eS","60ba46dc6d46a68f1c0bc952","3","8","4","9","10","2","5","7","6","1","Likable","Male",57,"White or Caucasian","Bachelor’s degree","8_advice",3,FALSE,"F_2pVo0aEud3wtOS8","F_2X0AtHS0T9w4W6p","F_2qDb7rlgGSBrGaB","F_2cqQJAkDBvFa7xu","F_2WP5vO5hQ8fqX32","F_2bObhWVEeUX95rB","F_2fkbeyEnBnr5OvX","F_2qat8eEGitOzdNk","F_2aWUU2D0gW9Dtt0","F_2b1WvETvZdlBk9L","F_2qat8eEGitOzdNk"
"118","R_1OVSrt6pS861P03","5ddd2a4459b1b0c7509c7a47","1","9","7","8","3","6","4","2","10","5","Accurate","Male",47,"White or Caucasian","High school diploma or GED","3_advice",7,FALSE,"F_2b1WvETvZdlBk9L","F_2pVo0aEud3wtOS8","F_2cqQJAkDBvFa7xu","F_2qat8eEGitOzdNk","F_2aWUU2D0gW9Dtt0","F_2fkbeyEnBnr5OvX","F_2bObhWVEeUX95rB","F_2qDb7rlgGSBrGaB","F_2X0AtHS0T9w4W6p","F_2WP5vO5hQ8fqX32","F_2cqQJAkDBvFa7xu"
"119","R_3NE6t4kEXHuQ4IG","644e757b60476ac7d5a7717a","7","9","8","2","6","10","3","4","1","5","Likable","Male",58,"White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","1_advice",5,FALSE,"F_3rNwdLykFI43rWW","F_3luxiABX8flWKck","F_3nd3SeNdJ4L8Bt8","F_3iL4KwJpeNyIPJ6","F_3n9mtYUejGwTCKm","F_3q8ndAoNJ0R4Wbo","F_3fSOlW9p8N8ewto","F_3lxitubjKJvf8Yz","F_3Rmdi1Wk3hFqlXN","F_3kiaDZn4cpU5p72","F_3rNwdLykFI43rWW"
"120","R_1QEZz9lEeG0krF3","5f32aab12a9f82000854c3ea","4","6","1","7","8","9","3","2","10","5","Likable","Male",45,"Asian","Bachelor’s degree","4_advice",5,FALSE,"F_3kiaDZn4cpU5p72","F_3rNwdLykFI43rWW","F_3lxitubjKJvf8Yz","F_3q8ndAoNJ0R4Wbo","F_3Rmdi1Wk3hFqlXN","F_3luxiABX8flWKck","F_3iL4KwJpeNyIPJ6","F_3fSOlW9p8N8ewto","F_3nd3SeNdJ4L8Bt8","F_3n9mtYUejGwTCKm","F_3q8ndAoNJ0R4Wbo"
"121","R_2TpIPBQ4kbSLmgB","5dd3eaabfef7c23d3f95d252","4","3","8","5","2","9","10","7","6","1","Accurate","Male",50,"White or Caucasian","Bachelor’s degree","8_advice",7,FALSE,"F_3kiaDZn4cpU5p72","F_3lxitubjKJvf8Yz","F_3q8ndAoNJ0R4Wbo","F_3Rmdi1Wk3hFqlXN","F_3iL4KwJpeNyIPJ6","F_3luxiABX8flWKck","F_3rNwdLykFI43rWW","F_3nd3SeNdJ4L8Bt8","F_3n9mtYUejGwTCKm","F_3fSOlW9p8N8ewto","F_3nd3SeNdJ4L8Bt8"
"122","R_DxgFs3qscYYe9Dr","5b8e9747a862a6000120a050","2","3","4","6","1","5","8","10","7","9","Accurate","Male",36,"White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","9_advice",7,FALSE,"F_2b1WvETvZdlBk9L","F_2fkbeyEnBnr5OvX","F_2bObhWVEeUX95rB","F_2WP5vO5hQ8fqX32","F_2qDb7rlgGSBrGaB","F_2aWUU2D0gW9Dtt0","F_2X0AtHS0T9w4W6p","F_2qat8eEGitOzdNk","F_2cqQJAkDBvFa7xu","F_2pVo0aEud3wtOS8","F_2cqQJAkDBvFa7xu"
"123","R_3qdEPLLqtHPcggl","5ea96c3da01cad04cfea50b6","5","1","6","7","4","10","8","9","2","3","Likable","Female",30,"White or Caucasian","Bachelor’s degree","4_advice",7,FALSE,"F_25sXyX3UPSCmm26","F_2TvB6UWTDe0NVy6","F_2OUPUqsP5PYUw8t","F_2VlvJu7bcKL3C8U","F_2QxnIdBoovHjjYQ","F_2YEQ2B2ewOLSors","F_2WINUPBCKOdHz6J","F_2DOIr8Hxz10zA5n","F_2R4Vx6rPeJ8QCL6","F_2V2ckr3pz3KUvAJ","F_2VlvJu7bcKL3C8U"
"124","R_1jrLf1jh0XkH8Pg","62cef3a68ad303ac017d56a7","7","1","8","6","9","3","5","2","4","10","Accurate","Male",39,"White or Caucasian","Bachelor’s degree","1_advice",5,FALSE,"F_cu6ncOGl0003Vdf","F_Y084SesxxMFrK1j","F_W8a4AC7Hcq5au7n","F_djxWmICEq9IbIgF","F_UaS1pbP6buG9R5v","F_bDflVSCwQ5T32YV","F_Rldzxw5991JTtdL","F_aWOW8dtf77NGDUR","F_cGwjIv1Me8Foy6R","F_XsKLe8K7s6v7XFL","F_cu6ncOGl0003Vdf"
"125","R_29yj68L2DC45j0t","5a6cfad8ab58b500015f56ef","1","2","4","10","7","9","5","3","6","8","Likable","Male",40,"White or Caucasian","Bachelor’s degree","5_advice",3,FALSE,"F_3lxitubjKJvf8Yz","F_3n9mtYUejGwTCKm","F_3fSOlW9p8N8ewto","F_3nd3SeNdJ4L8Bt8","F_3rNwdLykFI43rWW","F_3q8ndAoNJ0R4Wbo","F_3Rmdi1Wk3hFqlXN","F_3iL4KwJpeNyIPJ6","F_3kiaDZn4cpU5p72","F_3luxiABX8flWKck","F_3rNwdLykFI43rWW"
"126","R_3fjjmgHWBcLgoTI","60f09796c2a24694ff43f6b7","2","10","9","3","7","8","1","6","5","4","Accurate","Female",58,"White or Caucasian","Bachelor’s degree","5_advice",7,FALSE,"F_6n8yU5rvBdx8mWJ","F_SE3qYKxgbtOGDVD","F_C2DFx7l8HSIdpMB","F_9slh31DfkNT7Oh3","F_6mRsw6XyeMbrRuh","F_Qb9ajJaV29FlfHj","F_SN1CWjSfGlcIMsV","F_DcawXnxN2Pu1s6B","F_DB2MdxBaNy36Zvb","F_DOwPkAjsVUA7pQZ","F_6mRsw6XyeMbrRuh"
"127","R_1mWpzWpT6FlWw4K","60cbb3a438a8a5ef8d42ee21","4","9","8","6","10","1","5","3","2","7","Accurate","Female",42,"Black or African American","High school diploma or GED","10_advice",7,FALSE,"F_3JlAQMDyJYDbkEt","F_3D2qhuNcusWIpF0","F_3ESy6vi6DegIdJX","F_3CNjf3SLA9bSheU","F_3FLJxK0EXQwispy","F_3HudzLjXZAzWqJw","F_2y0ZAHSnXimOSw1","F_3G0xHm2ntQIYLtA","F_2zAMGyWpLKzIKIZ","F_3FLPTD3bNguBklU","F_3FLPTD3bNguBklU"
"128","R_2dRwHtAKhOtxjUn","5a0af6457ecfc50001be11da","7","4","5","6","10","3","9","1","2","8","Accurate","Female",44,"White or Caucasian","High school diploma or GED","1_advice",7,FALSE,"F_2TvB6UWTDe0NVy6","F_25sXyX3UPSCmm26","F_2V2ckr3pz3KUvAJ","F_2DOIr8Hxz10zA5n","F_2R4Vx6rPeJ8QCL6","F_2VlvJu7bcKL3C8U","F_2OUPUqsP5PYUw8t","F_2YEQ2B2ewOLSors","F_2WINUPBCKOdHz6J","F_2QxnIdBoovHjjYQ","F_2TvB6UWTDe0NVy6"
"129","R_1N8EoAe9DEHeWh4","6329bd3e699f53922a5da47c","6","1","4","8","5","7","2","3","10","9","Likable","Female",31,"White or Caucasian","Bachelor’s degree","6_advice",5,FALSE,"F_2tm9Iv45wzDeg7l","F_2wh2IDjsftRJb8j","F_2eOQV6PXKbOAo65","F_2fy2vQzo7RiLI29","F_2ePD2jGJu5LQOIU","F_2flbSZ3386sePEL","F_2xY7c4yHNgf5XQr","F_2bIBgJo4SNw0OGt","F_2bNMbNUHwOsjSfQ","F_2dG79BQ86EYC6xy","F_2flbSZ3386sePEL"
"130","R_2OUO5CteQrk44R5","56b8de29e1d0a200051517f8","7","6","9","10","8","2","5","3","1","4","Likable","Female",41,"Asian","Bachelor’s degree","1_advice",5,FALSE,"F_2zAMGyWpLKzIKIZ","F_3CNjf3SLA9bSheU","F_3FLJxK0EXQwispy","F_3ESy6vi6DegIdJX","F_3D2qhuNcusWIpF0","F_3FLPTD3bNguBklU","F_2y0ZAHSnXimOSw1","F_3HudzLjXZAzWqJw","F_3G0xHm2ntQIYLtA","F_3JlAQMDyJYDbkEt","F_2zAMGyWpLKzIKIZ"
"131","R_21pmtDMlCTMkhta","611e81a8a81e47ace8835a62","10","1","7","2","5","4","6","8","9","3","Accurate","Male",35,"Asian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","3_advice",5,FALSE,"F_2X0AtHS0T9w4W6p","F_2qDb7rlgGSBrGaB","F_2qat8eEGitOzdNk","F_2fkbeyEnBnr5OvX","F_2cqQJAkDBvFa7xu","F_2aWUU2D0gW9Dtt0","F_2bObhWVEeUX95rB","F_2pVo0aEud3wtOS8","F_2WP5vO5hQ8fqX32","F_2b1WvETvZdlBk9L","F_2qat8eEGitOzdNk"
"132","R_pzsDwAp2SitWEUh","5dd2f0818950ba2f90b01bc1","9","8","4","5","10","6","3","1","7","2","Likable","Male",40,"White or Caucasian","Associates or technical degree","9_advice",3,FALSE,"F_31LNY1ZNgOPHAhT","F_31vFp1Dx1utyFVT","F_32UQWIzcYNUchmQ","F_2sbByozzEoFAlYg","F_2rqZtB48z8BNpCM","F_30db916mTyjk39D","F_2ty4iYYcHhxBDCO","F_2zNmLuwPqX4SYJF","F_2zUPd9YuIKJ6mHG","F_2zRRqU6SHcUFaBd","F_2zUPd9YuIKJ6mHG"
"133","R_3M5VeOriLVGaonA","61531624b67f1ccd83e48d48","10","8","6","9","2","3","1","7","5","4","Likable","Male",75,"White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","8_advice",6,FALSE,"F_22PRBS7sAKesi1e","F_1rcuPXlQG7SB8fx","F_1l45HlWyABVMmUO","F_1dh5rEyzeewfHUq","F_1cSL5Dlk3so8Qbs","F_1pMyxId534OOBIU","F_1gcqHGx99dsU613","F_216tuE7djcP5pdf","F_1l4RdX9meeYIQHv","F_1mrqtqp6pXX5bRw","F_216tuE7djcP5pdf"
"134","R_Q4bd7wuCCJWh1Lz","55d7e6f669dbc30012b6826e","10","4","7","5","8","9","6","2","1","3","Accurate","Female",66,"White or Caucasian","Some college, but no degree","3_advice",5,FALSE,"F_25EoTM2h4cFmj5U","F_1k0T4yHXh6oltUO","F_24P3Bk4Nz9Nk3OZ","F_1hJZqTl8MA7HPUq","F_1ikThkbbMIMMH0I","F_21FycR1TezOTMM1","F_1jWgE6Xc6XpSFIJ","F_1mf0eh5BWIr0Sg5","F_1okjeLNnnE0ptZi","F_1o0Y2nbMjXZ1Jls","F_24P3Bk4Nz9Nk3OZ"
"135","R_1gANxKRj36S2ZyD","60ac66a8e1bf5a1c51fa864c","7","5","1","4","10","9","3","6","8","2","Accurate","Male",55,"White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","1_advice",6,FALSE,"F_216tuE7djcP5pdf","F_1l4RdX9meeYIQHv","F_1mrqtqp6pXX5bRw","F_1cSL5Dlk3so8Qbs","F_1l45HlWyABVMmUO","F_22PRBS7sAKesi1e","F_1pMyxId534OOBIU","F_1dh5rEyzeewfHUq","F_1rcuPXlQG7SB8fx","F_1gcqHGx99dsU613","F_216tuE7djcP5pdf"
"136","R_1rxiqssapyPjIcg","5cda0f40fbe78a00192192a3","6","4","5","1","3","2","8","9","10","7","Likable","Male",81,"White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","10_advice",8,FALSE,"F_3Gdr9o0jIvHrGWs","F_3Rg2AjlBD9J7Epr","F_3R8Dr7UXmFs86vA","F_3GdFAV4fIewANfW","F_3J2WiCj4IjCRx9J","F_3QK7h1gq6NJYf86","F_3PuXIED1rTFJX9h","F_3GpQNZQJOly5LsW","F_3EiETVaiV7uiVLw","F_3ESxU6eaq94BEod","F_3ESxU6eaq94BEod"
"137","R_8bTYc4YNNl47QPL","600319e3a3b1a337cab57a3e","4","3","9","2","6","10","7","8","5","1","Accurate","Female",64,"White or Caucasian","Associates or technical degree","7_advice",7,FALSE,"F_1okjeLNnnE0ptZi","F_1jWgE6Xc6XpSFIJ","F_1ikThkbbMIMMH0I","F_1k0T4yHXh6oltUO","F_25EoTM2h4cFmj5U","F_21FycR1TezOTMM1","F_1hJZqTl8MA7HPUq","F_24P3Bk4Nz9Nk3OZ","F_1o0Y2nbMjXZ1Jls","F_1mf0eh5BWIr0Sg5","F_1hJZqTl8MA7HPUq"
"138","R_4ZNJkuST95ZQJ69","61071715ef66759482346ce4","7","2","10","9","6","3","5","8","1","4","Likable","Male",38,"White or Caucasian","Some college, but no degree","1_advice",5,FALSE,"F_djxWmICEq9IbIgF","F_bDflVSCwQ5T32YV","F_XsKLe8K7s6v7XFL","F_UaS1pbP6buG9R5v","F_cGwjIv1Me8Foy6R","F_Rldzxw5991JTtdL","F_cu6ncOGl0003Vdf","F_W8a4AC7Hcq5au7n","F_Y084SesxxMFrK1j","F_aWOW8dtf77NGDUR","F_djxWmICEq9IbIgF"
"139","R_8ozpz5YlKUFN1Pr","6388fe254da991e17e7535ed","8","9","7","6","3","2","1","10","5","4","Accurate","Female",57,"White or Caucasian","Some college, but no degree","3_advice",7,FALSE,"F_3KNKMtFOl6K5kTQ","F_3iR6nmcIs3N6lbZ","F_3fjBNr5YrkSrSP3","F_3ey3IwDsQAfRZnr","F_3MDrkCWqrn20QrE","F_3OdjcZTwp85swwu","F_3fpoQCqhnavxk0V","F_3RxRlY3iivY4cYe","F_3PBrMZWg2ledS6E","F_3P7QMxuPXNg4nVd","F_3fjBNr5YrkSrSP3"
"140","R_1lucRR1pUqsZh7p","6418fa57a5d4085174100296","5","10","4","6","9","2","1","8","7","3","Accurate","Male",26,"Asian","Bachelor’s degree","9_advice",7,FALSE,"F_eeTctm8tZFFu6FX","F_eOPbcWdbr6f9o89","F_pGhLnbwBeXlrfBT","F_rdKZweMde9RAQzD","F_spsKbfkPlT3eM8N","F_rrquzuXUWb2McPT","F_xh0FG9fPtcEcNyx","F_vAAySSnAcir9QPL","F_zev0nx0Xbza9t7z","F_vTawvGNAM9DTbYR","F_zev0nx0Xbza9t7z"
"141","R_2CP9BpE4lBOdGlp","5fc6bf2fa7c6583abedfaf73","4","3","1","2","5","10","6","9","7","8","Accurate","Female",33,"White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","9_advice",7,FALSE,"F_3JlAQMDyJYDbkEt","F_2y0ZAHSnXimOSw1","F_2zAMGyWpLKzIKIZ","F_3G0xHm2ntQIYLtA","F_3D2qhuNcusWIpF0","F_3ESy6vi6DegIdJX","F_3FLPTD3bNguBklU","F_3FLJxK0EXQwispy","F_3HudzLjXZAzWqJw","F_3CNjf3SLA9bSheU","F_3HudzLjXZAzWqJw"
"142","R_2Eyg5SEE0ROJ4NF","5acacf8c9534ba0001c777cf","6","3","7","9","8","4","5","10","2","1","Likable","Male",39,"White or Caucasian","Associates or technical degree","3_advice",5,FALSE,"F_2cqQJAkDBvFa7xu","F_2fkbeyEnBnr5OvX","F_2qat8eEGitOzdNk","F_2WP5vO5hQ8fqX32","F_2pVo0aEud3wtOS8","F_2b1WvETvZdlBk9L","F_2bObhWVEeUX95rB","F_2X0AtHS0T9w4W6p","F_2aWUU2D0gW9Dtt0","F_2qDb7rlgGSBrGaB","F_2qat8eEGitOzdNk"
"143","R_WjRmS8QWazpI4pj","59613e627ab4ce00017b8631","9","8","7","3","10","2","1","6","4","5","Accurate","Male",25,"White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","3_advice",6,FALSE,"F_3QK7h1gq6NJYf86","F_3EiETVaiV7uiVLw","F_3J2WiCj4IjCRx9J","F_3ESxU6eaq94BEod","F_3GdFAV4fIewANfW","F_3GpQNZQJOly5LsW","F_3PuXIED1rTFJX9h","F_3Rg2AjlBD9J7Epr","F_3Gdr9o0jIvHrGWs","F_3R8Dr7UXmFs86vA","F_3J2WiCj4IjCRx9J"
"144","R_9FThbZWoN0eED8l","6115956006a530798ff9eb7b","5","7","6","1","2","8","9","4","3","10","Accurate","Female",35,"White or Caucasian","Bachelor’s degree","2_advice",6,FALSE,"F_saRNtG3Voy3wMud","F_UT1tt9RkNiudDXz","F_UchVyXbuc06IpgZ","F_Zz6Ve5cC7HcBidr","F_YXHHH4EA6MT8eiZ","F_e567UmbzU0pvlcJ","F_ZwPsLkLV22QcdYB","F_p6GtSWtu4Pa3JDP","F_bdz8kxPKvIwQFtT","F_afNSDvm1suyI1kB","F_UT1tt9RkNiudDXz"
"145","R_a8IAivOx16Tb4OZ","5ee6be54321536000905346a","4","2","8","6","9","10","7","5","3","1","Accurate","Female",31,"White or Caucasian,Black or African American","Associates or technical degree","7_advice",7,FALSE,"F_3mledP9WHL1nk2Y","F_3psWDYGyjG2QLgE","F_3kNgtYslBd4bD8U","F_3koEac1UPBj367k","F_3lWvSdQYyrXM0Rq","F_3ksP8jpBDlWChAi","F_5q1WcRlH1P2gLIt","F_3qwohznQZAj3hNZ","F_3scAHdnVWjYAWT7","F_3qJsykkAPnjfcV4","F_5q1WcRlH1P2gLIt"
"146","R_sNHWGCIBDEbsRnb","613e9daebfabcfec5f0ce278","5","1","2","9","7","3","4","10","8","6","Likable","Female",30,"Black or African American","Bachelor’s degree","5_advice",5,FALSE,"F_3JlAQMDyJYDbkEt","F_2zAMGyWpLKzIKIZ","F_3G0xHm2ntQIYLtA","F_3D2qhuNcusWIpF0","F_2y0ZAHSnXimOSw1","F_3CNjf3SLA9bSheU","F_3FLPTD3bNguBklU","F_3FLJxK0EXQwispy","F_3ESy6vi6DegIdJX","F_3HudzLjXZAzWqJw","F_2y0ZAHSnXimOSw1"
"147","R_OkzU5Ol5tRn8Vu9","63ed2550d0836aae9f270214","5","10","2","9","1","3","7","8","6","4","Likable","Male",32,"White or Caucasian,Black or African American,American Indian/Native American or Alaska Native","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","7_advice",5,FALSE,"F_2S2X1YwaNf2jg5Y","F_2P8dAbbylEFAIIv","F_2EbqxUIxsoZh86t","F_2TIfZib7lh6SlEK","F_2U4yLeE4ig5Tlm4","F_2UWLFxoMrEDwbGY","F_2OSH6c5r5dEQ8bH","F_2SJHPgJExaZV9dD","F_2A0XS21S1xFDhcf","F_2D79Z7IMYok2EJL","F_2OSH6c5r5dEQ8bH"
"148","R_2YkNoLWX8VwG3zl","628d5c6294846b1814f25d7e","8","9","6","4","5","3","1","2","10","7","Accurate","Female",55,"White or Caucasian","Some college, but no degree","10_advice",6,FALSE,"F_2V2ckr3pz3KUvAJ","F_2YEQ2B2ewOLSors","F_2WINUPBCKOdHz6J","F_2TvB6UWTDe0NVy6","F_2OUPUqsP5PYUw8t","F_2QxnIdBoovHjjYQ","F_25sXyX3UPSCmm26","F_2R4Vx6rPeJ8QCL6","F_2DOIr8Hxz10zA5n","F_2VlvJu7bcKL3C8U","F_2VlvJu7bcKL3C8U"
"149","R_3g72J9UHWqy49gx","6361482ed4c29c255c584b0f","1","8","2","4","7","5","9","10","6","3","Likable","Male",33,"White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","5_advice",5,FALSE,"F_rrquzuXUWb2McPT","F_eeTctm8tZFFu6FX","F_xh0FG9fPtcEcNyx","F_vTawvGNAM9DTbYR","F_spsKbfkPlT3eM8N","F_rdKZweMde9RAQzD","F_zev0nx0Xbza9t7z","F_eOPbcWdbr6f9o89","F_vAAySSnAcir9QPL","F_pGhLnbwBeXlrfBT","F_spsKbfkPlT3eM8N"
"150","R_1mjUwPiXMByG2cb","5c58d56d53fba80001bd70c0","8","2","10","1","9","4","3","5","7","6","Accurate","Female",43,"White or Caucasian","Associates or technical degree","9_advice",6,FALSE,"F_2eOQV6PXKbOAo65","F_2xY7c4yHNgf5XQr","F_2fy2vQzo7RiLI29","F_2wh2IDjsftRJb8j","F_2bNMbNUHwOsjSfQ","F_2ePD2jGJu5LQOIU","F_2flbSZ3386sePEL","F_2bIBgJo4SNw0OGt","F_2dG79BQ86EYC6xy","F_2tm9Iv45wzDeg7l","F_2dG79BQ86EYC6xy"
"151","R_2WPAIN7PGLLGkqS","5e3d8d90de328d044e7c6ffb","7","10","2","3","6","8","1","9","4","5","Likable","Male",36,"White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","1_advice",5,FALSE,"F_3rNwdLykFI43rWW","F_3nd3SeNdJ4L8Bt8","F_3lxitubjKJvf8Yz","F_3iL4KwJpeNyIPJ6","F_3luxiABX8flWKck","F_3n9mtYUejGwTCKm","F_3fSOlW9p8N8ewto","F_3q8ndAoNJ0R4Wbo","F_3Rmdi1Wk3hFqlXN","F_3kiaDZn4cpU5p72","F_3rNwdLykFI43rWW"
"152","R_1FD24rk4Xa0740p","55b9a9b0fdf99b6906d2aba4","9","6","5","2","8","3","4","10","1","7","Accurate","Male",67,"White or Caucasian","Some college, but no degree","10_advice",7,FALSE,"F_1l45HlWyABVMmUO","F_1cSL5Dlk3so8Qbs","F_1rcuPXlQG7SB8fx","F_1pMyxId534OOBIU","F_22PRBS7sAKesi1e","F_1mrqtqp6pXX5bRw","F_1gcqHGx99dsU613","F_216tuE7djcP5pdf","F_1l4RdX9meeYIQHv","F_1dh5rEyzeewfHUq","F_1dh5rEyzeewfHUq"
"153","R_297lrjGI7Z0iWJz","5fba9d0b11db76aa38bdc72c","1","9","10","8","2","7","3","4","6","5","Likable","Male",52,"White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","6_advice",7,FALSE,"F_8j4noxw04iQGn61","F_BDFXHQ0dXTUXbq1","F_BFLcss9x2Tvi9IR","F_9Ks7ILke9fUQs7v","F_9BQ4IXgnLqB3oRj","F_BET7hov8aDkiZOx","F_AATGqTnExreKRi1","F_RdYd39PfJo9Hdq9","F_AjkW0hNtl913rz3","F_AczV8tMxnVgiQh3","F_BET7hov8aDkiZOx"
"154","R_WCio6N20rM5ETo5","62f6a5e7bd056277be777c68","1","4","7","10","9","8","6","5","3","2","Likable","Male",19,"White or Caucasian","Some college, but no degree","3_advice",7,FALSE,"F_xh0FG9fPtcEcNyx","F_rrquzuXUWb2McPT","F_rdKZweMde9RAQzD","F_eOPbcWdbr6f9o89","F_zev0nx0Xbza9t7z","F_spsKbfkPlT3eM8N","F_vTawvGNAM9DTbYR","F_eeTctm8tZFFu6FX","F_vAAySSnAcir9QPL","F_pGhLnbwBeXlrfBT","F_rdKZweMde9RAQzD"
"155","R_2rO4286d3KF2gpr","641e665144143d6ffe379ffe","7","10","9","3","4","2","8","1","6","5","Accurate","Male",38,"White or Caucasian","Bachelor’s degree","1_advice",5,FALSE,"F_Rldzxw5991JTtdL","F_XsKLe8K7s6v7XFL","F_bDflVSCwQ5T32YV","F_cGwjIv1Me8Foy6R","F_W8a4AC7Hcq5au7n","F_aWOW8dtf77NGDUR","F_djxWmICEq9IbIgF","F_Y084SesxxMFrK1j","F_cu6ncOGl0003Vdf","F_UaS1pbP6buG9R5v","F_Rldzxw5991JTtdL"
"156","R_5u3N1K1Pm6vmnYt","62839b5f73ebabded1ce5e68","2","4","5","6","7","1","3","10","8","9","Accurate","Male",30,"White or Caucasian","Some college, but no degree","5_advice",6,FALSE,"F_2qDb7rlgGSBrGaB","F_2fkbeyEnBnr5OvX","F_2X0AtHS0T9w4W6p","F_2cqQJAkDBvFa7xu","F_2pVo0aEud3wtOS8","F_2b1WvETvZdlBk9L","F_2aWUU2D0gW9Dtt0","F_2WP5vO5hQ8fqX32","F_2bObhWVEeUX95rB","F_2qat8eEGitOzdNk","F_2pVo0aEud3wtOS8"
"157","R_Clbw5SLcQeFyoKZ","640263551c578599ce18288e","4","6","8","2","9","7","5","10","1","3","Likable","Female",53,"White or Caucasian","Some college, but no degree","6_advice",7,FALSE,"F_2V2ckr3pz3KUvAJ","F_2VlvJu7bcKL3C8U","F_2DOIr8Hxz10zA5n","F_2TvB6UWTDe0NVy6","F_2WINUPBCKOdHz6J","F_2OUPUqsP5PYUw8t","F_25sXyX3UPSCmm26","F_2YEQ2B2ewOLSors","F_2R4Vx6rPeJ8QCL6","F_2QxnIdBoovHjjYQ","F_2OUPUqsP5PYUw8t"
"158","R_wSFNClr62xJda6t","63fad8b20e532757a496f7f5","5","4","2","7","8","10","9","6","3","1","Likable","Male",53,"Asian","Bachelor’s degree","4_advice",7,FALSE,"F_2SJHPgJExaZV9dD","F_2S2X1YwaNf2jg5Y","F_2D79Z7IMYok2EJL","F_2TIfZib7lh6SlEK","F_2A0XS21S1xFDhcf","F_2P8dAbbylEFAIIv","F_2OSH6c5r5dEQ8bH","F_2U4yLeE4ig5Tlm4","F_2UWLFxoMrEDwbGY","F_2EbqxUIxsoZh86t","F_2TIfZib7lh6SlEK"
"159","R_YQfUq79n4rG5d73","5a7d01a4b093f80001a79252","1","3","8","10","2","4","5","7","6","9","Likable","Male",20,"Asian","Some college, but no degree","8_advice",7,FALSE,"F_1N4il3f9nlInp2a","F_1QsVprSgmipnTXa","F_1IygysIWEzMiCyp","F_1QLxIxugpe3ReV0","F_1LcKk6QK4gIlwpS","F_12rLDBLowOuKG2d","F_1KlmPWco7yo9h1L","F_1FnbFkmOxfv1Znv","F_1EYjR4qjVDKj7mz","F_12JV7zcZsUeAkNI","F_1FnbFkmOxfv1Znv"
"160","R_1FJas8EH0ZZvgws","5d49c4ad08bee60018f4ec21","7","8","10","6","9","5","4","2","3","1","Likable","Female",36,"White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","1_advice",6,FALSE,"F_3HudzLjXZAzWqJw","F_3ESy6vi6DegIdJX","F_3FLJxK0EXQwispy","F_3JlAQMDyJYDbkEt","F_3D2qhuNcusWIpF0","F_3CNjf3SLA9bSheU","F_2y0ZAHSnXimOSw1","F_3G0xHm2ntQIYLtA","F_3FLPTD3bNguBklU","F_2zAMGyWpLKzIKIZ","F_3HudzLjXZAzWqJw"
